movie	imdb	mpaa_rating
1627	1	Rated PG-13 for sex-related material, language, some drug use and brief smoking.
1628	1	Rated PG-13 for some language.
1629	1	Rated PG for brief mild language.
1630	1	Rated R for violent content and language.
1631	1	Rated R for strong gruesome violence, some nudity and language.
1632	1	Rated R for pervasive strong horror violence and gore, language and sexuality.
1633	1	Rated PG-13 for intense sequences of frenetic violence and menace, disturbing images and some sensuality.
1634	1	Rated PG-13 for nudity, sex-related dialogue and humor.
1635	1	Rated R for gangster violence and some language.
1636	1	Rated R for strong violence and language, and for sexuality and drug use.
1637	1	Rated PG-13 for violence, sexuality and language.
1638	1	Rated PG for sequences of martial arts action.
1639	1	Rated R for violent and disturbing images.
1640	1	Rated PG-13 for some sequences of action/violence.
1641	1	Rated R for extreme violence and graphic carnage, for shocking images, and for strong language and sexuality.
1642	1	Rated R for strong violence, pervasive language, sexuality, nudity and drug use.
1643	1	Rated R for strong sex scenes with explicit dialogue, nudity, drug use, language and violence.
1644	1	Rated PG-13 for sequences of intense action violence, some language and brief sexuality.
1645	1	Rated PG-13 for crude and sexual humor, language and a brief drug reference.
1646	1	Rated PG-13 for sci-fi action violence and some provocative humor.
1647	1	Rated R for language and some sexuality.
1648	1	Rated PG-13 for a number of sequences of action/violence, and for some sexuality.
1649	1	Rated PG-13 for sexual innuendo, crude humor and language.
1650	1	Rated PG-13 for sexual content/humor and language.
1651	1	Rated R for strong disturbing violence, pervasive drug and alcohol use, sexuality/nudity and language - all involving teens.
1652	1	Rated R for violence/gore, language and some sexuality.
1653	1	Rated R for language and emotional abuse.
1654	1	Rated PG-13 for thematic material and smoking.
1655	1	Rated R for sexual content including language, and for brief violence.
1656	0	<NULL>
1657	1	Rated R for language.
1658	1	Rated PG-13 for sustained battle sequences.
1659	1	Rated R for strong, morbid violence, language, sexuality, and some drug content.
1660	1	Rated R for strong pervasive violence and gore, and language.
1661	1	Rated PG-13 for violence/terror, some sexuality and substance abuse.
1662	1	Rated PG for some innuendos and brief language.
1663	1	Rated R for violence.
1664	1	Rated PG-13 for a comic sex scene and off color humor.
1665	1	Rated PG-13 for western violence.
1666	1	Rated PG for mild sensuality and language.
1667	1	Rated R for language, some sexual content and brief nudity.
1668	1	Rated R for some terror/violence and language.
1669	1	Rated PG-13 for thematic material and some violence.
1670	1	Rated R for strong violence, language and some nudity.
1671	1	Rated PG-13 for language, crude and sexual humor, and substance abuse.
1672	1	Rated R for language, grisly images and sexuality/nudity.
1673	1	Rated R for language, some violence and brief nudity.
1674	1	Rated R for strong sexuality, nudity, language, some drug use and violence.
1675	1	Rated PG for martial arts action, mild language, and theme.
1676	1	Rated PG for thematic elements and some language.
1677	1	Rated R for language and some sexual content.
1678	1	Rated PG for mild language.
1679	0	<NULL>
1680	1	Rated R for some sexuality.
1681	1	Rated R for drug use, language and crude sexual humor.
1682	1	Rated R for violence/terror and language.
1683	1	Rated R for strong violence, and for some sexuality and language.
1684	1	Rated PG-13 for martial arts action/violence and brief sexuality.
1685	1	Rated R for battle violence.
1686	1	Rated R for some violence and a scene of sexuality.
1687	1	Rated PG-13 for mature thematic material, sexual content, language, drug and alcohol use.
1688	1	Rated R for mature treatment of holocaust issues.
1689	1	Rated NC-17 for extreme sadistic graphic violence and gore.
1690	1	Rated R for language and sexual content.
1691	1	Rated R for nudity and language.
1692	1	Rated PG for mild language.
1693	1	Rated R for language, violence and some sexuality.
1694	1	Rated R for strong sexuality, and for violence, language and nudity.
1695	1	Rated R for language, some sexual content and brief drug use.
1696	1	Rated R for language including sexual references and some violence.
1697	1	Rated PG for some mild peril and rude humor.
1698	1	Rated PG-13 for language, sex-related humor and some thematic elements.; Rated PG-13 for language, sex-related humor and thematic elements. (video version)
1699	1	Rated R for some sexual content and language.
1700	1	Rated PG-13 for plentiful action/violence.
1701	1	Rated R for violence, strong language, and sexual content including nudity and dialogue.
1702	1	Rated PG for language, sexual situations and alcohol-related material.
1703	1	Rated R for violence.
1704	1	Rated R for nudity, disturbing images, language and brief sexuality.
1705	1	Rated PG for fantasy action and some scary images.
1706	1	Rated R for violence, pervasive language, and drug content.
1707	1	Rated PG-13 for elements of sensuality.
1708	1	Rated R for sexuality, language and some disturbing images.
1709	1	Rated NC-17 for some explicit sexual content.; Rated R for strong sexual content, some disturbing behavior and language. (edited version)
1710	1	Rated R for strong violence and gore, sexuality/nudity and language.
1711	1	Rated PG-13 for some thematic elements, sexual material, a brief accident scene and language.
1712	1	Rated PG-13 for some sexual content and brief strong language.
1713	1	Rated R for strong sexual content, nudity and language.
1714	1	Rated R for language and violence.
1715	1	Rated R for some violence.
1716	1	Rated PG-13 for language and sexual content.
1717	1	Rated PG-13 for sexual content and language.
1718	1	Rated R for war violence and some language. (2004 reconstruction)
1719	1	Rated PG-13 for violence, terror and disturbing images.
1720	1	Rated PG for kids&#x27; rude language and pranks.
1721	1	Rated NC-17 for pervasive sexual content.; Rated R for pervasive strong crude sexual content, including fetishes. (The Neuter Version)
1722	1	Rated PG for some violence.
1723	1	Rated PG for mild language, some rude humor and sports action.
1724	1	Rated PG-13 for some sex-related humor and drug references.
1725	1	Rated R for drug content throughout, and pervasive language including some sexual references.
1726	1	Rated R for sensuality and language.
1727	1	Rated R for violence/terror and some language.
1728	1	Rated PG-13 for thematic elements and brief disturbing images.
1729	1	Rated R for constant drug use, pervasive strong language and sexual material.
1730	1	Rated PG-13 for sexual situations and language.
1731	1	Rated PG-13 for sexual content and some language.
1732	1	Rated PG for some mild language.
1733	1	Rated R for western violence and sexuality/nudity. (edited for re-rating; originally R)
1734	1	Rated PG-13 for intense sequences of violence and action, some sexual material and language. (previously rated R for violent content throughout and language)
1735	1	Rated R for sequences of violence.
1736	1	Rated R for disturbing images and language.
1737	1	Rated R for violence, language and sexuality.
1738	1	Rated PG-13 for violence and some sexuality.
1739	1	Rated PG-13 for brief nudity.
1740	1	Rated PG for mild language and action sequences.
1741	1	Rated PG for action violence and mild language.
1742	1	Rated R for violence/terror, sexuality and language.
1743	1	Rated PG-13 for sequences of intense violence and action, some sexuality and brief language.
1744	1	Rated PG-13 for elements of violence and peril.
1745	1	Rated R for strong brutal violence, pervasive language, and brief drug use and nudity.
1746	1	Rated R for strong scenes of sexuality, language and violence.
1747	1	Rated R for sexual content, nudity, language and some drug use.
1748	1	Rated R for strong violence, including a rape.
1749	1	Rated PG-13 for sex-related material, language and drug content.
1750	1	Rated R for language, some violence and nudity.
1751	1	Rated PG-13 for sexual content and language, including some crude sexual references.
1752	1	Rated PG-13 for language, thematic material and some sexual content.
1753	1	Rated PG for some scary images.
1754	1	Rated PG-13 for mature thematic elements and sexual content.
1755	1	Rated PG-13 for thematic elements.
1756	1	Rated R for violence, sexuality, language and drug content.
1757	1	Rated R for some bloody violence.
1758	1	Rated R for some scenes of strong sexuality, and for nudity and language.
1759	1	Rated R for strong disturbing violent content, some involving abortion and torture, and for sexuality and language.
1760	1	Rated PG-13 for brief strong language, some sensuality and depictions of violence.
1761	1	Rated PG-13 for theme (child abuse) and violence.
1762	1	Rated R for violence and sexuality.
1763	1	Rated R for disturbing thematic elements, strong violence/grisly images and some language.
1764	1	Rated PG-13 for sex related humor and language.
1765	1	Rated R for violence and disturbing images, sexuality and language.
1766	1	Rated PG for fantasy action/violence involving scary images and situations, and for a smoking caterpillar.
1767	1	Rated PG-13 for sci-fi action violence and frightening images.
1768	1	Rated PG for mild action, language and brief rude humor.
1769	1	Rated R for some violent and disturbing content, and language.
1770	1	Rated PG-13 for some sensuality.
1771	1	Rated R for language, sexuality, some drug use and violent images.
1772	1	Rated PG-13 for images of violence and gore.
1773	1	Rated R for strong sexual content, crude humor, language and drinking.
1774	1	Rated R for strong sexual dialogue and sexual situations involving teens, language and drug use.
1775	1	Rated R for language, violence and sexuality/nudity.
1776	1	Rated R for strong sci-fi violence and gore, some grotesque images, and for language.
1777	1	Rated R for some sexuality.
1778	1	Rated R for strong horror violence and gore, disturbing images, and some language.
1779	1	Rated R for some strong graphic violence, pervasive strong language and brief nudity and sexuality.
1780	1	Rated PG-13 for rude and sexual humor, and language.
1781	1	Rated PG-13 on appeal for crude sexual humor and drug references.
1782	1	Rated PG-13 for off-color humor and some nudity.
1783	1	Rated PG-13 for crude sexual humor, language and brief nudity.
1784	1	Rated R for strong sexuality, some violence and language.
1785	1	Rated R for strong vicious violence, graphic sexuality, pervasive strong language and some drug use.
1786	1	Rated R for language and some sexuality.
1787	1	Rated R for horror violence and for language.
1788	1	Rated R for some language and sexuality.
1789	1	Rated PG-13 on appeal for crude and sexual content throughout and some drug material
1790	1	Rated PG-13 for sexual content.
1791	1	Rated R for language and terror violence.
1792	1	Rated PG-13 for rude and irreverent content, and for language and brief drug material.
1793	1	Rated R for substance abuse, sexual content, language and some violence.
1794	1	Rated PG-13 for mature thematic elements, sexual content, partial nudity and language.
1795	1	Rated R for language and sexual content.
1796	1	Rated R for violence, language and a scene of sexuality.
1797	1	Rated PG-13 for sexual references.
1798	1	Rated R for brutal ring violence, strong sexuality including dialogue, nudity, pervasive language and some drug content.
1799	1	Rated PG-13 for crude sexual humor, partial nudity and some drug references.
1800	1	Rated R for pervasive strong brutal violence, language and brief nudity.
1801	1	Rated PG-13 for crude humor, sexual content and language.
1802	1	Rated PG-13 for language, including some sex-related dialogue.
1803	1	Rated R for strong sexuality and language.
1804	1	Rated R for language.
1805	1	Rated R for sexual content, some nudity, language, and drug and alcohol use - all involving teens.
1806	1	Rated PG-13 for thematic material, sexual content and language.
1807	1	Rated R for terror and violence, and for sexuality and language.
1808	1	Rated R for sequences of strong bloody warfare, pervasive language, some sexuality/nudity and drug use.
1809	1	Rated R for war violence and brief language.
1810	1	Rated PG-13 for brief strong language.
1811	1	Rated R for continuous violence and brief language.
1812	1	Rated PG for some action and peril, and brief mild language.
1813	1	Rated R for some sexuality and brief violence.
1814	1	Rated R for strong sexual content and language.
1815	1	Rated R for sexuality and language.
1816	1	Rated R for language and some sexuality.
1817	1	Rated R for language.
1818	1	Rated R for crude sexual humor.
1819	1	Rated R for language.
1820	1	Rated R for pervasive language and some sexual content.
1821	1	Rated PG for thematic elements and mild language.
1822	1	Rated R for some sexuality.
1823	1	Rated R for violence and sexuality.
1824	1	Rated PG-13 for sci-fi violence.
1825	1	Rated R for strong violence/gore, teen sexuality, language and some drug content.
1826	1	Rated R for some gangster violence, and for language.
1827	1	Rated PG for action/violence and some mild language.
1828	1	Rated PG-13 for crude humor and a brief drug reference.
1829	1	Rated R for language.
1830	1	Rated R for violence, sexuality, nudity and drug content.
1831	1	Rated PG for brief mild language and sensuality.
1832	1	Rated R for pervasive teen drug use and strong language including sexual references.
1833	1	Rated R for strong sexual content and graphic dialogue involving teens, and language.
1834	1	Rated R for some sexuality/nudity.
1835	1	Rated R for language.
1836	1	Rated R for bloody brutal violence, a scene of sexuality, nudity and pervasive language.
1837	1	Rated R for sexuality, nudity and some violence.
1838	1	Rated PG for innuendo and brief language.
1839	1	Rated R for some images of violence.
1840	1	Rated R for domestic violence, strong language, drug use and some sexuality.
1841	1	Rated R for language and sexuality.
1842	1	Rated R for language, some violence and a scene of nudity.
1843	1	Rated PG-13 for drug content, language, sexual material and some violence.
1844	1	Rated PG for some crude and suggestive humor, and for language.
1845	1	Rated R for violence and sexual content.
1846	1	Rated PG-13 for some sexual content and violence.
1847	1	Rated R for strong violence and language.
1848	0	<NULL>
1849	1	Rated PG for language, thematic elements and some mild violence.
1850	1	Rated PG-13 for mature thematic material, domestic violence, sex and drug references.
1851	1	Rated R for language and some sexuality.
1852	1	Rated R for language, some violent content and brief drug use.
1853	1	Rated R for some violent/disturbing images and language.
1854	1	Rated PG-13 for mature sensuality and some brief nudity.
1855	1	Rated R for sexuality, language and drug content.
1856	1	Rated R for language, some violence and a disturbing image.
1857	1	Rated R for some violent images.
1858	1	Rated PG-13 for sexual content, crude humor and some violence.
1859	1	Rated PG for some language including suggestive remarks, and a drug reference.
1860	1	Rated R for pervasive language and some sexuality.
1861	1	Rated R for language.
1862	1	Rated PG for mild violence.
1863	1	Rated R for for language, sexual content and drug use.
1864	1	Rated PG for mild violence and language.
1865	1	Rated PG for thematic material.
1866	1	Rated PG for thematic material including teen drinking, a sexual situation and language.
1867	1	Rated R for language and some violence.
1868	1	Rated R for strong horror violence and gruesome images, sexuality/nudity and language.
1869	1	Rated R for strong bloody stylized violence.
1870	1	Rated R for sexuality, language and terror violence.
1871	1	Rated R for language and a scene of sexuality.
1872	1	Rated R for some violence.
1873	1	Rated PG-13 for some sensuality.
1874	1	Rated PG-13 for crude and sexual content throughout, and language.
1875	1	Rated R for strong sexuality involving a teen, some violence and language.
1876	1	Rated R for strong violence and several views of nude pin-ups.
1877	1	Rated PG for mild crude humor and some language.
1878	1	Rated R for terror, strong violence and language.
1879	1	Rated R for language.
1880	1	Rated R for graphic sexual dialogue, strong sexuality and language.
1881	1	Rated R for language.
1882	1	Rated R for sexual content including dialogue, language throughout, some drug use and brief nudity.
1883	1	Rated PG-13 for violence and sexual material.
1884	1	Rated PG-13 for terror/violence, sexuality and some substance abuse. (re-rating): Rated R for some violence, sexuality and language. (&#x22;unburied cut&#x22;)
1885	1	Rated R for violence, sexuality/nudity, and brief language.
1886	1	Rated PG-13 for sci-fi action/violence and brief language.
1887	1	Rated PG-13 for sexual content, nudity, underage drinking and smoking.
1888	1	Rated PG for thematic material involving some violent action and a childbirth scene.
1889	1	Rated R for strong violence, language and brief sexuality.
1890	1	Rated PG-13 for sexual content.
1891	1	Rated PG for boxing violence and some language.
1892	1	Rated PG-13 for horror violence and disturbing images.
1893	1	Rated R for violence, drug content and pervasive language.
1894	1	Rated R for nonstop crude and sexual humor, pervasive strong language, and drug content.
1895	1	Rated PG-13 for sequences of sci-fi action and violence, and some language.
1896	1	Rated PG-13 for some violence, and sexual content including partial nudity.
1897	1	Rated PG for some scary images and action, and brief mild language.
1898	1	Rated PG-13 for intense depiction of very bad weather.
1899	1	Rated R for strong grisly violence and gore, sequences of terror and torture, nudity and language.
1900	1	Rated R for violence.
1901	1	Rated PG-13 for action violence, innuendo and some sensuality/nudity.
1902	1	Rated R for some strong sexual content, nudity and language.
1903	1	Rated PG for some crude humor, suggestive content and swashbuckling action.
1904	1	Rated PG for some violence and action.
1905	1	Rated R for language including some sexual dialogue.
1906	1	Rated PG-13 for disaster sequences, disturbing images and brief strong language.
1907	1	Rated PG-13 for some innuendo and rude humor / PG for language and some rude humor (edited version)
1908	1	Rated PG for mild language and brief video images of violence and sexy dancing.
1909	1	Rated R for language and some drug use.
1910	1	Rated PG for brief mild language.
1911	1	Rated PG-13 for some sensuality and thematic elements.
1912	1	Rated R for language and drug content.
1913	1	Rated R for strong violence, sexual content, some language and drug use.
1914	1	Rated R for strong sexual content and language.
1915	1	Rated R for language and elements of violence.
1916	1	Rated R for language and some sexuality.
1917	1	Rated PG for thematic elements, suggestive humor and language.
1918	1	Rated R for language and strong sexual content including dialogue.
1919	1	Rated PG-13 for thematic elements and some sexual humor.
1920	1	Rated PG-13 for brief language, some sensuality and drug references.
1921	1	Rated PG-13 for mature thematic elements.
1922	1	Rated PG for brief mild thematic elements, language and some crude humor.
1923	1	Rated PG-13 for language.
1924	1	Rated R for war violence and brutality, and for some language. (original cut); Rated R for war-related violence. (director&#x27;s cut)
1925	1	Rated R for strong violence, sexuality, drug use and language.
1926	1	Rated PG for some violent content.
1927	1	Rated R for strong holocaust violence, nudity and language.
1928	1	Rated R for some violence.
1929	1	Rated R or some sexuality, nudity and language.
1930	1	Rated R for violence.
1931	1	Rated PG-13 for some violent images.
1932	1	Rated PG-13 for sexual content.
1933	1	Rated PG-13 for some sexual content.
1934	1	Rated R for violence and pervasive language.
1935	1	Rated R for horror violence and gore, language and some drug use.
1936	1	Rated R for some nudity.
1937	1	Rated R for horror violence and gore, and for language and sexuality.
1938	1	Rated R for strong horror violence/terror and some language.
1939	1	Rated R for disturbing violent and sexual content, and strong language.
1940	1	Rated R for strong sexual content, and for some violence, including a rape scene.
1941	1	Rated PG for mild language and thematic elements.
1942	1	Rated R for violence, some drug use, language and brief nudity.
1943	1	Rated R for bizarre, graphic violence and sensuality, and for drug content. (edited version); Rating surrendered: previously rated NC-17 for several scenes of extremely explicit violence.
1944	1	Rated R for strong language including sex and drug references, teen drinking and brief nudity.
1945	1	Rated R for strong violence, language, sexuality/nudity and drug content.
1946	1	Rated R for strong sexuality, language, violence and some drug use.
1947	1	Rated PG-13 for mature thematic content, sexual material including dialogue, some nudity, drug use and language.
1948	1	Rated R for strong sexual content, language and some violence.
1949	1	Rated R for language, some sexual content, violence and drug use.
1950	1	Rated PG-13 for some horror violence/gore.
1951	1	Rated R for language and some violence.
1952	1	Rated PG for brief mild language.
1953	1	Rated PG-13 for violence including bloody aftermath of a shooting, and for language.
1954	0	<NULL>
1955	1	Rated PG-13 for some areas of strong violence.
1956	1	Rated PG-13 for sexual content and some language.
1957	1	Rated PG-13 for crude and sex-related humor, nudity, language, some violence and brief drug content.
1958	1	Rated R for strong violence, pervasive language and brief sexuality.
1959	1	Rated R for strong language and some sexual content.
1960	1	Rated PG-13 for crude sexual, scatalogical and ethnic humor.
1961	1	Rated R for strong violence, language and some drug use.
1962	1	Rated R for strong violence and gore.
1963	1	Rated PG for thematic material, language and a mild suggestive moment.
1964	1	Rated R for martial arts violence.
1965	1	Rated R for strong violence and language.
1966	1	Rated R for disturbing bloody violent content, terror, language and brief drug use.
1967	1	Rated PG-13 for strong action violence, some drug content and nudity.
1968	1	Rated R for strong terror and violence, and for a scene of sensuality.
1969	1	Rated R for strong brutal violence including a rape, gruesome images and pervasive language.
1970	1	Rated R for strong sexuality, pervasive drug use and language.
1971	1	Rated R for violence and language.
1972	1	Rated R for some language.
1973	1	Rated R for crude language and sex-related material.
1974	1	Rated R for pervasive violence and a sexual conversation.
1975	1	Rated R for strong sexual content, language, drug use and a scene of violence.
1976	1	Rated R for non-stop language including strong sexual references, sexuality, nudity and drug use.
1977	1	Rated R for sexuality/nudity and language.
1978	1	Rated PG-13 for thematic elements, sexual material and language.
1979	1	Rated R for strong graphic violence, gore, pervasive language and some drug use.
1980	1	Rated PG thematic material and mild language.
1981	1	Rated R for strong violent content and language.
1982	1	Rated R for violence, language, some sexuality and nudity.
1983	1	Rated R for some sexuality and language.
1984	1	Rated PG-13 for thematic elements, a scene of sensuality and brief strong language.
1985	1	Rated R for sexual content and language.
1986	1	Rated R for language, some violence and sexuality.
1987	1	Rated R for sexual content and language.
1988	1	Rated R for a sex scene and brief language.
1989	1	Rated R for strong graphic sexuality/nudity, language and a scene of violence.
1990	1	Rated R for sexuality, language and some drug use.
1991	1	Rated R for strong erotic sequences, nudity and some violence.
1992	1	Rated R for drug use, language and brief nudity.
1993	1	Rated R for sexuality/nudity, violence and language.
1994	1	Rated R for language.
1995	1	Rated PG for mild rude humor and language.
1996	1	Rated R for strong crude sex scenes, strong violence and language.
1997	1	Rated R for sexuality and language.
1998	1	Rated PG for thematic material, language including some racial epithets, and violence.
1999	1	Rated PG-13 thematic elements, some disturbing images and language.
