movie	hollywood	title
1603	2	Martian Child	Martian Child (2007)
1604	2	Cashback	Cashback (2007)
1605	2	Rocket Science	Rocket Science (2007)
1606	2	Restraint	Restraint (2007)
1607	2	Randy and the Mob	Randy and the Mob (2007)
1608	2	Unstrung	Unstrung (2007)
1609	2	September Dawn	September Dawn (2007)
1610	2	The Goodtimeskid	The Goodtimeskid (2007)
1611	2	Blade of the Ripper	Blade of the Ripper (1971)
1612	2	The Last Rebel	The Last Rebel (1971)
1613	2	From Other Worlds	From Other Worlds (2007)
1614	2	Sleuth	Sleuth (2007)
1615	2	The Education of Charlie Banks	The Education of Charlie Banks (2007)
1616	2	The Hitcher	The Hitcher (2007)
1617	2	Bee Movie	Bee Movie (2007)
1618	2	3:10 to Yuma	3:10 to Yuma (2007)
1619	2	Hairspray	Hairspray (2007)
1620	2	The Power of the Game	The Power of the Game (2007)
1621	2	Charlie Wilson's War	Charlie Wilson's War (2007)
1622	2	Vacancy	Vacancy (2007)
1623	2	Amazing Grace	Amazing Grace (2007)
1624	2	Gone Baby Gone	Gone Baby Gone (2007)
1625	2	Trade	Trade (2007)
1626	2	Watching the Detectives	Watching the Detectives (2007)
1627	2	Are We Done Yet?	Are We Done Yet? (2007)
1628	2	No Reservations	No Reservations (2007)
1629	2	Youth Without Youth	Youth Without Youth (2007)
1630	2	The Flock	The Flock (2007)
1631	2	Awake	Awake (2007)
1632	2	Love in the Time of Cholera	Love in the Time of Cholera (2007)
1633	2	Wieners	Wieners (2007)
1634	2	Arctic Tale	Arctic Tale (2007)
1635	2	Flakes	Flakes (2007)
1636	2	South of Pico	South of Pico (2007)
1637	2	Saawariya	Saawariya (2007)
1638	2	The 11th Hour	The 11th Hour (2007)
1639	2	Wild Tigers I Have Known	Wild Tigers I Have Known (2007)
1640	2	An Unreasonable Man	An Unreasonable Man (2007)
1641	2	Reno 911!: Miami	Reno 911!: Miami (2007)
1642	2	Primeval	Primeval (2007)
1643	2	The Insurgents	The Insurgents (2007)
1644	2	Aliens vs. Predator: Requiem	Aliens vs. Predator: Requiem (2007)
1645	2	I Think I Love My Wife	I Think I Love My Wife (2007)
1646	2	Shadow Company	Shadow Company (2007)
1647	2	Alone with Her	Alone with Her (2007)
1648	2	Havoc 2: Normal Adolescent Behavior	Havoc 2: Normal Adolescent Behavior (2007)
1649	2	Talk to Me	Talk to Me (2007)
1650	2	Close To Home	Close To Home (2007)
1651	2	You Kill Me	You Kill Me (2007)
1652	2	The Bothersome Man	The Bothersome Man (2007)
1653	2	When the Road Bends: Tales of a Gypsy Caravan	When the Road Bends: Tales of a Gypsy Caravan (2007)
1654	2	Looking for Cheyenne	Looking for Cheyenne (2007)
1655	2	Les Formidables	Les Formidables (2007)
1656	2	28 Weeks Later	28 Weeks Later (2007)
1657	2	P2	P2 (2007)
1658	2	The Hills Have Eyes 2	The Hills Have Eyes 2 (2007)
1659	2	The Girl in the Park	The Girl in the Park (2007)
1660	2	Dirty Sanchez: The Movie	Dirty Sanchez: The Movie (2007)
1661	2	Blackout	Blackout (2007)
1662	2	12:08 East of Bucharest	12:08 East of Bucharest (2007)
1663	2	Lions for Lambs	Lions for Lambs (2007)
1664	2	Premium	Premium (2007)
1665	2	In the Pit	In the Pit (2007)
1666	2	Joshua	Joshua (2007)
1667	2	The Nines	The Nines (2007)
1668	2	Bad Boys of Summer	Bad Boys of Summer (2007)
1669	2	The Signal	The Signal (2007)
1670	2	Year of the Fish	Year of the Fish (2007)
1671	2	It Is Fine! Everything Is Fine.	It Is Fine! Everything Is Fine. (2007)
1672	2	Naked Boys Singing!	Naked Boys Singing! (2007)
1673	2	Guru	Guru (2007)
1674	2	Introducing the Dwights	Introducing the Dwights (2007)
1675	2	No End in Sight	No End in Sight (2007)
1676	2	Unborn in the USA: Inside the War on Abortion	Unborn in the USA: Inside the War on Abortion (2007)
1677	2	The Catch	The Catch (1961)
1678	2	Snoopy, Come Home	Snoopy, Come Home (1972)
1679	2	Tintin et le Lac aux Requins	Tintin et le Lac aux Requins (1972)
1680	2	Les Charlots Font l'Espagne	Les Charlots Font l'Espagne (1972)
1681	2	Requiem für einen Jungraulichen Koenig	Requiem für einen Jungraulichen Koenig (1972)
1682	2	Then She Found Me	Then She Found Me (2008)
1683	2	Surfwise: The Amazing True Odyssey of the Paskowitz Family	Surfwise: The Amazing True Odyssey of the Paskowitz Family (2008)
1684	2	Go Go Tales	Go Go Tales (2008)
1685	2	Inkheart	Inkheart (2008)
1686	2	Special	Special (2008)
1687	2	The Foot Fist Way	The Foot Fist Way (2008)
1688	2	Sex and Death 101	Sex and Death 101 (2008)
1689	2	The Genius Club	The Genius Club (2008)
1690	2	The Mysteries of Pittsburgh	The Mysteries of Pittsburgh (2008)
1691	2	Stuck	Stuck (2008)
1692	2	Body of Lies	Body of Lies (2008)
1693	2	Lake City	Lake City (2008)
1694	2	Garden Party	Garden Party (2008)
1695	2	Zidane: A 21st Century Portrait	Zidane: A 21st Century Portrait (2008)
1696	2	The Life Before Her Eyes	The Life Before Her Eyes (2008)
1697	2	Asylum	Asylum (2008)
1698	2	Ace Ventura Jr.: Pet Detective	Ace Ventura Jr.: Pet Detective (2008)
1699	2	The Favor	The Favor (2008)
1700	2	Everybody Wants to Be Italian	Everybody Wants to Be Italian (2008)
1701	2	Changeling	Changeling (2008)
1702	2	Liberty Kid	Liberty Kid (2008)
1703	2	Kit Kittredge: An American Girl	Kit Kittredge: An American Girl (2008)
1704	2	Tinker Bell	Tinker Bell (2008)
1705	2	Smart People	Smart People (2008)
1706	2	College	College (2008)
1707	2	Love Lies Bleeding	Love Lies Bleeding (2008)
1708	2	Battle for Haditha	Battle for Haditha (2008)
1709	2	Bonneville	Bonneville (2008)
1710	2	Times and Winds	Times and Winds (2008)
1711	2	The Unknown Woman	The Unknown Woman (2008)
1712	2	Kiss the Bride	Kiss the Bride (2008)
1713	2	Just Buried	Just Buried (2008)
1714	2	Shelter	Shelter (2008)
1715	2	Sangre de Mi Sangre	Sangre de Mi Sangre (2008)
1716	2	Unsettled	Unsettled (2008)
1717	2	Wonders Are Many: The Making of Doctor Atomic	Wonders Are Many: The Making of Doctor Atomic (2008)
1718	2	Standard Operating Procedure	Standard Operating Procedure (2008)
1719	2	The Guitar	The Guitar (2008)
1720	2	The Children of Huang Shi	The Children of Huang Shi (2008)
1721	2	I.O.U.S.A.	I.O.U.S.A. (2008)
1722	2	Four Minutes	Four Minutes (2008)
1723	2	Frownland	Frownland (2008)
1724	2	Film Portrait	Film Portrait (1972)
1725	2	The Lucky Ones	The Lucky Ones (2008)
1726	2	Bedtime Stories	Bedtime Stories (2008)
1727	2	Planet B-Boy	Planet B-Boy (2008)
1728	2	The Orphanage	The Orphanage (2008)
1729	2	Chop Shop	Chop Shop (2008)
1730	2	How to Lose Friends and Alienate People	How to Lose Friends and Alienate People (2008)
1731	2	The Man From London	The Man From London (2008)
1732	2	Le Silence de la Mer	Le Silence de la Mer (2008)
1733	2	Back to Normandy	Back to Normandy (2008)
1734	2	The Edge of Heaven	The Edge of Heaven (2008)
1735	2	Asterix at the Olympic Games	Asterix at the Olympic Games (2008)
1736	2	Déficit	Déficit (2008)
1737	2	The Alphabet Killer	The Alphabet Killer (2008)
1738	2	CJ7	CJ7 (2008)
1739	2	Mother of Tears	Mother of Tears (2008)
1740	2	Flash Point	Flash Point (2008)
1741	2	Ezra	Ezra (2008)
1742	2	Noise	Noise (2008)
1743	2	Crossing Over	Crossing Over (2008)
1744	2	Les Femmes de l'ombre	Les Femmes de l'ombre (2008)
1745	2	Appaloosa	Appaloosa (2008)
1746	2	Lost in Beijing	Lost in Beijing (2008)
1747	2	Caramel	Caramel (2008)
1748	2	Surfer, Dude	Surfer, Dude (2008)
1749	2	Iska's Journey	Iska's Journey (2008)
1750	2	Vivere	Vivere (2008)
1751	2	We Are Together	We Are Together (2008)
1752	2	Tunnel Rats	Tunnel Rats (2008)
1753	2	Alexandra	Alexandra (2008)
1754	2	Boarding Gate	Boarding Gate (2008)
1755	2	Water Lilies	Water Lilies (2008)
1756	2	Before I Forget	Before I Forget (2008)
1757	2	Maddalena	Maddalena (1972)
1758	2	Doomsday Voyage	Doomsday Voyage (1972)
1759	2	To Find a Man	To Find a Man (1972)
1760	2	What's Up, Doc?	What's Up, Doc? (1972)
1761	2	Sitting Target	Sitting Target (1972)
1762	2	Flight of the Red Balloon	Flight of the Red Balloon (2008)
1763	2	In Search of a Midnight Kiss	In Search of a Midnight Kiss (2008)
1764	2	The Memory Thief	The Memory Thief (2008)
1765	2	The Cool School	The Cool School (2008)
1766	2	Dorothy Mills	Dorothy Mills (2008)
1767	2	The Adventures of Food Boy	The Adventures of Food Boy (2008)
1768	2	Blindness	Blindness (2008)
1769	2	Insanitarium	Insanitarium (2008)
1770	2	Cadillac Records	Cadillac Records (2008)
1771	2	Un Secret	Un Secret (2008)
1772	2	Righteous Kill	Righteous Kill (2008)
1773	2	Poultrygeist: Night of the Chicken Dead	Poultrygeist: Night of the Chicken Dead (2008)
1774	2	Salt of This Sea	Salt of This Sea (2008)
1775	2	The Princess of Nebraska	The Princess of Nebraska (2008)
1776	2	Operation Filmmaker	Operation Filmmaker (2008)
1777	2	Rockin' Meera	Rockin' Meera (2009)
1778	2	New York, I Love You	New York, I Love You (2009)
1779	2	Brief Interviews With Hideous Men	Brief Interviews With Hideous Men (2009)
1780	2	Bliss	Bliss (2009)
1781	2	The Broken	The Broken (2009)
1782	2	Rudo y Cursi	Rudo y Cursi (2009)
1783	2	Crips and Bloods: Made in America	Crips and Bloods: Made in America (2009)
1784	2	Blind Date	Blind Date (2009)
1785	2	Thirst	Thirst (2009)
1786	2	Earth	Earth (2009)
1787	2	The Messenger	The Messenger (2009)
1788	2	We Pedal Uphill: Stories From the States	We Pedal Uphill: Stories From the States (2009)
1789	2	Coup Pour Coup	Coup Pour Coup (1972)
1790	2	The Headless Woman	The Headless Woman (2009)
1791	2	Looking for Palladin	Looking for Palladin (2009)
1792	2	Appelsinpiken	Appelsinpiken (2009)
1793	2	Antichrist	Antichrist (2009)
1794	2	Days of Darkness	Days of Darkness (2009)
1795	2	Owl and the Sparrow	Owl and the Sparrow (2009)
1796	2	Revanche	Revanche (2009)
1797	2	The Canyon	The Canyon (2009)
1798	2	The Other Man	The Other Man (2009)
1799	2	Quiet Chaos	Quiet Chaos (2009)
1800	2	The Baader Meinhof Complex	The Baader Meinhof Complex (2009)
1801	2	Up	Up (2009)
1802	2	Sveti Georgije ubiva azdahu	Sveti Georgije ubiva azdahu (2009)
1803	2	Il Divo	Il Divo (2009)
1804	2	Shadows	Shadows (2009)
1805	2	Disney's A Christmas Carol	Disney's A Christmas Carol (2009)
1806	2	Death in Love	Death in Love (2009)
1807	2	Adoration	Adoration (2009)
1808	2	American Swing	American Swing (2009)
1809	2	Alien Trespass	Alien Trespass (2009)
1810	2	Keurosing	Keurosing (2009)
1811	2	Medicine for Melancholy	Medicine for Melancholy (2009)
1812	2	Against the Current	Against the Current (2009)
1813	2	Free Style	Free Style (2009)
1814	2	Black Dynamite	Black Dynamite (2009)
1815	2	Crank High Voltage	Crank High Voltage (2009)
1816	2	Homecoming	Homecoming (2009)
1817	2	Fix	Fix (2009)
1818	2	Gomorrah	Gomorrah (2009)
1819	2	Somers Town	Somers Town (2009)
1820	2	District 9	District 9 (2009)
1821	2	The Beaches of Agnès	The Beaches of Agnès (2009)
1822	2	The Song of Sparrows	The Song of Sparrows (2009)
1823	2	The Kreutzer Sonata	The Kreutzer Sonata (2009)
1824	2	Paris	Paris (2009)
1825	2	Ricky	Ricky (2009)
1826	2	The Window	The Window (2009)
1827	2	Frogs	Frogs (1972)
1828	2	The Final Comedown	The Final Comedown (1972)
1829	2	Jennifer's Body	Jennifer's Body (2009)
1830	2	Paul Blart: Mall Cop	Paul Blart: Mall Cop (2009)
1831	2	A Perfect Getaway	A Perfect Getaway (2009)
1832	2	Away We Go	Away We Go (2009)
1833	2	Service	Service (2009)
1834	2	I skuggan av varmen	I skuggan av varmen (2009)
1835	2	Tony Manero	Tony Manero (2009)
1836	2	Amelia	Amelia (2009)
1837	2	Oh My God	Oh My God (2009)
1838	2	Lies and Illusions	Lies and Illusions (2009)
1839	2	Pontypool	Pontypool (2009)
1840	2	Gotta Dance	Gotta Dance (2009)
1841	2	Four Seasons Lodge	Four Seasons Lodge (2009)
1842	2	The Hangover	The Hangover (2009)
1843	2	Everlasting Moments	Everlasting Moments (2009)
1844	2	Eleven Minutes	Eleven Minutes (2009)
1845	2	Storm	Storm (2009)
1846	2	Stuntmen	Stuntmen (2009)
1847	2	The Girlfriend Experience	The Girlfriend Experience (2009)
1848	2	Shrink	Shrink (2009)
1849	2	Cherrybomb	Cherrybomb (2009)
1850	2	L' Autre	L' Autre (2009)
1851	2	Off Jackson Avenue	Off Jackson Avenue (2009)
1852	2	Examined Life	Examined Life (2009)
1853	2	Sorority Row	Sorority Row (2009)
1854	2	A Single Man	A Single Man (2009)
1855	2	13B	13B (2009)
1856	2	Unmistaken Child	Unmistaken Child (2009)
1857	2	My Dear Enemy	My Dear Enemy (2009)
1858	2	Until the Light Takes Us	Until the Light Takes Us (2009)
1859	2	Burma VJ: Reporting From a Closed Country	Burma VJ: Reporting From a Closed Country (2009)
1860	2	The End of the Line	The End of the Line (2009)
1861	2	Art & Copy	Art & Copy (2009)
1862	2	La Nana	La Nana (2009)
1863	2	The Groundstar Conspiracy	The Groundstar Conspiracy (1972)
1864	2	Winter Soldier	Winter Soldier (1972)
1865	2	The Weekend Murders	The Weekend Murders (1972)
1866	2	Images	Images (1972)
1867	2	The Loners	The Loners (1972)
1868	2	A Film With Me in It	A Film With Me in It (2010)
1869	2	Finding Bliss	Finding Bliss (2010)
1870	2	Princess Kaiulani	Princess Kaiulani (2010)
1871	2	La Mission	La Mission (2010)
1872	2	Happy Tears	Happy Tears (2010)
1873	2	Diary of a Wimpy Kid	Diary of a Wimpy Kid (2010)
1874	2	Gangster's Paradise: Jerusalema	Gangster's Paradise: Jerusalema (2010)
1875	2	I Am Love	I Am Love (2010)
1876	2	Highwater	Highwater (2010)
1877	2	The Good Guy	The Good Guy (2010)
1878	2	ZMD: Zombies of Mass Destruction	ZMD: Zombies of Mass Destruction (2010)
1879	2	From Paris With Love	From Paris With Love (2010)
1880	2	Red Riding: In the Year of Our Lord 1974	Red Riding: In the Year of Our Lord 1974 (2010)
1881	2	Reach for Me	Reach for Me (2010)
1882	2	Damage	Damage (2010)
1883	2	Despicable Me	Despicable Me (2010)
1884	2	Death at a Funeral	Death at a Funeral (2010)
1885	2	John Rabe	John Rabe (2010)
1886	2	Bluebeard	Bluebeard (2010)
1887	2	The Eclipse	The Eclipse (2010)
1888	2	Here and There	Here and There (2010)
1889	2	Samson & Delilah	Samson & Delilah (2010)
1890	2	Pyaar Impossible	Pyaar Impossible (2010)
1891	2	Waiting for Armageddon	Waiting for Armageddon (2010)
1892	2	Saigon Eclipse	Saigon Eclipse (2010)
1893	2	The Good, the Bad, the Weird	The Good, the Bad, the Weird (2010)
1894	2	Ca$h	Ca$h (2010)
1895	2	The Last New Yorker	The Last New Yorker (2010)
1896	2	Suburban Wives	Suburban Wives (1972)
1897	2	Fuzz	Fuzz (1972)
1898	2	Weed	Weed (1972)
1899	2	Que Hacer?	Que Hacer? (1972)
1900	2	You Will Meet a Tall Dark Stranger	You Will Meet a Tall Dark Stranger (2010)
1901	2	My Suicide	My Suicide (2010)
1902	2	Veer	Veer (2010)
1903	2	Breaking Upwards	Breaking Upwards (2010)
1904	2	Off and Running	Off and Running (2010)
1905	2	Nanny McPhee Returns	Nanny McPhee Returns (2010)
1906	2	Somewhere	Somewhere (2010)
1907	2	Machete	Machete (2010)
1908	2	Enter the Void	Enter the Void (2010)
1909	2	Vengeance	Vengeance (2010)
1910	2	Stone	Stone (2010)
1911	2	Convention	Convention (2010)
1912	2	Disco and Atomic War	Disco and Atomic War (2010)
1913	2	Harlan: In the Shadow of Jew Süss	Harlan: In the Shadow of Jew Süss (2010)
1914	2	Waking Sleeping Beauty	Waking Sleeping Beauty (2010)
1915	2	Boogie Woogie	Boogie Woogie (2010)
1916	2	Due Date	Due Date (2010)
1917	2	Saw 3D	Saw 3D (2010)
1918	2	Altiplano	Altiplano (2010)
1919	2	Valhalla Rising	Valhalla Rising (2010)
1920	2	Ajami	Ajami (2010)
1921	2	Faster	Faster (2010)
1922	2	Soul Kitchen	Soul Kitchen (2010)
1923	2	Pornography: A Thriller	Pornography: A Thriller (2010)
1924	2	The Black Waters of Echo's Pond	The Black Waters of Echo's Pond (2010)
1925	2	Breath Made Visible	Breath Made Visible (2010)
1926	2	Mademoiselle Chambon	Mademoiselle Chambon (2010)
1927	2	The Girl Who Kicked the Hornet's Nest	The Girl Who Kicked the Hornet's Nest (2010)
1928	2	Letters to God	Letters to God (2010)
1929	2	Shutterbug	Shutterbug (2010)
1930	2	Order of Chaos	Order of Chaos (2010)
1931	2	Daddy Longlegs	Daddy Longlegs (2010)
1932	2	8: The Mormon Proposition	8: The Mormon Proposition (2010)
1933	2	Buried	Buried (2010)
1934	2	happythankyoumoreplease	happythankyoumoreplease (2010)
1935	2	Restrepo	Restrepo (2010)
1936	2	Four Lions	Four Lions (2010)
1937	2	The Final	The Final (2010)
1938	2	The Lightkeepers	The Lightkeepers (2010)
1939	2	Unrivaled	Unrivaled (2010)
1940	2	The Reeds	The Reeds (2010)
1941	2	Mega Piranha	Mega Piranha (2010)
1942	2	Paranormal Activity 2	Paranormal Activity 2 (2010)
1943	2	Brotherhood	Brotherhood (2010)
1944	2	Behind the Burly Q	Behind the Burly Q (2010)
1945	2	The Kids Are All Right	The Kids Are All Right (2010)
1946	2	Born to Suffer	Born to Suffer (2010)
1947	2	Anton Chekhov's The Duel	Anton Chekhov's The Duel (2010)
1948	2	Lebanon, PA	Lebanon, PA (2010)
1949	2	Marwencol	Marwencol (2010)
1950	2	Legacy	Legacy (2010)
1951	2	11/4/08	11/4/08 (2010)
1952	2	Y'en aura pas de facile	Y'en aura pas de facile (2010)
1953	2	American Bandits: Frank and Jesse James	American Bandits: Frank and Jesse James (2010)
1954	2	Meskada	Meskada (2010)
1955	2	My Girlfriend's Boyfriend	My Girlfriend's Boyfriend (2010)
1956	2	Striker	Striker (2010)
1957	2	Heat	Heat (1972)
1958	2	The Dawns Here Are Quiet	The Dawns Here Are Quiet (1972)
1959	2	Daisy Miller	Daisy Miller (1973)
1960	2	The Train Robbers	The Train Robbers (1973)
1961	2	Soylent Green	Soylent Green (1973)
1962	2	A Warm December	A Warm December (1973)
1963	2	The Offence	The Offence (1973)
1964	2	The Harrad Experiment	The Harrad Experiment (1973)
1965	2	L'Invitation	L'Invitation (1973)
1966	2	Emperor of the North	Emperor of the North (1973)
1967	2	The Neptune Factor	The Neptune Factor (1973)
1968	2	The Friends of Eddie Coyle	The Friends of Eddie Coyle (1973)
1969	2	This is a Hijack	This is a Hijack (1973)
1970	2	White Lightning	White Lightning (1973)
1971	2	The Man Who Loved Cat Dancing	The Man Who Loved Cat Dancing (1973)
1972	2	Oklahoma Crude	Oklahoma Crude (1973)
1973	2	Shaft in Africa	Shaft in Africa (1973)
1974	2	Sssssss	Sssssss (1973)
1975	2	Badge 373	Badge 373 (1973)
1976	2	The Boy Who Cried Werewolf	The Boy Who Cried Werewolf (1973)
1977	2	Erotikus	Erotikus (1973)
1978	2	Lady Ice	Lady Ice (1973)
1979	2	The Wicker Man	The Wicker Man (1974)
1980	2	Ransom	Ransom (1974)
1981	2	L'Agression	L'Agression (1974)
1982	2	Saturday Night at the Baths	Saturday Night at the Baths (1974)
1983	2	Diamonds	Diamonds (1974)
1984	2	Der Lieberschuler	Der Lieberschuler (1974)
1985	2	Smile Orange	Smile Orange (1974)
1986	2	Butley	Butley (1974)
1987	2	How to Seduce a Woman	How to Seduce a Woman (1974)
1988	2	The Down-in-the-Hole Gang	The Down-in-the-Hole Gang (1974)
1989	2	Luther	Luther (1974)
1990	2	Herbie Rides Again	Herbie Rides Again (1974)
1991	2	Catch My Soul	Catch My Soul (1974)
1992	2	The Midnight Man	The Midnight Man (1974)
1993	2	The Beast Must Die	The Beast Must Die (1974)
1994	2	Paul and Michelle	Paul and Michelle (1974)
1995	2	Newman's Law	Newman's Law (1974)
1996	2	Two Men of Karamoja	Two Men of Karamoja (1974)
1997	2	Birds Do It, Bees Do It	Birds Do It, Bees Do It (1974)
1998	2	Thunderbolt and Lightfoot	Thunderbolt and Lightfoot (1974)
1999	2	Himiko	Himiko (1974)
