camera	compsource	model
0395	2	Nikon Coolpix S3000 12 Megapixel Compact Camera - 4.90 mm-19.60 mm - Plum 2.7" LCD - 4x Optical Zoom - 4000 x 3000 Image - 640 x 480 Video	Coolpix S3000 Compact Camera
0396	2	Nikon Coolpix S3000 12 Megapixel Compact Camera - 4.90 mm-19.60 mm - Black 2.7" LCD - 4x Optical Zoom - 4000 x 3000 Image - 640 x 480 Video	Coolpix S3000 Compact Camera
0397	2	Panasonic Lumix DMC-FH3 14.1 Megapixel Compact Camera - 5 mm-25 mm - Pink 2.7" LCD - 5x Optical Zoom - 4320 x 3240 Image - 1280 x 720 Video	Lumix DMC-FH3 Compact Camera
0398	2	Panasonic Lumix DMC-FH3 14.1 Megapixel Compact Camera - 5 mm-25 mm - Blue 2.7" LCD - 5x Optical Zoom - 4320 x 3240 Image - 1280 x 720 Video	Lumix DMC-FH3 Compact Camera
0399	2	Panasonic Lumix DMC-FH3 14.1 Megapixel Compact Camera - 5 mm-25 mm - Black 2.7" LCD - 5x Optical Zoom - 4320 x 3240 Image - 1280 x 720 Video	Lumix DMC-FH3 Compact Camera
0400	2	Panasonic Lumix DMC-FH3 14.1 Megapixel Compact Camera - 5 mm-25 mm - Silver 2.7" LCD - 5x Optical Zoom - 4320 x 3240 Image - 1280 x 720 Video	Lumix DMC-FH3 Compact Camera
0401	2	Panasonic Lumix DMC-FH3 14.1 Megapixel Compact Camera - 5 mm-25 mm - Red 2.7" LCD - 5x Optical Zoom - 4320 x 3240 Image - 1280 x 720 Video	Lumix DMC-FH3 Compact Camera
0402	2	Sony Cyber-shot DSC-W330 14.1 Megapixel Compact Camera - 4.70 mm-18.80 mm 3" LCD - 4x Optical Zoom - 4320 x 3240 Image - 640 x 480 Video - HDMI SONDSCW330	Cyber-shot DSC-W330 Compact Camera
0403	2	Kodak EasyShare M580 14 Megapixel Compact Camera - Blue 3" LCD - 8x Optical Zoom - 4288 x 3216 Image - 1280 x 720 Video	EasyShare M580 Compact Camera
0404	2	Canon PowerShot A3100 IS 12.1 Megapixel Compact Camera - 6.20 mm-24.80 mm - Silver 2.7" LCD - 4x Optical Zoom - 4000 x 3000 Image - 640 x 480 Video	PowerShot A3100 IS Compact Camera
0405	2	Kodak EasyShare M580 14 Megapixel Compact Camera - Pink 3" LCD - 8x Optical Zoom - 1280 x 720 Video - HDMI	EasyShare M580 Compact Camera
0406	2	General Imaging G5WP 12.2 Megapixel Compact Camera - 6.75 mm-27 mm - Raspberry Red 2.7" LCD - 4x Optical Zoom - 4000 x 3000 Image - 640 x 480 Video	G5WP Compact Camera
0407	2	General Imaging G5WP 12.2 Megapixel Compact Camera - 6.75 mm-27 mm - Graphite Gray 2.7" LCD - 4x Optical Zoom - 4000 x 3000 Image - 640 x 480 Video	G5WP Compact Camera
0408	2	General Imaging G5WP 12.2 Megapixel Compact Camera - 6.75 mm-27 mm - Ocean Blue 2.7" LCD - 4x Optical Zoom - 4000 x 3000 Image - 640 x 480 Video	G5WP Compact Camera
0409	2	GE Power E1486TW 14.1 Megapixel Compact Camera - 5.10 mm-40.80 mm - Black 3" Touchscreen LCD - 8x Optical Zoom - Optical (IS) Included - 4320 x 3240 Image - 1280 x 720 Video - QuickTime Motion JPEG - HDMI - PictBridge	Power E1486TW Compact Camera
0410	2	General Imaging E1486TW 14.1 Megapixel Compact Camera - 5.10 mm-40.80 mm - Red 3" Touchscreen LCD - 8x Optical Zoom - Optical (IS) Inc - QuickTime Motion JPEG - PictBridge	E1486TW Compact Camera
0411	2	Canon PowerShot A3100 IS 12.1 Megapixel Compact Camera - 6.20 mm-24.80 mm - Blue 2.7" LCD - 4x Optical Zoom - 4000 x 3000 Image - 640 x 480 Video	PowerShot A3100 IS Compact Camera
0412	2	Canon PowerShot A3100 IS 12.1 Megapixel Compact Camera - 6.20 mm-24.80 mm - Red 2.7" LCD - 4x Optical Zoom - 4000 x 3000 Image - 640 x 480 Video	PowerShot A3100 IS Compact Camera
0413	2	Fujifilm FinePix JZ300 12.1 Megapixel Compact Camera - 5 mm-50 mm - Silver 2.7" LCD - 10x Optical Zoom - 4000 x 3000 Image - 1280 x 720 Video	FinePix JZ300 Compact Camera
0414	2	Fujifilm FinePix XP10 12.2 Megapixel Compact Camera - 6.40 mm-32 mm - Silver 2.7" LCD - 5x Optical Zoom - 4000 x 3000 Image - 1280 x 720 Video	FinePix XP10 Compact Camera
0415	2	Fujifilm FinePix XP10 12.2 Megapixel Compact Camera - 6.40 mm-32 mm - Black 2.7" LCD - 5x Optical Zoom - 4000 x 3000 Image - 1280 x 720 Video	FinePix XP10 Compact Camera
0416	2	Fujifilm FinePix XP10 12.2 Megapixel Compact Camera - 6.40 mm-32 mm - Green 2.7" LCD - 5x Optical Zoom - 4000 x 3000 Image - 1280 x 720 Video	FinePix XP10 Compact Camera
0417	2	Fujifilm FinePix JZ300 12.1 Megapixel Compact Camera - 5 mm-50 mm - Black 2.7" LCD - 10x Optical Zoom - 4000 x 3000 Image - 1280 x 720 Video	FinePix JZ300 Compact Camera
0418	2	Casio Exilim EX-S200 14.1 Megapixel Compact Camera - 4.90 mm-19.60 mm - Blue 2.7" LCD - 4x Optical Zoom - Optical (IS) Included - 4320 x 3240 Image - 1280 x 720 Video - Motion JPEG (AVI) - PictBridge	Exilim EX-S200 Compact Camera
0419	2	Casio Exilim EX-S200 14.1 Megapixel Compact Camera - 4.90 mm-19.60 mm - Orange 2.7" LCD - 4x Optical Zoom - Optical (IS) Included - 4320 x 3240 Image - 1280 x 720 Video - Motion JPEG (AVI) - PictBridge	Exilim EX-S200 Compact Camera
0420	2	Casio Exilim EX-S200 14.1 Megapixel Compact Camera - 4.90 mm-19.60 mm - Black 2.7" LCD - 4x Optical Zoom - Optical (IS) Included - 4320 x 3240 Image - 1280 x 720 Video - Motion JPEG (AVI) - PictBridge	Exilim EX-S200 Compact Camera
0421	2	Casio Exilim EX-S200 14.1 Megapixel Compact Camera - 4.90 mm-19.60 mm - Silver 2.7" LCD - 4x Optical Zoom - Optical (IS) Included - 4320 x 3240 Image - 1280 x 720 Video - Motion JPEG (AVI) - PictBridge	Exilim EX-S200 Compact Camera
0422	2	Samsung Digimax S600 Point & Shoot Digital Camera - Black - 5x Digital Zoom - 2.4" Active Matrix TFT Color LCD	Digimax S600 Compact Camera
0423	2	Samsung Digimax S600 Point & Shoot Digital Camera - Silver - 5x Digital Zoom - 2.4" Active Matrix TFT Color LCD	Digimax S600 Compact Camera
0424	2	Nikon Coolpix S4000 12 Megapixel Compact Camera - 4.90 mm-19.60 mm - Red 3" Touchscreen LCD - 4x Optical Zoom - 4000 x 3000 Image	Coolpix S4000 Compact Camera
0425	2	Casio Exilim EX-Z2000 14.1 Megapixel Compact Camera - 4.30 mm-23.50 mm - Black 3" LCD - 5x Optical Zoom - 4320 x 3240 Image - 1280 x 720 Video	Exilim EX-Z2000 Compact Camera
0426	2	Casio Exilim EX-Z2000 14.1 Megapixel Compact Camera - 4.30 mm-23.50 mm - Silver 3" LCD - 5x Optical Zoom - 4320 x 3240 Image - 1280 x 720 Video	Exilim EX-Z2000 Compact Camera
0427	2	Casio Exilim EX-Z2000 14.1 Megapixel Compact Camera - 4.30 mm-23.50 mm - Pink 3" LCD - 5x Optical Zoom - 4320 x 3240 Image - 1280 x 720 Video	Exilim EX-Z2000 Compact Camera
0428	2	Casio Exilim EX-Z2000 14.1 Megapixel Compact Camera - 4.30 mm-23.50 mm - Red 3" LCD - 5x Optical Zoom - 4320 x 3240 Image - 1280 x 720 Video	Exilim EX-Z2000 Compact Camera
0429	2	Casio Exilim EX-Z2000 14.1 Megapixel Compact Camera - 4.30 mm-23.50 mm - Violet 3" LCD - 5x Optical Zoom - 4320 x 3240 Image - 1280 x 720 Video	Exilim EX-Z2000 Compact Camera
