restaurant	frommers	address
1663	1	1 Main St, Camden, ME 04843
1664	1	35 Main St, Camden, ME
1665	1	5410 Seneca Point Rd, Canandaigua, NY
1666	1	263 N. Hemlock St, Cannon Beach, OR
1667	1	1116 S. Hemlock St, Cannon Beach, OR
1668	1	988 S. Hemlock St, Cannon Beach, OR
1669	1	1829 S Canal St, Carlsbad, NM
1670	1	437 S. Hwy. 101, Solana Beach, CA
1671	1	564 S. Coast Hwy. 101, Encinitas, CA
1672	1	7100 Four Seasons Point, Carlsbad, CA
1673	1	101 Crossroads Blvd, Carmel, CA 93923
1674	1	256 S. Center St, Casper, WY 82602
1675	1	33 Main St, Castine, ME
1676	1	15 Sea St, Castine, ME
1677	1	2449 US 84/64, Chama, NM
1678	1	610 W. Franklin St, Chapel Hill, NC
1679	1	423 W. Franklin St, Chapel Hill, NC
1680	1	408 W. Rosemary St, Chapel Hill, NC
1681	1	201 S. Estes Dr, Chapel Hill, NC
1682	1	630 Weaver Dairy Rd, Chapel Hill, NC
1683	1	211 Pittsboro St, Chapel Hill, NC
1684	1	82 Queen St, Charleston, SC 29401
1685	1	70 State St, Charleston, SC 29401
1686	1	460 King St, Charleston, SC
1687	1	10 Exchange St, Charleston, SC
1688	1	224 King St, Charleston, SC 29401
1689	1	442 King St, Charleston, SC
1690	1	225 E. Bay St, Charleston, SC
1691	1	1717 U.S. 17, Mount Pleasant, SC
1692	1	199 E. Bay St, Charleston, SC 29401
1693	1	215 Meeting St, Charleston, SC 29401
1694	1	185 E. Bay St, Charleston, SC 29401
1695	1	2 Unity Alley, Charleston, SC 29401
1696	1	112 N. Market St, Charleston, SC 29431
1697	1	182 E. Bay St, Charleston, SC
1698	1	4808 Highway 17 N, Awendaw, SC
1699	1	549 E. Bay St, Charleston, SC 29403
1700	1	803 Coleman Blvd, Mount Pleasant, SC
1701	1	1221a The Plaza, Charlotte, NC
1702	1	6902 Phillips Place, Charlotte, NC
1703	1	520 E. Main St, Charlottesville, VA
1704	1	200 W. Water St, Charlottesville, VA
1705	1	595 Main St, Chatham, MA 02633
1706	1	484 Main St, Chatham, MA
1707	1	487 Main St, Chatham, MA
1708	1	746 Main St, Chatham, MA 02633
1709	1	907 Main St, Chatham, MA
1710	1	483 Main St, Chatham, MA
1711	1	34 Hwy. 441, Cherokee, NC 28719
1712	1	605 Second St, Chesapeake City, MD
1713	1	236 Cannon St, Chestertown, MD 21620
1714	1	20786 Rock Hall Ave, Chestertown, MD
1715	1	700 Little Bear Rd, Cheyenne, WY 82001
1716	1	1401-A W. Lincolnway, Cheyenne, WY 82001
1717	1	1610 N. Wells St, Chicago, IL 60614
1718	1	1723 N. Halsted St, Chicago, IL
1719	1	4156 N. Kedzie, Chicago, IL 60612
1720	1	339 N. Dearborn St, Chicago, IL 60610
1721	1	1437 N. Wells St, Chicago, IL 60610
1722	1	619 W. Randolph St, Chicago, IL 60661
1723	1	1729 N. Halsted St, Chicago, IL
1724	1	59 W. Hubbard St, Chicago, IL 60610
1725	1	739 N. LaSalle St, Chicago, IL 60610
1726	1	702 W. Fulton St, Chicago, IL
1727	1	612 N. Wells St, Chicago, IL 60610
1728	1	580 E. Illinois St, Chicago, IL
1729	1	465 E. Illinois St, Chicago, IL
1730	1	1576 N. Milwaukee Ave, Chicago, IL
1731	1	1028 N. Rush St, Chicago, IL 60611
1732	1	3535 N. Clark St, Chicago, IL 60614
1733	1	33 W. Kinzie St, Chicago, IL 60610
1734	1	1747 N. Damen Ave, Chicago, IL
1735	1	2845 N. Clark St, Chicago, IL 60657
1736	1	111 N. Carpenter St, Chicago, IL 60607
1737	1	2020 W. Division St, Chicago, IL 60622
1738	1	2300 N. Lincoln Park West, Chicago, IL 60614
1739	1	666 N. Orleans St, Chicago, IL 60610
1740	1	325 W. Huron St, Chicago, IL 60610
1741	1	500 N. Clark St, Chicago, IL
1742	1	900 N. Michigan Ave., 6th floor, Chicago, IL
1743	1	620 N. State St, Chicago, IL
1744	1	29 E. Ohio St, Chicago, IL 60611
1745	1	2264 N. Lincoln Ave, Chicago, IL 60614
1746	1	820 W. Randolph St, Chicago, IL
1747	1	65 E. Adams St, Chicago, IL 60603
1748	1	22 W. Hubbard St, Chicago, IL
1749	1	1314 W. Wrightwood Ave, Chicago, IL 60614
1750	1	1700 N. Damen Ave, Chicago, IL
1751	1	980 N. Michigan Ave, Chicago, IL 60611
1752	1	17 W. Adams St, Chicago, IL
1753	1	24 S. Michigan Ave, Chicago, IL
1754	1	676 N. St. Clair St, Chicago, IL 60611
1755	1	6 W. Hubbard St, Chicago, IL 60610
1756	1	868 N. Franklin St, Chicago, IL 60610
1757	1	1400 W. Randolph St, Chicago, IL 60607
1758	1	413 Vine St, Cincinnati, OH
1759	1	1400 W. 6th St, Cleveland, OH
1760	1	12113 Mayfield Rd, Cleveland, OH 44106
1761	1	13225 Shaker Sq, Cleveland, OH
1762	1	9801 Carnegie Ave, Cleveland, OH
1763	1	500 W. St. Clair Ave, Cleveland, OH
1764	1	118 N. Atlantic Ave, Cocoa Beach, FL 32931
1765	1	1420 Sheridan Ave, Cody, WY
1766	1	1367 Sheridan Ave, Cody, WY
1767	1	934 Manitou Ave, Manitou Springs, CO 80829
1768	1	3625 W. Colorado Ave, Colorado Springs, CO 80904
1769	1	1025 Manitou Ave, Manitou Springs, CO 80829
1770	1	10 S. Sierra Madre St, Colorado Springs, CO 80903
1771	1	4605 Centennial Blvd, Colorado Springs, CO 80919
1772	1	2432 W. Colorado Ave, Colorado Springs, CO 80904
1773	1	2 E. Pikes Peak Ave, Colorado Springs, CO 80903
1774	1	15 S. Tejon St, Colorado Springs, CO 80903
1775	1	1645 S. Tejon St, Colorado Springs, CO 80906
1776	1	25 W. Cimarron St, Colorado Springs, CO 80903
1777	1	721 Saluda Ave, Columbia, SC
1778	1	401 S Main St, Columbia, SC
1779	1	2001-A Greene St, Columbia, SC
1780	1	2030 Devine St, Columbia, SC
1781	1	152 Commonwealth Ave, Concord, MA 01742
1782	1	159 First New Hampshire Tpk, Northwood, NH 03301
1783	1	149 Main St, Cooperstown, NY
1784	1	124 Main St, Cooperstown, NY
1785	1	507 First St, Cordova, AK
1786	1	4201 S.P.I.D, Corpus Christi, TX
1787	1	309 N. Water St, Corpus Christi, TX
1788	1	100 W. Main St, Cortez, CO
1789	1	1115 SE Third St, Corvallis, OR
1790	1	2155 Sparta Rd. SE, Crawfordville, GA 30631
1791	1	1400 US 101, Crescent City, CA
1792	1	525 Red Lady St, Crested Butte, CO 81224
1793	1	11 Bowery St, Frostburg, MD 21532
1794	1	4537 Cole, Dallas, TX 75205
1795	1	1901 Abrams Pkwy, Dallas, TX
1796	1	3301 McKinney Ave, Dallas, TX
1797	1	2121 McKinney Ave, Dallas, TX
1798	1	2936a Elm St, Dallas, TX
1799	1	6600 Snider Plaza, Dallas, TX 75205
1800	1	2202 Inwood Rd, Dallas, TX 75235
1801	1	3699 McKinney Ave, Dallas, TX
1802	1	1321 Commerce St, Dallas, TX 75202
1803	1	4894 Front St, Daytona Beach, FL 32127
1804	1	123 W. Granada Blvd, Ormand Beach, FL 32117
1805	1	218 S. Beach St, Daytona Beach, FL 32114
1806	1	220 Magnolia Ave, Daytona Beach, FL
1807	1	11966 El Camino Real, Del Mar, CA
1808	1	200 E. Pine, Deming, NM
1809	1	228 E. Motel Dr, Lordsburg, NM
1810	1	36 Hope Lane, Dennis Village, MA
1811	1	8 Upper County Rd, Dennisport, MA
1812	1	411 Main St./Rte. 28, Dennisport, MA
1813	1	189 Lower County Rd, Dennisport, MA 02639
1814	1	3 Chase Ave, Dennisport, MA G1K 3V8
1815	1	1635 Glenarm St, Denver, CO
1816	1	1000 Osage St, Denver, CO 80204
1817	1	2413 W 32nd Ave, Denver, CO
1818	1	2524 N Federal Blvd, Denver, CO
1819	1	112 E 8th Ave, Denver, CO
1820	1	1659 Wazee St, Denver, CO
1821	1	321 17th St, Denver, CO
1822	1	519 16th St, Denver, CO
1823	1	1700 Humboldt St, Denver, CO
1824	1	1487 S Pearl St, Denver, CO
1825	1	555 S Federal Blvd, Denver, CO
1826	1	19192 Colo 8, Morrison, CO
1827	1	1672 Lawrence St, Denver, CO
1828	1	1634 18th St, Denver, CO 80202
1829	1	1610 Little Raven St, Denver, CO
1830	1	279 NW U.S. 101, Depoe Bay, OR
1831	1	116 Hwy. 98 E, Destin, FL 32541
1832	1	3899 E. Scenic Highway 30A, Seagrove Beach, FL
1833	1	950 Gulf Shore Dr, Destin, FL 32541
1834	1	635 U.S. 98 E, Destin, FL 32541
1835	1	210D Hwy. 98 E, Destin, FL 32550
1836	1	20001 Emerald Coast Pkwy, Destin, FL
1837	1	538 U.S. 98 E, Destin, FL 32541
1838	1	46 Harbour Blvd, Destin, FL 32541
1839	1	1120B Santa Rosa Blvd, Fort Walton Beach, FL 32548
1840	1	70 Hotz Ave, Grayton Beach, FL
1841	1	1529 Broadway, Detroit, MI
1842	1	558 Monroe St, Detroit, MI
1843	1	400 Renaissance Center, Detroit, MI 48243
1844	1	6430 Farmington Rd, West Bloomfield, MI
1845	1	105 Park St, Wisdom, MT 59761
1846	1	26 S. Montana St, Dillon, MT 59725
1847	1	950 N. State St, Dover, DE
1848	1	140 S. State St, Dover, DE
1849	1	725 E. Second Ave, Durango, CO
1850	1	957 Main Ave, Durango, CO
1851	1	100 Main Ave, Durango, CO
1852	1	801 E. Second Ave, Durango, CO
1853	1	505 Main Ave, Durango, CO
1854	1	2514 University Dr, Durham, NC 27707
1855	1	11 N. 2nd St, Unalaska, AK 99685
1856	1	3580 Rte 6, Eastham, MA
1857	1	50 Brackett Rd, Eastham, MA
1858	1	4205 Rte 6, Eastham, MA
1859	1	4295 Rte 6, Eastham, MA
1860	1	701 E. Yandell Dr, El Paso, TX
1861	1	111 S. Pearl St, Ellensburg, WA
1862	1	310 W. Main St, Escalante, UT
1863	1	45 N. 400 West, Escalante, UT
1864	1	2608 S. Escondido Blvd, Escondido, CA
1865	1	603 Santa Cruz Rd, Santa Fe, NM
1866	1	80854 Territorial Rd, Eugene, Or
1867	1	296 E. Fifth Ave, Eugene, OR
1868	1	941 Pearl St, Eugene, OR
1869	1	9 Water St, Exeter, NH 03833
1870	1	412 5th Ave, Fairbanks, AK 99701
1871	1	69 College Rd, Fairbanks, AK 99701
1872	1	796 Chena Pump Rd, Fairbanks, AK 99709
1873	1	286 Grand Ave, Falmouth Heights, MA
1874	1	410 Rte. 28A, West Falmouth, MA 02540
1875	1	237 Main St, Falmouth, MA
1876	1	2 Luscombe Ave, Woods Hole, MA 02540
1877	1	170 Main St, Falmouth, MA
1878	1	452 Main St, Falmouth, MA 02540
1879	1	71 Water St, Woods Hole, MA
1880	1	88 Scranton Ave, Falmouth, MA
1881	1	263 Grand Ave, Falmouth Heights, MA 02540
1882	1	77 Water St, Woods Hole, MA 02540
1883	1	220 Scranton Ave, Falmouth, MA 02540
1884	1	116 S. Main St, Aztec, NM
1885	1	400 Ocean Ave, Ferndale, CA
1886	1	413 N. San Francisco St, Flagstaff, AZ
1887	1	126 W. Cottage Ave, Flagstaff, AZ 86001
1888	1	6 E. Route 66, Flagstaff, AZ
1889	1	19 E. Aspen St, Flagstaff, AZ 86001
1890	1	600 Three Eagle Lane, Ferndale, MT
1891	1	408 Bridge St, Bigfork, MT
1892	1	294 Laurel St, Florence, OR
1893	1	1498 Bay St, Florence, OR
1894	1	120 S. College Ave, Fort Collins, CO 80524
1895	1	5 Old Town Sq, Fort Collins, CO 80524
1896	1	330 S.R. 84, Fort Lauderdale, FL
1897	1	210 SW 2nd St, Fort Lauderdale, FL
1898	1	128 S. Federal Hwy, Dania Beach, FL
1899	1	4331 Ravenswood Rd, Fort Lauderdale, FL
1900	1	600 N. Surf Rd, Hollywood, FL
1901	1	600 N. Surf Rd, Hollywood, FL
1902	1	200 SW 2nd St, Fort Lauderdale, FL
1903	1	1410 E. Las Olas Blvd, Fort Lauderdale, FL
1904	1	601 N. Ft. Lauderdale Beach Blvd, Fort Lauderdale, FL
1905	1	3651 Evans Ave, Fort Myers, FL 33901
1906	1	7225 Estero Blvd, Fort Myers Beach, FL 33931
1907	1	812 Main St, Fort Worth, TX 76102
1908	1	215 E 4th St, Fort Worth, TX
1909	1	3405 W 7th St, Fort Worth, TX
1910	1	2406 N Main St, Fort Worth, TX 76106
1911	1	2900 Montgomery St, Fort Worth, TX 76107
1912	1	26 N. Market St, Frederick, MD 21701
1913	1	200 S. Seton Ave, Emmitsburg, MD 21727
1914	1	103 Frederick Rd, Thurmont, MD 21788
1915	1	6 N. East St, Frederick, MD 21701
1916	1	7701 Fitzgerald Rd, Thurmont, MD 21788
1917	1	101 N. Market St, Frederick, MD 21701
1918	1	24 S. Market St, Frederick, MD 21701
1919	1	36 Main St, Freeport, ME 04078
1920	1	115 Main St, Freeport, ME
1921	1	500 E. Main St, Front Royal, VA 22630
1922	1	1400 E. 66 Ave, Gallup, NM
1923	1	203 W. Coal Ave, Gallup, NM
1924	1	3901 Ave. O, Galveston, TX
1925	1	3610 Preemption Rd, Geneva, NY 14456
1926	1	801 Front St, Georgetown, SC 29440
1927	1	732 Front St, Georgetown, SC 29440
1928	1	2905 Harborview Dr, Gig Harbor, WA 98335
1929	1	1205 S. Douglas Hwy, Gillette, WY 82716
1930	1	5 Linblad St, Girdwood, AK
1931	1	729 Grand Ave, Glenwood Springs, CO
1932	1	715 Grand Ave, Glenwood Springs, CO
1933	1	702 Grand Ave, Glenwood Springs, CO
1934	1	919 Grand Ave, Glenwood Springs, CO
1935	1	3 Duncan St, Gloucester, MA
1936	1	289 Main St, Gloucester, MA 01930
1937	1	300 Commercial St, Nevada City, CA 95959
1938	1	31 Hwy. 49, Jackson, CA
1939	1	203 York St, Nevada City, CA
1940	1	302 W. Main St, Grass Valley, CA
1941	1	296 Martin Luther King Dr, Grand Coteau, LA
1942	1	401 Main St, Grand Junction, CO
1943	1	604 Marina Dr, Grand Lake, CO
1944	1	1300 Motel Dr, Milan, NM
1945	1	2315 Upper River Rd. Loop, Grants Pass, OR
1946	1	202 2nd Ave. S, Great Falls, MT
1947	1	819 Ninth St, Greeley, CO
1948	1	219 N. Main St, Greenville, SC 29601
1949	1	1 E. Coffee St, Greenville, SC 29601
1950	1	1 Augusta St, Greenville, SC 29601
1951	1	36601 Hwy 1, Gualala, CA
1952	1	185 Asylum St, Hartford, CT
1953	1	150 Trumbull St, Hartford, CT
1954	1	108 E. 6th Ave, Helena, MT
1955	1	106 Broadway, Helena, MT
1956	1	19 S. Last Chance Gulch, Helena, MT
1957	1	162 W. Pioneer Ave, Homer, AK
1958	1	1117 Prairie St, Houston, TX
1959	1	1103 S. Shepherd, Houston, TX 77019
1960	1	1728 Post Oak Blvd, Houston, TX
1961	1	1830 W. Alabama St, Houston, TX
1962	1	5109 Kirby Dr, Houston, TX 77098
1963	1	1602 Westheimer Rd, Houston, TX
1964	1	516 Westheimer Rd, Houston, TX
1965	1	2327 Post Oak Blvd, Houston, TX
1966	1	2001 Jefferson, Houston, TX 77003
1967	1	1018 Fairview St, Houston, TX 77006
1968	1	2111 Telephone Rd, Houston, TX 77023
1969	1	1658 Westheimer, Houston, TX 77006
1970	1	3711 Travis St, Houston, TX
1971	1	207 W. Gray, Houston, TX 77019
1972	1	4911 N. Pennsylvania, Indianapolis, IN
1973	1	415 N. Alabama, Indianapolis, IN
1974	1	5694 N. Meridian St, Indianapolis, IN
1975	1	888 Massachusetts Ave, Indianapolis, IN
1976	1	5164 N. College Ave, Indianapolis, IN
1977	1	116 N. Aurora St, Ithaca, NY
1978	1	635 W. State St, Ithica, NY
1979	1	7448 County Rd. 153, Ovid, NY
1980	1	2030 Gorge Rd, Trumansburg, NY
1981	1	645 S. Cache St, Jackson, WY
1982	1	200 W. Broadway, Jackson, WY 83001
1983	1	242 N. Glenwood, Jackson, WY 83001
1984	1	175 Center St, Jackson, WY 83001
1985	1	380 S. Broadway, Jackson, WY 83001
1986	1	84 E Broadway, Jackson, WY 83001
1987	1	160 N. Millward, Jackson, WY 83001
1988	1	55 N. Cache, Jackson, WY 83001
1989	1	40 Thorn Hill Rd, Jackson, NH 03846
1990	1	704 1st St. N, Jacksonville, FL
1991	1	1716 N. 3rd St, Jacksonville Beach, FL
1992	1	207 Atlantic Blvd, Atlantic Beach, FL 32233
1993	1	835 Museum Circle, Jacksonville, FL 32207
1994	1	175 E. California St, Jacksonville, OR
1995	1	17526 NM 4, Jemez Springs, NM 87025
1996	1	200 Hill St, Jerome, AZ 86331
1997	1	59811 Wallowa Lake Hwy, Joseph, OR
1998	1	60060 Wallowa Lake Hwy, Joseph, OR
1999	1	Ave. Ju&aacute;rez #643, Juarez
