restaurant	pickarestaurant	address
1065	2	&nbsp;501 Elm Street	&nbsp;Dallas, TX 75202
1066	2	&nbsp;14315 Midway	&nbsp;Dallas, TX 75244
1067	2	&nbsp;4311 Oak Lawn Avenue #100	&nbsp;Dallas, TX 75219
1068	2	&nbsp;3903 Lemmon Avenue	&nbsp;Dallas, TX 75219
1069	2	&nbsp;211 South Akard Street #110	&nbsp;Dallas, TX 75202
1070	2	&nbsp;14831 Midway Road	&nbsp;Dallas, TX 75244
1071	2	&nbsp;735 North Westmoreland Road	&nbsp;Dallas, TX 75211
1072	2	&nbsp;1445 Ross Avenue #500	&nbsp;Dallas, TX 75202
1073	2	&nbsp;3300 Gus Thomasson Road	&nbsp;Dallas, TX 75228
1074	2	&nbsp;10805 Elam Road #B	&nbsp;Dallas, TX 75217
1075	2	&nbsp;3515 West NW Hwy	&nbsp;Dallas, TX 75220
1076	2	&nbsp;115 West Illinois Avenue	&nbsp;Dallas, TX 75224
1077	2	&nbsp;1014 Preston Royal Plaza	&nbsp;Dallas, TX 75230
1078	2	&nbsp;1305 North Carroll Avenue	&nbsp;Dallas, TX 75204
1079	2	&nbsp;2404 Cedar Springs Road #500	&nbsp;Dallas, TX 75201
1080	2	&nbsp;2053 West NW Hwy	&nbsp;Dallas, TX 75220
1081	2	&nbsp;1133 North Zang Boulevard	&nbsp;Dallas, TX 75203
1082	2	&nbsp;9441 635 Lbj Freeway	&nbsp;Dallas, TX 75243
1083	2	&nbsp;10560 Newkirk Street	&nbsp;Dallas, TX 75220
1084	2	&nbsp;5960 West Parker	&nbsp;Dallas, TX 75093
1085	2	&nbsp;5118 West Lovers Lane	&nbsp;Dallas, TX 75209
1086	2	&nbsp;2847 North Henderson Avenue	&nbsp;Dallas, TX
1087	2	&nbsp;3206 South Oakland Avenue	&nbsp;Dallas, TX
1088	2	&nbsp;5519 East Grand	&nbsp;Dallas, TX 75223
1089	2	&nbsp;1893 West Mockingbird @ The Radisson	&nbsp;Dallas, TX 75235
1090	2	&nbsp;908 South Industrial Boulevard	&nbsp;Dallas, TX 75207
1091	2	&nbsp;2612 Main Street	&nbsp;Dallas, TX 75226
1092	2	&nbsp;200 West Austin Street	&nbsp;Dallas, TX
1093	2	&nbsp;17370 Preston Road #500	&nbsp;Dallas, TX 75252
1094	2	&nbsp;4330 Gannon Lane Suite	&nbsp;Dallas, TX 75237
1095	2	&nbsp;3906 West Camp Wisdom Road	&nbsp;Dallas, TX
1096	2	&nbsp;3620 West Davis Street	&nbsp;Dallas, TX 75311
1097	2	&nbsp;4043 Trinity Mills Road	&nbsp;Dallas, TX 75287
1098	2	&nbsp;9780 Walnut Street	&nbsp;Dallas, TX
1099	2	&nbsp;4832 East Grand Avenue	&nbsp;Dallas, TX 75223
1100	2	&nbsp;510 Spanish Village	&nbsp;Dallas, TX
1101	2	&nbsp;3333 West Davis Street	&nbsp;Dallas, TX 75211
1102	2	&nbsp;13535 Preston Road	&nbsp;Dallas, TX 75240
1103	2	&nbsp;450 South Merrifield Road	&nbsp;Dallas, TX 75211
1104	2	&nbsp;2253 South Buckner Boulevard	&nbsp;Dallas, TX 75227
1105	2	&nbsp;Dallas Fort Worth Airport	&nbsp;Dallas, TX 75261
1106	2	&nbsp;5500 Greenville Avenue	&nbsp;Dallas, TX 75206
1107	2	&nbsp;4223 West Illinois Avenue	&nbsp;Dallas, TX 75211
1108	2	&nbsp;9221 635 Lbj Freeway	&nbsp;Dallas, TX 75243
1109	2	&nbsp;11217 Garland Road	&nbsp;Dallas, TX 75218
1110	2	&nbsp;5001 L B J Freeway	&nbsp;Dallas, TX
1111	2	&nbsp;13020 Preston Road #300	&nbsp;Dallas, TX 75240
1112	2	&nbsp;2704 Elm Street	&nbsp;Dallas, TX 75226
1113	2	&nbsp;8008 Cedar Springs Road	&nbsp;Dallas, TX 75235
1114	2	&nbsp;5203 Harry Hines Boulevard	&nbsp;Dallas, TX 75235
1115	2	&nbsp;5201 Harry Hines Boulevard	&nbsp;Dallas, TX 75235
1116	2	&nbsp;13105 Montfort Drive	&nbsp;Dallas, TX 75240
1117	2	&nbsp;650 North Industrial Boulevard	&nbsp;Dallas, TX 75207
1118	2	&nbsp;2551 Gus Thomasson Road	&nbsp;Dallas, TX 75228
1119	2	&nbsp;1000 Commerce Street	&nbsp;Dallas, TX 75202
1120	2	&nbsp;5403 Ross Avenue	&nbsp;Dallas, TX 75206
1121	2	&nbsp;705 West Jefferson Boulevard	&nbsp;Dallas, TX 75208
1122	2	&nbsp;10945 Composite Drive	&nbsp;Dallas, TX 75220
1123	2	&nbsp;8333 South Lancaster Road	&nbsp;Dallas, TX 75241
1124	2	&nbsp;6340 Gaston Avenue	&nbsp;Dallas, TX 75214
1125	2	&nbsp;7659 Mccallum Boulevard	&nbsp;Dallas, TX 75252
1126	2	&nbsp;306 North Market Street	&nbsp;Dallas, TX 75202
1127	2	&nbsp;311 North Record Street	&nbsp;Dallas, TX 75202
1128	2	&nbsp;4815 South 2nd Avenue	&nbsp;Dallas, TX 75210
1129	2	&nbsp;6262 Cedar Springs Road	&nbsp;Dallas, TX 75235
1130	2	&nbsp;4805 Spring Avenue	&nbsp;Dallas, TX
1131	2	&nbsp;211 North Record Street #100	&nbsp;Dallas, TX 75202
1132	2	&nbsp;5945 Greenville Avenue	&nbsp;Dallas, TX 75206
1133	2	&nbsp;650 Regal Row	&nbsp;Dallas, TX 75247
1134	2	&nbsp;12655 North Central Expressway #123	&nbsp;Dallas, TX 75243
1135	2	&nbsp;3126 Grand Avenue	&nbsp;Dallas, TX 75215
1136	2	&nbsp;5930 Royal Lane	&nbsp;Dallas, TX 75230
1137	2	&nbsp;1925 San Jacinto Street	&nbsp;Dallas, TX
1138	2	&nbsp;146 Spring Creek Village	&nbsp;Dallas, TX 75248
1139	2	&nbsp;2930 Walnut Hill Lane	&nbsp;Dallas, TX 75229
1140	2	&nbsp;4110 Marshall Drive #B	&nbsp;Dallas, TX 75210
1141	2	&nbsp;3933 Main Street	&nbsp;Dallas, TX 75226
1142	2	&nbsp;6760 Abrams Road	&nbsp;Dallas, TX 75231
1143	2	&nbsp;3141 Irving Boulevard	&nbsp;Dallas, TX 75247
1144	2	&nbsp;11255 Garland Road Ste#800	&nbsp;Dallas, TX 75218
1145	2	&nbsp;400 Crescent Court	&nbsp;Dallas, TX 75201
1146	2	&nbsp;1201 Main Street	&nbsp;Dallas, TX 75202
1147	2	&nbsp;1925 Elm Street	&nbsp;Dallas, TX 75201
1148	2	&nbsp;5938 West NW Hwy	&nbsp;Dallas, TX 75225
1149	2	&nbsp;325 North Street Paul	&nbsp;Dallas, TX 75201
1150	2	&nbsp;1525 Commerce Street	&nbsp;Dallas, TX 75201
1151	2	&nbsp;2807 Elm Street	&nbsp;Dallas, TX 75226
1152	2	&nbsp;4401 Lemmon Avenue	&nbsp;Dallas, TX 75219
1153	2	&nbsp;290 East	&nbsp;Dallas, TX
1154	2	&nbsp;3606 South Polk Street	&nbsp;Dallas, TX 75224
1155	2	&nbsp;3308 Ross Avenue	&nbsp;Dallas, TX 75204
1156	2	&nbsp;108 North Fitzhugh Avenue	&nbsp;Dallas, TX 75246
1157	2	&nbsp;9780 Walnut Street #140	&nbsp;Dallas, TX 75243
1158	2	&nbsp;3917 West Camp Wisdom Road	&nbsp;Dallas, TX 75237
1159	2	&nbsp;10788 Harry Hines Boulevard	&nbsp;Dallas, TX 75220
1160	2	&nbsp;4055 Valley View Lane	&nbsp;Dallas, TX 75244
1161	2	&nbsp;9241 Skillman Street	&nbsp;Dallas, TX 75243
1162	2	&nbsp;2997 L B J Freeway	&nbsp;Dallas, TX
1163	2	&nbsp;4291 Belt Line Road	&nbsp;Dallas, TX 75244
1164	2	&nbsp;8989 Forest Lane	&nbsp;Dallas, TX 75243
1165	2	&nbsp;2114 Greenville Avenue	&nbsp;Dallas, TX 75206
1166	2	&nbsp;3316 Oak Lawn	&nbsp;Dalllas, TX 75219
1167	2	&nbsp;1003 North Beckley Avenue	&nbsp;De Soto, TX 75115
1168	2	&nbsp;106 South Cockrell Hill Road	&nbsp;De Soto, TX 75115
1169	2	&nbsp;825 West Wintergreen Road	&nbsp;De Soto, TX 75115
1170	2	&nbsp;2021 North Hampton Road	&nbsp;De Soto, TX 75115
1171	2	&nbsp;1101 North Beckley Avenue	&nbsp;De Soto, TX 75115
1172	2	&nbsp;450 Canary Lane	&nbsp;De Soto, TX 75115
1173	2	&nbsp;1304 East Pleasant Run Road	&nbsp;De Soto, TX 75115
1174	2	&nbsp;225 East Belt Line Road	&nbsp;De Soto, TX 75115
1175	2	&nbsp;1100 East Pleasant Run Road #120	&nbsp;De Soto, TX 75115
1176	2	&nbsp;915 North Beckley Road	&nbsp;De Soto, TX 75115
1177	2	&nbsp;1901 West Morton Street	&nbsp;Denison, TX
1178	2	&nbsp;1509 Malone (At University)	&nbsp;Denton, TX
1179	2	&nbsp;1615 North Hampton Road	&nbsp;Desoto, TX 75115
1180	2	&nbsp;2021 North Hampton	&nbsp;Desoto, TX
1181	2	&nbsp;419 East Moore	&nbsp;Dntwn Terrell, TX
1182	2	&nbsp;700 South Cockrell Hill Road	&nbsp;Duncanville, TX 75137
1183	2	&nbsp;114 North Cedar Ridge Drive	&nbsp;Duncanville, TX 75116
1184	2	&nbsp;338 East Camp Wisdom Road	&nbsp;Duncanville, TX 75116
1185	2	&nbsp;718 West Wheatland Road	&nbsp;Duncanville, TX 75116
1186	2	&nbsp;311 West Camp Wisdom Road	&nbsp;Duncanville, TX 75116
1187	2	&nbsp;810 Oriole Boulevard	&nbsp;Duncanville, TX 75116
1188	2	&nbsp;802 Astaire Avenue	&nbsp;Duncanville, TX 75137
1189	2	&nbsp;202 South Cedar Ridge Drive	&nbsp;Duncanville, TX 75116
1190	2	&nbsp;271 West Camp Wisdom Road	&nbsp;Duncanville, TX 75116
1191	2	&nbsp;704 North Main Street	&nbsp;Duncanville, TX 75116
1192	2	&nbsp;626 Oriole Boulevard	&nbsp;Duncanville, TX 75116
1193	2	&nbsp;810 South Cockrell Hill Road	&nbsp;Duncanville, TX 75137
1194	2	&nbsp;332 East Camp Wisdom Road	&nbsp;Duncanville, TX 75116
1195	2	&nbsp;107 South Cedar Ridge Drive	&nbsp;Duncanville, TX 75116
1196	2	&nbsp;311 East Camp Wisdom Road	&nbsp;Duncanville, TX 75116
1197	2	&nbsp;302 North Main Street	&nbsp;Duncanville, TX 75116
1198	2	&nbsp;126 West Camp Wisdom Road	&nbsp;Duncanville, TX 75116
1199	2	&nbsp;795 West Wheatland Road	&nbsp;Duncanville, TX 75116
1200	2	&nbsp;465 Scenic Ranch Circle	&nbsp;Fairview, TX 75069
1201	2	&nbsp;13920 Josey Lane	&nbsp;Farmers Branch, TX 75234
1202	2	&nbsp;12895 Josey Lane	&nbsp;Farmers Branch, TX 75234
1203	2	&nbsp;11824 Webb Chapel Road	&nbsp;Farmers Branch, TX 75234
1204	2	&nbsp;3617 Forest Lane	&nbsp;Farmers Branch, TX 75234
1205	2	&nbsp;13901 Midway Road	&nbsp;Farmers Branch, TX 75224
1206	2	&nbsp;14328 Marsh Lane	&nbsp;Farmers Branch, TX 75234
1207	2	&nbsp;14724 Webb Chapel Road	&nbsp;Farmers Branch, TX 75234
1208	2	&nbsp;12895 Josey Lane	&nbsp;Farmers Branch, TX 75234
1209	2	&nbsp;13901 Midway Road	&nbsp;Farmers Branch, TX 75244
1210	2	&nbsp;3068 Forest Lane	&nbsp;Farmers Branch, TX 75234
1211	2	&nbsp;3404 Belt Line Road	&nbsp;Farmers Branch, TX 75234
1212	2	&nbsp;2905 Forest Lane	&nbsp;Farmers Branch, TX 75234
1213	2	&nbsp;2711 635 Lbj Freeway	&nbsp;Farmers Branch, TX 75234
1214	2	&nbsp;15050 Marsh Lane	&nbsp;Farmers Branch, TX 75234
1215	2	&nbsp;2919 Forest Lane	&nbsp;Farmers Branch, TX 75234
1216	2	&nbsp;232 Farmers Branch Center	&nbsp;Farmers Branch, TX 75234
1217	2	&nbsp;3633 Forest Lane	&nbsp;Farmers Branch, TX 75234
1218	2	&nbsp;3030 635 Lbj Freeway	&nbsp;Farmers Branch, TX 75234
1219	2	&nbsp;14050 Harry Hines Boulevard	&nbsp;Farmers Branch, TX 75234
1220	2	&nbsp;2899 Valley View Lane	&nbsp;Farmers Branch, TX 75234
1221	2	&nbsp;12895 Josey Lane #219	&nbsp;Farmers Branch, TX 75234
1222	2	&nbsp;11488 Luna Road	&nbsp;Farmers Branch, TX 75234
1223	2	&nbsp;14248 Marsh Lane	&nbsp;Farmers Branch, TX 75234
1224	2	&nbsp;212 West 5th Street	&nbsp;Ferris, TX 75125
1225	2	&nbsp;23321 Cross Timbers	&nbsp;Flower Mound, TX 75028
1226	2	&nbsp;2541 Flower Mound Road	&nbsp;Flower Mound, TX 75028
1227	2	&nbsp;2041 Justin Road	&nbsp;Flower Mound, TX 75028
1228	2	&nbsp;2701 Cross Timbers Road	&nbsp;Flower Mound, TX 75028
1229	2	&nbsp;2709 Cross Timbers R	&nbsp;Flower Mound, TX 75028
1230	2	&nbsp;6251 Long Prairie Road	&nbsp;Flower Mound, TX 75028
1231	2	&nbsp;2111 Justin Road	&nbsp;Flower Mound, TX 75028
1232	2	&nbsp;4000 West Windsor Drive	&nbsp;Flower Mound, TX 75028
1233	2	&nbsp;2300 Cross Timbers Road	&nbsp;Flower Mound, TX 75028
1234	2	&nbsp;2221 Cross Timbers Road #129	&nbsp;Flower Mound, TX 75028
1235	2	&nbsp;2704 Cross Timbers Road	&nbsp;Flower Mound, TX 75028
1236	2	&nbsp;2221 Cross Timbers Road	&nbsp;Flower Mound, TX 75028
1237	2	&nbsp;1913 Justin Road #121	&nbsp;Flower Mound, TX 75028
1238	2	&nbsp;3431 West 7th Street	&nbsp;Fort Worth, TX
1239	2	&nbsp;6975 Main Street	&nbsp;Frisco, TX 75034
1240	2	&nbsp;9382 State Hwy 121	&nbsp;Frisco, TX 75035
1241	2	&nbsp;2930 Parkwood	&nbsp;Frisco, TX
1242	2	&nbsp;7874 Camellia Lane	&nbsp;Frisco, TX 75034
1243	2	&nbsp;9101 Preston Road	&nbsp;Frisco, TX 75034
1244	2	&nbsp;8961 Preston Road	&nbsp;Frisco, TX 75034
1245	2	&nbsp;8650 State Hwy 121	&nbsp;Frisco, TX 75034
1246	2	&nbsp;2390 Parkwood Boulevard	&nbsp;Frisco, TX 75034
1247	2	&nbsp;8600 Gaylord Parkway	&nbsp;Frisco, TX 75034
1248	2	&nbsp;8992 Preston Road #103	&nbsp;Frisco, TX 75034
1249	2	&nbsp;2601 Preston Road	&nbsp;Frisco, TX 75034
1250	2	&nbsp;2930 Preston Road	&nbsp;Frisco, TX 75034
1251	2	&nbsp;3520 Preston Road	&nbsp;Frisco, TX 75034
1252	2	&nbsp;3231 Preston Road	&nbsp;Frisco, TX 75034
1253	2	&nbsp;2750 Preston Road	&nbsp;Frisco, TX 75034
1254	2	&nbsp;8980 Preston Road	&nbsp;Frisco, TX 75034
1255	2	&nbsp;7185 Main Street	&nbsp;Frisco, TX 75034
1256	2	&nbsp;7151 Preston Road #312C	&nbsp;Frisco, TX 75034
1257	2	&nbsp;2601 Preston Road	&nbsp;Frisco, TX 75034
1258	2	&nbsp;3110 Preston Road	&nbsp;Frisco, TX 75034
1259	2	&nbsp;3401 Preston Road #D1	&nbsp;Frisco, TX
1260	2	&nbsp;3311 Preston Road #5	&nbsp;Frisco, TX 75034
1261	2	&nbsp;8961 Preston Road	&nbsp;Frisco, TX 75034
1262	2	&nbsp;7560 Preston Road	&nbsp;Frisco, TX 75034
1263	2	&nbsp;2601 Preston #1236	&nbsp;Frisco, TX
1264	2	&nbsp;8600 Gaylord Parkway	&nbsp;Frisco, TX 75034
1265	2	&nbsp;3300 Champioship Parkway	&nbsp;Ft. Worth, TX
1266	2	&nbsp;3112 North Jupiter Road	&nbsp;Garland, TX 75044
1267	2	&nbsp;3046 Lavon Drive	&nbsp;Garland, TX 75040
1268	2	&nbsp;1480 West Buckingham Road	&nbsp;Garland, TX 75042
1269	2	&nbsp;3322 Broadway Boulevard	&nbsp;Garland, TX 75043
1270	2	&nbsp;4413 West Walnut	&nbsp;Garland, TX
1271	2	&nbsp;1529 Plaza Drive #172	&nbsp;Garland, TX 75041
1272	2	&nbsp;1311 Plaza Drive	&nbsp;Garland, TX 75041
1273	2	&nbsp;3575 West Walnut Street	&nbsp;Garland, TX 75042
1274	2	&nbsp;3465 West Walnut Street	&nbsp;Garland, TX 75042
1275	2	&nbsp;5970 Broadway Boulevard	&nbsp;Garland, TX 75043
1276	2	&nbsp;4122 Broadway Boulevard	&nbsp;Garland, TX 75043
1277	2	&nbsp;1918 East Miller Road	&nbsp;Garland, TX 75041
1278	2	&nbsp;1250 NW Hwy	&nbsp;Garland, TX 75041
1279	2	&nbsp;2414 South Jupiter Road	&nbsp;Garland, TX 75041
1280	2	&nbsp;113 North 6th Street	&nbsp;Garland, TX 75040
1281	2	&nbsp;1901 NW Hwy	&nbsp;Garland, TX 75041
1282	2	&nbsp;2645 Arapaho Road	&nbsp;Garland, TX 75044
1283	2	&nbsp;565 West Oates Road	&nbsp;Garland, TX 75043
1284	2	&nbsp;4125 Broadway Boulevard	&nbsp;Garland, TX 75043
1285	2	&nbsp;5724 Broadway Boulevard	&nbsp;Garland, TX 75043
1286	2	&nbsp;1919 South Shiloh Road	&nbsp;Garland, TX 75042
1287	2	&nbsp;Audubon Village Shopping Center	&nbsp;Garland, TX 75043
1288	2	&nbsp;999 West Centerville Road	&nbsp;Garland, TX 75041
1289	2	&nbsp;4750 North Jupiter Road	&nbsp;Garland, TX 75044
1290	2	&nbsp;620 West Main Street	&nbsp;Garland, TX 75040
1291	2	&nbsp;107 North 1st Street	&nbsp;Garland, TX 75040
1292	2	&nbsp;4425 West Walnut Street	&nbsp;Garland, TX 75042
1293	2	&nbsp;1570 South 1st Street	&nbsp;Garland, TX 75040
1294	2	&nbsp;1310 West Centerville Road	&nbsp;Garland, TX 75041
1295	2	&nbsp;2376 Lavon Drive	&nbsp;Garland, TX 75040
1296	2	&nbsp;4119 Forest Lane	&nbsp;Garland, TX 75042
1297	2	&nbsp;1446 Castle Drive	&nbsp;Garland, TX 75040
1298	2	&nbsp;4018 Broadway Boulevard	&nbsp;Garland, TX 75043
1299	2	&nbsp;2118 Eastgate Drive	&nbsp;Garland, TX 75041
1300	2	&nbsp;240 East Avenue B	&nbsp;Garland, TX 75040
1301	2	&nbsp;614 Main Street	&nbsp;Garland, TX 75040
1302	2	&nbsp;1902 NW Hwy	&nbsp;Garland, TX 75041
1303	2	&nbsp;409 North Country Club Road	&nbsp;Garland, TX 75040
1304	2	&nbsp;4802 Kelso	&nbsp;Garland, TX 75043
1305	2	&nbsp;1030 Creekwood Drive	&nbsp;Garland, TX 75044
1306	2	&nbsp;3121 West Park Boulevard	&nbsp;Garland, TX 75040
1307	2	&nbsp;3555 Wanda Street	&nbsp;Garland, TX 75042
1308	2	&nbsp;2515 Forest Lane	&nbsp;Garland, TX 75042
1309	2	&nbsp;1841 North Jupiter Road	&nbsp;Garland, TX 75042
1310	2	&nbsp;522 North Plano Road	&nbsp;Garland, TX 75042
1311	2	&nbsp;I-30 At Belt Line	&nbsp;Garland, TX 75040
1312	2	&nbsp;5602 Broadway Boulevard	&nbsp;Garland, TX 75043
1313	2	&nbsp;106 South 1st Street	&nbsp;Garland, TX 75040
1314	2	&nbsp;3246 West Walnut	&nbsp;Garland, TX
1315	2	&nbsp;4750 North Jupiter Road	&nbsp;Garland, TX 75044
1316	2	&nbsp;1721 Belt Line Road	&nbsp;Garland, TX 75044
1317	2	&nbsp;457 West I-30	&nbsp;Garland, TX 75043
1318	2	&nbsp;5150 Duck Creek Drive	&nbsp;Garland, TX 75043
1319	2	&nbsp;1430 West Kingsley Road	&nbsp;Garland, TX 75041
1320	2	&nbsp;12733 635 Lbj Freeway	&nbsp;Garland, TX 75041
1321	2	&nbsp;1795 NW Hwy	&nbsp;Garland, TX 75041
1322	2	&nbsp;3160 Saturn Road #212	&nbsp;Garland, TX 75041
1323	2	&nbsp;2301 West Walnut Street	&nbsp;Garland, TX 75042
1324	2	&nbsp;2520 West Walnut Street	&nbsp;Garland, TX 75042
1325	2	&nbsp;1815 NW Hwy	&nbsp;Garland, TX 75041
1326	2	&nbsp;550 West I-30	&nbsp;Garland, TX 75043
1327	2	&nbsp;909 West Centerville Road	&nbsp;Garland, TX 75041
1328	2	&nbsp;5621 Broadway Boulevard	&nbsp;Garland, TX 75043
1329	2	&nbsp;3545 West Walnut Street	&nbsp;Garland, TX 75042
1330	2	&nbsp;1313 West Centerville Road	&nbsp;Garland, TX 75041
1331	2	&nbsp;1382 Belt Line Road	&nbsp;Garland, TX 75040
1332	2	&nbsp;3561 Broadway Boulevard	&nbsp;Garland, TX 75043
1333	2	&nbsp;7602 Jupiter Road	&nbsp;Garland, TX 75044
1334	2	&nbsp;2321 West Walnut Street	&nbsp;Garland, TX 75042
1335	2	&nbsp;3601 Forest Lane	&nbsp;Garland, TX 75042
1336	2	&nbsp;1456 Belt Line Road	&nbsp;Garland, TX 75044
1337	2	&nbsp;1444 Castle Drive	&nbsp;Garland, TX 75040
1338	2	&nbsp;1251 NW Hwy	&nbsp;Garland, TX 75041
1339	2	&nbsp;501 Ford Street	&nbsp;Garland, TX 75040
1340	2	&nbsp;1456 Belt Line Road No.120	&nbsp;Garland, TX 75044
1341	2	&nbsp;525 East Oates Road	&nbsp;Garland, TX 75043
1342	2	&nbsp;3112 North Jupiter Road	&nbsp;Garland, TX 75044
1343	2	&nbsp;3112 North Jupiter Road	&nbsp;Garland, TX 75044
1344	2	&nbsp;5010 North Jupiter Road	&nbsp;Garland, TX 75044
1345	2	&nbsp;1117 Wycliff Drive	&nbsp;Garland, TX 75040
1346	2	&nbsp;1440 East NW Hwy	&nbsp;Garland, TX 75041
1347	2	&nbsp;PO Box 2189	&nbsp;Glen Rose, TX
1348	2	&nbsp;1106 NE Big Bend Trail	&nbsp;Glen Rose, TX
1349	2	&nbsp;1903 East Hwy 377	&nbsp;Granbury, TX
1350	2	&nbsp;3824 South Carrier Parkway	&nbsp;Grand Prairie, TX 75052
1351	2	&nbsp;1933 East Main Street	&nbsp;Grand Prairie, TX 75050
1352	2	&nbsp;2045 North Hwy 360	&nbsp;Grand Prairie, TX 75050
1353	2	&nbsp;925 North Belt Line Road	&nbsp;Grand Prairie, TX 75050
1354	2	&nbsp;2155 South Great SW Parkway	&nbsp;Grand Prairie, TX 75051
1355	2	&nbsp;2536 West Interstate 20	&nbsp;Grand Prairie, TX 75052
1356	2	&nbsp;3009 South Carrier Parkway	&nbsp;Grand Prairie, TX 75052
1357	2	&nbsp;1915 West Tarrant Road	&nbsp;Grand Prairie, TX 75050
1358	2	&nbsp;2905 Arkansas Lane	&nbsp;Grand Prairie, TX 75052
1359	2	&nbsp;553 West Hwy 303	&nbsp;Grand Prairie, TX 75051
1360	2	&nbsp;4136 Carrier Pkwy., #510	&nbsp;Grand Prairie, TX 75052
1361	2	&nbsp;3201 East Jefferson Street	&nbsp;Grand Prairie, TX 75051
1362	2	&nbsp;3502 South Carrier Parkway #E	&nbsp;Grand Prairie, TX 75052
1363	2	&nbsp;104 NE 19th Street #A	&nbsp;Grand Prairie, TX 75050
1364	2	&nbsp;1030 Tamara Lane	&nbsp;Grand Prairie, TX 75051
1365	2	&nbsp;2009 Avenue C	&nbsp;Grand Prairie, TX 75051
1366	2	&nbsp;1915 West Terrance Road	&nbsp;Grand Prairie, TX 75050
1367	2	&nbsp;3114 South Great SW Pkwy.	&nbsp;Grand Prairie, TX 75052
1368	2	&nbsp;925 East Main Street	&nbsp;Grand Prairie, TX 75050
1369	2	&nbsp;421 West Avenue #303	&nbsp;Grand Prairie, TX 75051
1370	2	&nbsp;325 East Main Street	&nbsp;Grand Prairie, TX 75050
1371	2	&nbsp;105 Clarice Street	&nbsp;Grand Prairie, TX 75051
1372	2	&nbsp;500 East Hwy 303	&nbsp;Grand Prairie, TX 75051
1373	2	&nbsp;918 North Belt Line Road	&nbsp;Grand Prairie, TX 75050
1374	2	&nbsp;900 West Freeway Street	&nbsp;Grand Prairie, TX 75051
1375	2	&nbsp;510 South Carrier Parkway	&nbsp;Grand Prairie, TX 75051
1376	2	&nbsp;2830 South Hwy 360	&nbsp;Grand Prairie, TX 75052
1377	2	&nbsp;2530 West Interstate 20	&nbsp;Grand Prairie, TX 75052
1378	2	&nbsp;3950 South Carrier Parkway	&nbsp;Grand Prairie, TX 75052
1379	2	&nbsp;540 South Carrier Parkway #700	&nbsp;Grand Prairie, TX 75051
1380	2	&nbsp;2600 Fountain Parkway	&nbsp;Grand Prairie, TX 75050
1381	2	&nbsp;906 West Marshall Drive	&nbsp;Grand Prairie, TX 75051
1382	2	&nbsp;214 West Pioneer	&nbsp;Grand Prairie, TX 75051
1383	2	&nbsp;3333 Dan Morton Drive	&nbsp;Grand Prairie, TX 75051
1384	2	&nbsp;730 West Main Street	&nbsp;Grand Prairie, TX 75050
1385	2	&nbsp;412 Westchase Drive	&nbsp;Grand Prairie, TX 75052
1386	2	&nbsp;2469 Dalworth Street	&nbsp;Grand Prairie, TX 75050
1387	2	&nbsp;1199 North Great SW Parkway	&nbsp;Grand Prairie, TX 75050
1388	2	&nbsp;425 East Main Street	&nbsp;Grand Prairie, TX 75050
1389	2	&nbsp;1702 Small Street	&nbsp;Grand Prairie, TX 75050
1390	2	&nbsp;915 North Belt Line Road	&nbsp;Grand Prairie, TX 75050
1391	2	&nbsp;3758 South Carrier Parkway #100	&nbsp;Grand Prairie, TX 75052
1392	2	&nbsp;2480 West Hwy 303	&nbsp;Grand Prairie, TX 75051
1393	2	&nbsp;1406 NW 19th Street	&nbsp;Grand Prairie, TX 75050
1394	2	&nbsp;2129 SW 3rd Street	&nbsp;Grand Prairie, TX 75051
1395	2	&nbsp;2045 North Hwy 360	&nbsp;Grand Prairie, TX 75050
1396	2	&nbsp;910 West Marshall Drive	&nbsp;Grand Prairie, TX 75051
1397	2	&nbsp;2005 Meadow Court	&nbsp;Grand Prairie, TX 75050
1398	2	&nbsp;4146 South Carrier Parkway	&nbsp;Grand Prairie, TX 75052
1399	2	&nbsp;1106 North Hwy 360	&nbsp;Grand Prairie, TX 75050
1400	2	&nbsp;680 West Hwy 303	&nbsp;Grand Prairie, TX 75051
1401	2	&nbsp;1517 West North Carrier Parkway	&nbsp;Grand Prairie, TX 75050
1402	2	&nbsp;417 South Belt Line Road	&nbsp;Grand Prairie, TX 75051
1403	2	&nbsp;308 Westchase Drive	&nbsp;Grand Prairie, TX 75052
1404	2	&nbsp;501 West Pioneer Parkway	&nbsp;Grand Prairie, TX 75051
1405	2	&nbsp;617 West Marshall Drive	&nbsp;Grand Prairie, TX 75051
1406	2	&nbsp;1030 North Carrier Parkway	&nbsp;Grand Prairie, TX 75050
1407	2	&nbsp;2602 Mayfield Road	&nbsp;Grand Prairie, TX 75052
1408	2	&nbsp;3007 South Carrier Parkway	&nbsp;Grand Prairie, TX 75052
1409	2	&nbsp;3502 S.Carrier Parkway	&nbsp;Grand Prairie, TX 75052
1410	2	&nbsp;2417 East Jefferson Street	&nbsp;Grand Prairie, TX 75051
1411	2	&nbsp;1046 North Carrier Parkway	&nbsp;Grand Prairie, TX 75050
1412	2	&nbsp;2559 South Great SW Parkway	&nbsp;Grand Prairie, TX 75052
1413	2	&nbsp;301 West Hwy 303	&nbsp;Grand Prairie, TX 75051
1414	2	&nbsp;4004 FM 1382 Road	&nbsp;Grand Prairie, TX 75052
1415	2	&nbsp;2510 South Belt Line Road Suite 104	&nbsp;Grand Prairie, TX 75052
