book	barnesandnoble	publisher
1931	1	Publisher: Penguin Group (USA) Incorporated
1932	1	Publisher: Knopf Doubleday Publishing Group
1933	1	Publisher: HarperCollins Publishers
1934	1	Publisher: Knopf Doubleday Publishing Group
1935	1	Publisher: Penguin Group (USA) Incorporated
1936	1	Publisher: Icke, David Books
1937	1	Publisher: Workman Publishing Company, Inc.
1938	1	Publisher: HarperCollins Publishers
1939	1	Publisher: Barnes & Noble
1940	1	Publisher: Grand Central Publishing
1941	1	Publisher: Simon & Schuster Adult Publishing Group
1942	1	Publisher: Da Capo Press
1943	1	Publisher: Crown Publishing Group
1944	1	Publisher: Cleis Press
1945	1	Publisher: Simon & Schuster Adult Publishing Group
1946	1	Publisher: Psych Products Press
1947	1	Publisher: Beast Books
1948	1	Publisher: Little, Brown & Company
1949	1	Publisher: Penguin Group (USA) Incorporated
1950	1	Publisher: Random House Children's Books
1951	1	Publisher: Simon & Schuster Adult Publishing Group
1952	1	Publisher: HarperCollins Publishers
1953	1	Publisher: McGraw-Hill Companies, The
1954	1	Publisher: Scholastic, Inc.
1955	1	Publisher: Little, Brown & Company
1956	1	Publisher: Grand Central Publishing
1957	1	Publisher: Innovative Kids
1958	1	Publisher: St. Martin's Minotaur
1959	1	Publisher: Taschen America, LLC
1960	1	Publisher: Wiley, John & Sons, Incorporated
1961	1	Publisher: Sandy Creek
1962	1	Publisher: HarperCollins Publishers
1963	1	Publisher: St. Martin's Press
1964	1	Publisher: Penguin Group (USA)
1965	1	Publisher: Gallup Press
1966	1	Publisher: Scholastic, Inc.
1967	1	Publisher: Simon & Schuster Children's Publishing
1968	1	Publisher: Simon & Schuster Adult Publishing Group
1969	1	Publisher: Simon & Schuster Children's Publishing
1970	1	Publisher: Houghton Mifflin Harcourt
1971	1	Publisher: St. Martin's Press
1972	1	Publisher: Simon & Schuster Adult Publishing Group
1973	1	Publisher: Random House Children's Books
1974	1	Publisher: Scholastic, Inc.
1975	1	Publisher: Wiley, John & Sons, Incorporated
1976	1	Publisher: Random House Publishing Group
1977	1	Publisher: Random House Children's Books
1978	1	Publisher: Simon & Schuster Children's Publishing
1979	1	Publisher: Abrams, Harry N., Inc.
1980	1	Publisher: New Academy Publishing
1981	1	Publisher: Microsoft Press
1982	1	Publisher: New Century Publishers
1983	1	Publisher: Norton, W. W. & Company, Inc.
1984	1	Publisher: St. Martin's Press
1985	1	Publisher: Elsevier Health Sciences
1986	1	Publisher: Penguin Group (USA) Incorporated
1987	1	Publisher: Harvest House Publishers
1988	1	Publisher: Charlesbridge Pub Inc
1989	1	Publisher: Random House Children's Books
1990	1	Publisher: Games Workshop
1991	1	Publisher: Simon & Schuster Children's Publishing
1992	1	Publisher: HarperCollins Publishers
1993	1	Publisher: Random House Publishing Group
1994	1	Publisher: Random House Children's Books
1995	1	Publisher: Random House Children's Books
1996	1	Publisher: American Psychological Association
1997	1	Publisher: Devil's Due Publishing
1998	1	Publisher: Doherty, Tom Associates, LLC
1999	1	Publisher: Penguin Group (USA) Incorporated
