book	bookdepository	title
1943	1	The White Queen
1944	1	The White Queen
1945	1	Life of Pi
1946	1	Beware of Girls
1947	1	The Good Stranger
1948	1	Makeup Makeovers: Weddings - Stunning Looks for the Entire Bridal Party
1949	1	An Enquiry Concerning Human Understanding
1950	1	Meditations on First Philosophy
1951	1	2nd Revised edition of &quot;Dialogues Concerning Natural Religion WITH Of the Immortality of the Soul AND Of Suicide&quot;: with "Of the Immortality of the Soul, "Of Suicide", "Of Miracles"
1952	1	The Souls of Black Folk
1953	1	Critique of Practical Reason
1954	1	Philosophy of Right
1955	1	Poetics
1956	1	The Passion of the Western Mind: Understanding the Ideas That Have Shaped Our World View
1957	1	Horus Rising
1958	1	Facehunter
1959	1	Women
1960	1	Elric Swords and Roses
1961	1	Williams Ted : Stone of Farewell
1962	1	Spring-heeled Jack
1963	1	Once Upon a Time in the North
1964	1	The Ghost Brigades
1965	1	The Homecoming
1966	1	Psychoanalysis and the Unconscious and Fantasia of the Unconscious
1967	1	Howards End
1968	1	Women in Love
1969	1	The Rainbow, The
1970	1	The Complete Sherlock Holmes: v.2
1971	1	32 Stories
1972	1	Switzerland
1973	1	Las Vegas Encounter
1974	1	Vancouver
1975	1	England
1976	1	Barcelona
1977	1	Rome Encounter
1978	1	Make the Most of Your Time on Earth: A Rough Guide to the World
1979	1	Work Your Way Around the World: A Fresh and Fully Up-to-date Guide for the Modern Working Traveller
1980	1	Not Norman: A Goldfish Story
1981	1	Tramping in New Zealand
1982	1	Lonely Planet Discover New Zealand
1983	1	Romania
1984	1	Thailand
1985	1	Der Prophet. CD: Die Liebe besitz nicht, noch will sie Besitz sein, denn die Liebe ist der Liebe genug
1986	1	Der Prophet
1987	1	The Prophet
1988	1	La Metamorfosis: Informe Para una Academia
1989	1	La Celestina
1990	1	Sonnets from the Portuguese
1991	1	The Walking Dead: Made to Suffer v. 8
1992	1	Yummi 'Gurumi: Over 60 Gourmet Crochet Treats to Make
1993	1	The Body Fat Solution: 5 Principles for Burning Fat, Building Lean Muscles, Ending Emotional Eating, and Maintaining Your Perfect Weight
1994	1	Maximum Strength: Get Your Strongest Body in 16 Weeks with the Ultimate Weight-training Program
1995	1	Automatic Wealth II: The Millionaire Maker - Including:The Master Key System,The Habit Of Saving,Steps To Success:Think Yourself Rich,I Dare You!
1996	1	How to Attract Money, Revised Edition
1997	1	Stitch 'n Bitch Handbook: Instructions, Patterns, and Advice for a New Generation of Knitters
1998	1	Beaded Allure: Beadweaving Patterns for 25 Romantic Projects
1999	1	Resistance
