book	amazon	publication_date
1648	1	Penguin Classics; Revised edition (September 28, 2004)
1649	1	Penguin Classics (March 25, 1982)
1650	1	Cambridge University Press (October 3, 2005)
1651	1	Malor Books (September 2003)
1652	1	W. W. Norton & Company; Revised Edition edition (January 26, 2009)
1653	1	Cambridge University Press (September 17, 2001)
1654	1	McGraw-Hill; 1 edition (July 1, 1993)
1655	1	Simon & Schuster (September 15, 1995)
1656	1	Delta; First Thus edition (October 13, 1998)
1657	1	Simon & Schuster (November 12, 1997)
1658	1	McGraw-Hill Professional; 1 edition (April 30, 1999)
1659	1	Grand Central Publishing (September 1, 2007)
1660	1	Vision (August 1, 2005)
1661	1	Hachette Audio; Abridged edition (April 1, 2009)
1662	1	Simon & Schuster (July 13, 2010)
1663	1	Thorndike Press (June 2, 2006)
1664	1	Multnomah Books (December 29, 2009)
1665	1	Multnomah Books (September 11, 2007)
1666	1	Expatriate Press Limited (August 25, 2006)
1667	1	Touchstone (1967)
1668	1	Hackett Pub Co (June 1, 1979)
1669	1	Cambridge University Press; 1 edition (June 24, 2002)
1670	1	Wiley-Blackwell; 2 edition (February 11, 2005)
1671	1	Naxos Audiobooks; Abridged edition (August 22, 1995)
1672	1	Cliffs Notes (June 5, 2000)
1673	1	Viking Adult; 1ST edition (November 1, 1996)
1674	1	The Johns Hopkins University Press (September 1, 1990)
1675	1	Hackett Pub Co (June 1, 1997)
1676	1	The Johns Hopkins University Press (August 1, 1986)
1677	1	Delta (August 1, 1992)
1678	1	Broadway; 1 edition (August 1, 2006)
1679	1	Ekklesia Press (April 2, 2010)
1680	1	BarnaBooks (January 1, 2008)
1681	1	Thomas Nelson (June 1, 2010)
1682	1	Adams Media (August 9, 2006)
1683	1	Harper Paperbacks (December 2, 2003)
1684	1	Ballantine Books (June 25, 2002)
1685	1	Harper Perennial Modern Classics; Reprint, 2007 edition (March 5, 2002)
1686	1	Penguin (Non-Classics); Later Printing edition (January 25, 2005)
1687	1	St. Martin's Press; First Edition, First Printing edition (February 5, 2008)
1688	1	Brilliance Audio on CD Unabridged; Unabridged edition (February 5, 2008)
1689	1	Recorded Books, LLC (March 3, 2009)
1690	1	Washington Square Press (December 2, 2008)
1691	1	Grand Central Publishing (May 29, 2009)
1692	1	Tor Fantasy (June 27, 2006)
1693	1	Grand Central Publishing (May 1, 2008)
1694	1	Grand Central Publishing; 1 edition (June 14, 2010)
1695	1	TV Books (1990)
1696	1	Grand Central Publishing; First Thus edition (November 2, 1988)
1697	1	William Morrow; 1 edition (May 25, 2010)
1698	1	Brilliance Audio (June 2010)
1699	1	Berkley Trade (April 7, 2009)
1700	1	Grand Central Publishing; 1 edition (January 6, 2010)
1701	1	Dell (October 30, 2007)
1702	1	Routledge; New edition edition (October 17, 2005)
1703	1	Dial Press Trade Paperback (March 4, 2003)
1704	1	Dial Press Trade Paperback (April 25, 2006)
1705	1	Little, Brown and Company (January 6, 2005)
1706	1	Citadel (April 1, 2006)
1707	1	Gallery; Original edition (May 12, 2009)
1708	1	Sawtooth Publishing (November 7, 2008)
1709	1	St. Martin's Press; 1st edition (November 3, 2001)
1710	1	Berkley Trade (January 6, 2004)
1711	1	Dover Publications (January 26, 1999)
1712	1	Penguin (Non-Classics) (September 5, 2000)
1713	1	Jove; 1 edition (June 5, 2000)
1714	1	Sandlapper Pub Co; 2nd edition (September 1, 2003)
1715	1	The Modern Library (January 1, 1991)
1716	1	Blackstone Audio, Inc.; Unabridged edition (January 1, 2009)
1717	1	Minotaur Books (April 3, 2007)
1718	1	Blackstone Audiobooks (May 2010)
1719	1	Harper Paperbacks; Reprint edition (April 28, 2009)
1720	1	Jove; First Thus edition (September 24, 2002)
1721	1	Mariner Books; Reprint edition (September 9, 2009)
1722	1	Mariner Books; Reprint edition (September 1, 2008)
1723	1	Primal Body-Primal Mind Publishing (February 17, 2009)
1724	1	Bantam (November 1, 1983)
1725	1	Jove (October 15, 1986)
1726	1	Signet (February 2, 1988)
1727	1	Large Print Distribution (September 5, 2006)
1728	1	Penguin (Non-Classics) (February 2, 1988)
1729	1	Delacorte Press (May 16, 2006)
1730	1	Search Press (April 1, 2010)
1731	1	Ulysses Press (June 1, 2010)
1732	1	Hyperion Book CH (January 18, 2010)
1733	1	Little, Brown Books for Young Readers; Reprint edition (September 15, 2009)
1734	1	Grand Central Publishing (April 7, 2007)
1735	1	Yen Press (January 27, 2009)
1736	1	Open University Press (November 1991)
1737	1	ReadHowYouWant.com (January 1, 2007)
1738	1	Gallup Press (April 1, 2009)
1739	1	Psychology Press; 2 edition (December 1, 1999)
1740	1	Da Capo Press; Tenth Edition edition (November 14, 2000)
1741	1	Frederick Pub; 2 edition (May 2000)
1742	1	New Millennium Audio (2003)
1743	1	Alpha (February 3, 2004)
1744	1	Vintage (March 11, 2008)
1745	1	Penguin (Non-Classics) (March 25, 2003)
1746	1	Delacorte Press; 1ST edition (November 6, 2001)
1747	1	Linden Publishing (November 1, 2003)
1748	1	HarperFestival; 1 edition (April 27, 2010)
1749	1	HarperFestival; 1 edition (April 27, 2010)
1750	1	Umbriel; Spanish edition (October 5, 2006)
1751	1	Wordsworth Editions Ltd (January 15, 2010)
1752	1	Oxford University Press, USA; Later Printing edition (March 15, 2001)
1753	1	Penguin Classics; 6th edition (June 1, 1993)
1754	1	Wordsworth Editions Ltd (September 1, 1997)
1755	1	Grand Central Publishing; 10 Anv edition (November 15, 1995)
1756	1	Corwin Press (May 30, 2003)
1757	1	Pocket Books; 1st edition (October 1, 2001)
1758	1	McGraw-Hill; 1 edition (October 19, 2009)
1759	1	Random House Audio; Abridged edition (August 7, 2001)
1760	1	Bantam; First Edition edition (February 2, 1999)
1761	1	Echo Library (June 20, 2006)
1762	1	Wildside Press (September 29, 2003)
1763	1	The Dial Press (September 21, 2010)
1764	1	Delta (May 9, 2000)
1765	1	Red Deer Press (February 1, 1998)
1766	1	Severn House Publishers; 1 edition (July 1, 1999)
1767	1	Bantam Classics (June 1, 1983)
1768	1	Ace; Ace Mass-market Ed edition (July 29, 2008)
1769	1	Ace Hardcover; 1ST edition (February 3, 2009)
1770	1	Ace; First Printing edition (January 2, 2008)
1771	1	Ace (January 30, 2007)
1772	1	Nabu Press (March 5, 2010)
1773	1	Vision; Reprint edition (August 1, 2009)
1774	1	Little, Brown and Company; 1ST edition (June 29, 2009)
1775	1	A Bed Book (November 7, 2005)
1776	1	Overlook Hardcover (May 10, 2007)
1777	1	Overlook Hardcover (November 7, 2002)
1778	1	Blackstone; Unabridged edition (February 15, 2006)
1779	1	ALFRED A. KNOPF; Reprint edition (1979)
1780	1	Brilliance Audio on CD Unabridged; Unabridged edition (July 14, 2009)
1781	1	Grand Central Publishing; First Thus edition (September 1, 1995)
1782	1	William Morrow; First Edition edition (August 4, 2009)
1783	1	Times Books; 1 edition (May 11, 2010)
1784	1	Blackstone Audio, Inc.; Unabridged library edition (June 1, 2010)
1785	1	Puddledancer Press; 1 edition (September 1, 2003)
1786	1	Sounds True, Incorporated; Unabridged edition (May 2004)
1787	1	Thomas More Association (December 1995)
1788	1	Elite Books; Revised edition (February 2005)
1789	1	Shadow Mountain (February 17, 2009)
1790	1	aha! Process, Inc. (November 23, 2005)
1791	1	aha! Process, Inc.; Third edition (January 1, 1998)
1792	1	Oxford University Press, USA (February 17, 2000)
1793	1	aha! Process, Inc. (May 5, 2002)
1794	1	Aha Process Inc; 1 edition (November 22, 2001)
1795	1	Univ Park Pr (January 1980)
1796	1	aha! Process, Inc.; 1ST edition (June 1, 2000)
1797	1	Perfection Learning Prebound (January 1989)
1798	1	Laurel Leaf (January 12, 1998)
1799	1	Zondervan (August 17, 2007)
1800	1	Grove Press (April 9, 2001)
1801	1	Grove Press, Black Cat; First Edition edition (April 17, 2007)
1802	1	HP Trade (August 3, 2004)
1803	1	Penguin (Non-Classics) (September 28, 2004)
1804	1	John Wiley & Sons Inc (June 14, 1972)
1805	1	John Wiley & Sons Inc; 2nd edition (February 1982)
1806	1	Orbis Books (July 20, 1999)
1807	1	William Morrow; Spl Gft edition (October 23, 2007)
1808	1	Harper Paperbacks; Reprint edition (May 25, 2004)
1809	1	Harper Paperbacks (May 25, 2004)
1810	1	HarperCollins (March 27, 2007)
1811	1	Harper Paperbacks (May 25, 2004)
1812	1	Brilliance Audio on CD Unabridged Lib Ed; Unabridged library edition (May 25, 2005)
1813	1	Dover Publications (February 27, 2007)
1814	1	Simon & Schuster (June 29, 2004)
1815	1	Farrar, Straus and Giroux (BYR); 1 edition (January 20, 2009)
1816	1	Little, Brown Books for Young Readers (July 1, 2009)
1817	1	HighBridge Company; Unabridged edition (September 21, 2007)
1818	1	Harper Perennial Modern Classics (September 22, 1999)
1819	1	Routledge; 1 edition (May 22, 1998)
1820	1	Vintage (April 23, 1989)
1821	1	Vintage (June 8, 2004)
1822	1	Listening Library (Audio); Unabridged edition (February 27, 2001)
1823	1	Delacorte Books for Young Readers (January 24, 2006)
1824	1	Yearling (June 1, 1986)
1825	1	Kessinger Publishing, LLC (December 1, 2004)
1826	1	Alfred Publishing Company (September 22, 1995)
1827	1	Berkley (April 4, 2006)
1828	1	St. Martin's Paperbacks (June 28, 2005)
1829	1	Atlantic Monthly Press; 1st edition (October 13, 1995)
1830	1	Chronicle Books (October 2003)
1831	1	Ten Speed Press (May 4, 2010)
1832	1	Yearling (May 11, 2010)
1833	1	Vision (October 1, 1998)
1834	1	Ace Trade; First Edition. first thus edition (October 1, 1991)
1835	1	Random House Audio; Unabridged edition (August 1, 2006)
1836	1	Vintage; Reprint edition (April 7, 2009)
1837	1	Farrar Straus & Giroux (T); First American edition, first printing. edition (November 1995)
1838	1	Little, Brown and Company; First Edition edition (July 1, 2008)
1839	1	Greenwood (April 30, 2005)
1840	1	David Fulton Publishers (June 29, 2005)
1841	1	Diomedes Press (March 1, 2003)
1842	1	Susan Scheewe Publications, Incorporated (April 1998)
1843	1	Vantage Pr; 1 edition (December 2000)
1844	1	Beech Publishing House (December 2003)
1845	1	Random House Inc (T) (January 1993)
1846	1	Knopf Books for Young Readers (September 17, 1996)
1847	1	BiblioLife (August 18, 2008)
1848	1	Prometheus Books (September 22, 2009)
1849	1	Warner Vision Books (September 1, 2005)
1850	1	Vision (September 1, 2004)
1851	1	Grand Central Publishing; Stated First Edition edition (April 21, 2009)
1852	1	The Johns Hopkins University Press (May 1, 1995)
1853	1	Da Capo Press; 3rd edition (January 15, 2002)
1854	1	W. W. Norton & Company; ZZZ edition (January 18, 2010)
1855	1	Random House Audio; Abridged edition (February 21, 2006)
1856	1	Eos; Reprint edition (November 24, 2009)
1857	1	Eos (November 27, 2007)
1858	1	Eos; 1 edition (February 23, 2010)
1859	1	Ballantine Books; Stated 1st Edition edition (August 7, 2007)
1860	1	Delacorte Books for Young Readers; First Edition edition (March 10, 2009)
1861	1	Listening Library (Audio); Unabridged edition (September 12, 2006)
1862	1	William Morrow; 1 edition (May 11, 2010)
1863	1	St. Martin's Paperbacks; Original edition (April 27, 2010)
1864	1	Forever; First Printing edition (December 1, 2006)
1865	1	Basic Books (September 25, 1998)
1866	1	Scribner; First edition edition (April 21, 2003)
1867	1	Viking Adult; 1 edition (December 29, 2004)
1868	1	Routledge (August 2, 2002)
1869	1	Harper Perennial (November 3, 1983)
1870	1	Scribner; Rev Sub edition (October 12, 1993)
1871	1	Wiley; 2 edition (August 16, 2001)
1872	1	Dover Publications, Inc.; Unknown edition (June 1, 1968)
1873	1	Putnam Juvenile (October 13, 1997)
1874	1	Praeger (August 20, 1998)
1875	1	IndyPublish (February 12, 2002)
1876	1	Dover Publications (June 1, 1965)
1877	1	Princeton University Press (October 1, 2001)
1878	1	St. Martin's Griffin; 1st edition (October 20, 2005)
1879	1	Little, Brown and Company; 1st edition (March 5, 2001)
1880	1	Grand Central Publishing; 6th THUS edition (December 1, 1993)
1881	1	Little, Brown; 1 edition (November 8, 2004)
1882	1	Vision (February 1, 2003)
1883	1	Little, Brown; First Edition edition (March 1, 2004)
1884	1	Harlequin (June 1, 1993)
1885	1	PublicAffairs (June 12, 2006)
1886	1	National Geographic (January 16, 2007)
1887	1	Allswell Press; 1 edition (May 30, 2005)
1888	1	B&H Books (November 15, 2004)
1889	1	Penguin (Non-Classics); First Edition edition (August 4, 1987)
1890	1	I. B. Tauris (December 15, 2005)
1891	1	Penguin (Non-Classics); First Thus edition (October 1, 1999)
1892	1	The Johns Hopkins University Press; illustrated edition edition (August 2, 2006)
1893	1	Little, Brown and Company; 1st edition (October 30, 1987)
1894	1	Simon & Schuster (September 11, 2007)
1895	1	Mariner Books (March 31, 1994)
1896	1	Palgrave Macmillan (April 22, 2000)
1897	1	University Of Chicago Press; 1 edition (June 1, 1999)
1898	1	Jossey-Bass; 1 edition (October 20, 2006)
1899	1	Riverhead Trade (April 2, 2002)
1900	1	Penguin (Non-Classics) (December 26, 2006)
1901	1	Ivan R. Dee, Publisher (September 25, 1997)
1902	1	The Johns Hopkins University Press; 2nd edition (June 28, 2004)
1903	1	Random House Audio; Abridged edition (July 21, 2009)
1904	1	Dial Press Trade Paperback; Reprint edition (October 28, 2008)
1905	1	Caedmon; Unabridged edition (November 6, 2007)
1906	1	Brilliance Audio (May 2010)
1907	1	Viking Adult; First Edition edition (January 8, 2009)
1908	1	Riverhead Trade (January 2, 2008)
1909	1	Harper Perennial; Reprint edition (May 11, 2010)
1910	1	Blue River Press (February 1, 2010)
1911	1	Aladdin (July 1, 1988)
1912	1	Signet Classics (September 5, 2001)
1913	1	Tufts; 1st edition (March 1, 1999)
1914	1	Single Global Currency Assn.; 1st edition (April 24, 2006)
1915	1	Vintage (October 23, 1989)
1916	1	Harper Perennial Modern Classics; First Thus edition (July 3, 2000)
1917	1	Baker Books (January 2004)
1918	1	HarperCollins; Illustrated. edition (May 15, 1974)
1919	1	Biblioteca de Autores Cristianos (August 1993)
1920	1	Aerie; 2nd THUS edition (June 15, 1992)
1921	1	Puffin (February 1, 1996)
1922	1	Dover Publications; Dover Ed edition (June 14, 2001)
1923	1	HarperCollins; 1st.Edition edition (May 19, 1992)
1924	1	Blackstone Audio, Inc.; Unabridged edition (March 17, 2009)
1925	1	Harper Perennial Modern Classics (July 5, 2005)
1926	1	Broadway Business (November 10, 2009)
1927	1	Berrett-Koehler Publishers; 3rd Printing edition (November 9, 2004)
1928	1	Cornell University Press; 1 edition (March 31, 2004)
1929	1	Pocket (October 1, 1990)
1930	1	Trafford Publishing (November 4, 2005)
1931	1	St. Martin's Griffin; 1ST edition (September 23, 2008)
1932	1	Rodale Books (March 10, 2005)
1933	1	Harper Paperbacks (March 31, 2009)
1934	1	Simon & Schuster; 1St Edition edition (June 2, 2009)
1935	1	Vintage (August 12, 1968)
1936	1	Penguin Classics (December 1, 1992)
1937	1	Dover Publications (November 29, 2006)
1938	1	Bantam (April 4, 2000)
1939	1	Bantam (April 29, 2008)
1940	1	Spectra (October 1, 1991)
1941	1	Spectra; First Thus edition (October 1, 1991)
1942	1	Spectra; First Thus edition (March 1, 1989)
1943	1	Spectra (August 31, 2004)
1944	1	Vision (September 28, 2010)
1945	1	Berkley; First Edition edition (October 28, 2003)
1946	1	Blackstone Audio Inc.; Unabridged edition (June 15, 2006)
1947	1	Thomas Nelson; Stg edition (July 10, 2007)
1948	1	Ballantine Books (June 29, 2004)
1949	1	Ballantine Books (August 12, 1987)
1950	1	Basic Books; 1St Edition edition (January 2, 2005)
1951	1	Kessinger Publishing, LLC (September 20, 2004)
1952	1	Modern Library; 2004 Modern Library Ed edition (November 2, 2004)
1953	1	Fawcett; Mass Paperback Edition edition (June 3, 2003)
1954	1	Ballantine Books (April 27, 1999)
1955	1	Random House Value Publishing (November 4, 1987)
1956	1	Edgehill Books; 2nd edition (December 1, 2000)
1957	1	Zebra; Original edition (April 1, 2009)
1958	1	Zebra (February 1, 2008)
1959	1	Little, Brown Books for Young Readers; 1 edition (October 6, 2009)
1960	1	Little, Brown Books for Young Readers (May 1, 2008)
1961	1	McGraw-Hill Medical; 1 edition (March 26, 2004)
1962	1	F. A. Davis Company; 1 edition (May 2003)
1963	1	iUniverse, Inc. (March 15, 2004)
1964	1	Amulet Books (January 13, 2009)
1965	1	McGraw-Hill; 1 edition (September 11, 2009)
1966	1	McGraw-Hill/Irwin; 6 edition (July 17, 2008)
1967	1	the performance factory (January 21, 2010)
1968	1	WallBuilder Press; 1st edition (May 10, 1997)
1969	1	WallBuilder Press; 1st edition (February 1, 1995)
1970	1	Putnam Juvenile (September 27, 2001)
1971	1	Three Rivers Press; Updated edition (September 21, 2004)
1972	1	Oxford University Press, USA; 2 edition (December 31, 1965)
1973	1	ImaJinn Books (April 15, 2009)
1974	1	Spiegel & Grau; Reprint edition (January 13, 2009)
1975	1	Vintage; Reprint edition (February 10, 2009)
1976	1	St. Martin's Griffin (August 26, 2004)
1977	1	Readby3 (September 14, 2004)
1978	1	Grand Central Publishing; First Edition edition (April 22, 2008)
1979	1	Weiser Books (April 1, 2009)
1980	1	Sentient Publications; 1 edition (December 1, 2005)
1981	1	Amphoto Books; Revised edition (August 1, 2004)
1982	1	Focal Press (April 14, 2009)
1983	1	Focal Press (August 26, 2009)
1984	1	Amphoto Books; Original edition (August 18, 2009)
1985	1	Scholastic; Pop edition (September 2001)
1986	1	Listening Library (Audio); Unabridged edition (May 10, 2005)
1987	1	Ballantine Books; First Edition edition (June 23, 2009)
1988	1	Warner Books, Inc. (February 1, 1987)
1989	1	Thomas Nelson; 1ST edition (September 8, 2009)
1990	1	Thomas Nelson; Special edition (June 9, 2009)
1991	1	Thomas Nelson; 1ST edition (September 8, 2009)
1992	1	Perigee Trade; 1 edition (October 1, 1997)
1993	1	Perigee Trade; 1 edition (April 1, 2001)
1994	1	Doubleday; 1 edition (September 22, 2009)
1995	1	Jove (August 31, 2010)
1996	1	Freedom Publishing Company (IL) (December 2002)
1997	1	EcoVision Communications (June 1, 2005)
1998	1	CreateSpace (April 30, 2008)
1999	1	Hovel Audio; Unabridged edition (October 1, 2006)
