auto	carquotes	engine
1887	1	4.0L Gas V6, 210 HP
1888	1	4.0L Gas V6, 210 HP
1889	1	4.0L Gas V6, 210 HP
1890	1	4.0L Gas V6, 210 HP
1891	1	4.0L Gas V6, 210 HP
1892	1	4.0L Gas V6, 210 HP
1893	1	4.0L Gas V6, 210 HP
1894	1	4.6L Gas V8, 248 HP
1895	1	4.6L Gas V8, 248 HP
1896	1	4.6L Gas V8, 248 HP
1897	1	4.6L Gas V8, 248 HP
1898	1	4.6L Gas V8, 248 HP
1899	1	5.4L Flex Fuel V8, 310 HP
1900	1	5.4L Flex Fuel V8, 310 HP
1901	1	5.4L Flex Fuel V8, 310 HP
1902	1	4.6L Gas V8, 248 HP
1903	1	4.6L Gas V8, 292 HP
1904	1	5.4L Flex Fuel V8, 310 HP
1905	1	5.4L Flex Fuel V8, 310 HP
1906	1	4.6L Gas V8, 248 HP
1907	1	4.6L Gas V8, 292 HP
1908	1	4.6L Gas V8, 292 HP
1909	1	5.4L Flex Fuel V8, 310 HP
1910	1	5.4L Flex Fuel V8, 310 HP
1911	1	5.4L Flex Fuel V8, 310 HP
1912	1	4.6L Gas V8, 292 HP
1913	1	4.6L Gas V8, 292 HP
1914	1	4.6L Gas V8, 292 HP
1915	1	4.6L Gas V8, 292 HP
1916	1	4.6L Gas V8, 292 HP
1917	1	5.4L Flex Fuel V8, 310 HP
1918	1	4.6L Gas V8, 248 HP
1919	1	4.6L Gas V8, 248 HP
1920	1	4.6L Gas V8, 292 HP
1921	1	2.0L Gas I4, 140 HP
1922	1	2.0L Gas I4, 140 HP
1923	1	2.5L Hybrid I4, 156 HP
1924	1	3.5L Gas V6, 265 HP
1925	1	4.0L Gas V6, 210 HP
1926	1	4.0L Gas V6, 210 HP
1927	1	4.0L Gas V6, 210 HP
1928	1	4.6L Gas V8, 315 HP
1929	1	2.3L Gas I4, 143 HP
1930	1	2.3L Gas I4, 143 HP
1931	1	4.0L Gas V6, 207 HP
1932	1	4.0L Gas V6, 207 HP
1933	1	5.4L Gas V8, 300 HP
1934	1	5.4L Gas V8, 300 HP
1935	1	5.4L Gas V8, 300 HP
1936	1	5.4L Gas V8, 300 HP
1937	1	5.4L Gas V8, 300 HP
1938	1	5.4L Gas V8, 300 HP
1939	1	5.4L Gas V8, 300 HP
1940	1	5.4L Gas V8, 300 HP
1941	1	5.4L Gas V8, 300 HP
1942	1	5.4L Gas V8, 300 HP
1943	1	5.4L Gas V8, 300 HP
1944	1	5.4L Gas V8, 300 HP
1945	1	5.4L Gas V8, 300 HP
1946	1	5.4L Gas V8, 300 HP
1947	1	5.4L Gas V8, 300 HP
1948	1	5.4L Gas V8, 300 HP
1949	1	5.4L Gas V8, 300 HP
1950	1	5.4L Gas V8, 300 HP
1951	1	5.4L Gas V8, 300 HP
1952	1	5.4L Gas V8, 300 HP
1953	1	5.4L Gas V8, 300 HP
1954	1	6.8L Gas V10, 362 HP
1955	1	6.8L Gas V10, 362 HP
1956	1	6.8L Gas V10, 362 HP
1957	1	6.8L Gas V10, 362 HP
1958	1	6.8L Gas V10, 362 HP
1959	1	5.4L Gas V8, 300 HP
1960	1	5.4L Gas V8, 300 HP
1961	1	5.4L Gas V8, 300 HP
1962	1	5.4L Gas V8, 300 HP
1963	1	5.4L Gas V8, 300 HP
1964	1	5.4L Gas V8, 300 HP
1965	1	5.4L Gas V8, 300 HP
1966	1	5.4L Gas V8, 300 HP
1967	1	5.4L Gas V8, 300 HP
1968	1	6.4L Diesel V8, 350 HP
1969	1	6.4L Turbo Diesel V8, 325 HP
1970	1	6.4L Turbo Diesel V8, 325 HP
1971	1	6.4L Turbo Diesel V8, 325 HP
1972	1	3.5L Gas V6, 263 HP
1973	1	3.5L Gas V6, 263 HP
1974	1	3.5L Turbo Gas V6, 365 HP
1975	1	2.0L Gas I4, 136 HP
1976	1	3.0L Gas I6, 230 HP
1977	1	3.0L Turbo Gas I6, 300 HP
1978	1	3.0L Gas I6, 230 HP
1979	1	3.0L Gas I6, 320 HP
1980	1	3.0L Gas I6, 300 HP
1981	1	3.0L Gas I6, 230 HP
1982	1	3.0L Gas I6, 230 HP
1983	1	3.0L Gas I6, 300 HP
1984	1	3.0L Diesel I6, 265 HP
1985	1	3.0L Gas I6, 230 HP
1986	1	4.4L Turbo Gas V8, 400 HP
1987	1	3.0L Turbo Gas I6, 300 HP
1988	1	3.0L Twin Turbo Gas I6, 300 HP
1989	1	3.0L Twin Turbo Gas I6, 300 HP
1990	1	4.4L Twin Turbo Gas V8, 400 HP
1991	1	4.4L Turbo Hybrid V8, 455 HP
1992	1	3.0L Turbo Gas I6, 326 HP
1993	1	4.4L Turbo Gas V8, 407 HP
1994	1	4.4L Turbo Gas V8
1995	1	4.0L Gas V8, 414 HP
1996	1	4.0L Gas V8, 414 HP
1997	1	4.4L Turbo Gas V8, 555 HP
1998	1	4.4L Turbo Gas V8, 400 HP
1999	1	4.4L Turbo Hybrid V8, 400 HP
