auto	automotive	fuel_economy
1984	1	18 MPG city / 25 MPG highway
1985	1	18 MPG city / 25 MPG highway
1986	1	18 MPG city / 25 MPG highway
1987	1	14 MPG city / 21 MPG highway
1988	1	18 MPG city / 25 MPG highway
1989	1	18 MPG city / 25 MPG highway
1990	1	18 MPG city / 25 MPG highway
1991	1	18 MPG city / 25 MPG highway
1992	1	18 MPG city / 25 MPG highway
1993	1	15 MPG city / 24 MPG highway
1994	1	18 MPG city / 25 MPG highway
1995	1	16 MPG city / 23 MPG highway
1996	1	18 MPG city / 25 MPG highway
1997	1	19 MPG city / 27 MPG highway
1998	1	19 MPG city / 26 MPG highway
