auto	autoweb	fuel_economy
1600	2	21/30	21 MPG City / 30 MPG Hwy
1601	2	20/28	20 MPG City / 28 MPG Hwy
1602	2	18/27	18 MPG City / 27 MPG Hwy
1603	2	20/28	20 MPG City / 28 MPG Hwy
1604	2	21/30	21 MPG City / 30 MPG Hwy
1605	2	18/27	18 MPG City / 27 MPG Hwy
1606	2	18/27	18 MPG City / 27 MPG Hwy
1607	2	16/23	16 MPG City / 23 MPG Hwy
1608	2	/	MPG City / MPG Hwy
1609	2	21/30	21 MPG City / 30 MPG Hwy
1610	2	24/32	24 MPG City / 32 MPG Hwy
1611	2	24/32	24 MPG City / 32 MPG Hwy
1612	2	23/29	23 MPG City / 29 MPG Hwy
1613	2	23/29	23 MPG City / 29 MPG Hwy
1614	2	23/31	23 MPG City / 31 MPG Hwy
1615	2	14/23	14 MPG City / 23 MPG Hwy
1616	2	16/25	16 MPG City / 25 MPG Hwy
1617	2	/	MPG City / MPG Hwy
1618	2	16/23	16 MPG City / 23 MPG Hwy
1619	2	16/25	16 MPG City / 25 MPG Hwy
1620	2	17/23	17 MPG City / 23 MPG Hwy
1621	2	17/25	17 MPG City / 25 MPG Hwy
1622	2	16/23	16 MPG City / 23 MPG Hwy
1623	2	16/25	16 MPG City / 25 MPG Hwy
1624	2	16/25	16 MPG City / 25 MPG Hwy
1625	2	17/23	17 MPG City / 23 MPG Hwy
1626	2	17/25	17 MPG City / 25 MPG Hwy
1627	2	17/23	17 MPG City / 23 MPG Hwy
1628	2	15/20	15 MPG City / 20 MPG Hwy
1629	2	14/18	14 MPG City / 18 MPG Hwy
1630	2	14/18	14 MPG City / 18 MPG Hwy
1631	2	15/20	15 MPG City / 20 MPG Hwy
1632	2	15/20	15 MPG City / 20 MPG Hwy
1633	2	14/18	14 MPG City / 18 MPG Hwy
1634	2	14/19	14 MPG City / 19 MPG Hwy
1635	2	15/20	15 MPG City / 20 MPG Hwy
1636	2	15/20	15 MPG City / 20 MPG Hwy
1637	2	15/20	15 MPG City / 20 MPG Hwy
1638	2	14/18	14 MPG City / 18 MPG Hwy
1639	2	15/20	15 MPG City / 20 MPG Hwy
1640	2	14/19	14 MPG City / 19 MPG Hwy
1641	2	17/25	17 MPG City / 25 MPG Hwy
1642	2	17/25	17 MPG City / 25 MPG Hwy
1643	2	16/23	16 MPG City / 23 MPG Hwy
1644	2	17/24	17 MPG City / 24 MPG Hwy
1645	2	16/23	16 MPG City / 23 MPG Hwy
1646	2	/	MPG City / MPG Hwy
1647	2	/	MPG City / MPG Hwy
1648	2	/	MPG City / MPG Hwy
1649	2	/	MPG City / MPG Hwy
1650	2	/	MPG City / MPG Hwy
1651	2	/	MPG City / MPG Hwy
1652	2	15/23	15 MPG City / 23 MPG Hwy
1653	2	16/24	16 MPG City / 24 MPG Hwy
1654	2	16/24	16 MPG City / 24 MPG Hwy
1655	2	16/21	16 MPG City / 21 MPG Hwy
1656	2	16/22	16 MPG City / 22 MPG Hwy
1657	2	16/21	16 MPG City / 21 MPG Hwy
1658	2	16/21	16 MPG City / 21 MPG Hwy
1659	2	16/20	16 MPG City / 20 MPG Hwy
1660	2	16/22	16 MPG City / 22 MPG Hwy
1661	2	15/21	15 MPG City / 21 MPG Hwy
1662	2	16/21	16 MPG City / 21 MPG Hwy
1663	2	16/20	16 MPG City / 20 MPG Hwy
1664	2	16/22	16 MPG City / 22 MPG Hwy
1665	2	14/20	14 MPG City / 20 MPG Hwy
1666	2	14/20	14 MPG City / 20 MPG Hwy
1667	2	14/19	14 MPG City / 19 MPG Hwy
1668	2	14/19	14 MPG City / 19 MPG Hwy
1669	2	13/18	13 MPG City / 18 MPG Hwy
1670	2	13/18	13 MPG City / 18 MPG Hwy
1671	2	13/19	13 MPG City / 19 MPG Hwy
1672	2	13/19	13 MPG City / 19 MPG Hwy
1673	2	14/20	14 MPG City / 20 MPG Hwy
1674	2	14/20	14 MPG City / 20 MPG Hwy
1675	2	14/19	14 MPG City / 19 MPG Hwy
1676	2	14/19	14 MPG City / 19 MPG Hwy
1677	2	14/19	14 MPG City / 19 MPG Hwy
1678	2	13/18	13 MPG City / 18 MPG Hwy
1679	2	14/20	14 MPG City / 20 MPG Hwy
1680	2	14/20	14 MPG City / 20 MPG Hwy
1681	2	13/18	13 MPG City / 18 MPG Hwy
1682	2	/	MPG City / MPG Hwy
1683	2	/	MPG City / MPG Hwy
1684	2	/	MPG City / MPG Hwy
1685	2	/	MPG City / MPG Hwy
1686	2	/	MPG City / MPG Hwy
1687	2	/	MPG City / MPG Hwy
1688	2	/	MPG City / MPG Hwy
1689	2	/	MPG City / MPG Hwy
1690	2	/	MPG City / MPG Hwy
1691	2	/	MPG City / MPG Hwy
1692	2	/	MPG City / MPG Hwy
1693	2	/	MPG City / MPG Hwy
1694	2	/	MPG City / MPG Hwy
1695	2	/	MPG City / MPG Hwy
1696	2	/	MPG City / MPG Hwy
1697	2	/	MPG City / MPG Hwy
1698	2	/	MPG City / MPG Hwy
1699	2	/	MPG City / MPG Hwy
1700	2	/	MPG City / MPG Hwy
1701	2	/	MPG City / MPG Hwy
1702	2	/	MPG City / MPG Hwy
1703	2	/	MPG City / MPG Hwy
1704	2	/	MPG City / MPG Hwy
1705	2	/	MPG City / MPG Hwy
1706	2	/	MPG City / MPG Hwy
1707	2	/	MPG City / MPG Hwy
1708	2	/	MPG City / MPG Hwy
1709	2	/	MPG City / MPG Hwy
1710	2	/	MPG City / MPG Hwy
1711	2	/	MPG City / MPG Hwy
1712	2	/	MPG City / MPG Hwy
1713	2	/	MPG City / MPG Hwy
1714	2	/	MPG City / MPG Hwy
1715	2	/	MPG City / MPG Hwy
1716	2	13/22	13 MPG City / 22 MPG Hwy
1717	2	30/42	30 MPG City / 42 MPG Hwy
1718	2	22/28	22 MPG City / 28 MPG Hwy
1719	2	22/28	22 MPG City / 28 MPG Hwy
1720	2	21/28	21 MPG City / 28 MPG Hwy
1721	2	30/42	30 MPG City / 42 MPG Hwy
1722	2	21/30	21 MPG City / 30 MPG Hwy
1723	2	21/30	21 MPG City / 30 MPG Hwy
1724	2	22/28	22 MPG City / 28 MPG Hwy
1725	2	21/31	21 MPG City / 31 MPG Hwy
1726	2	23/30	23 MPG City / 30 MPG Hwy
1727	2	21/31	21 MPG City / 31 MPG Hwy
1728	2	21/27	21 MPG City / 27 MPG Hwy
1729	2	20/26	20 MPG City / 26 MPG Hwy
1730	2	18/26	18 MPG City / 26 MPG Hwy
1731	2	21/30	21 MPG City / 30 MPG Hwy
1732	2	18/26	18 MPG City / 26 MPG Hwy
1733	2	18/28	18 MPG City / 28 MPG Hwy
1734	2	17/27	17 MPG City / 27 MPG Hwy
1735	2	11/20	11 MPG City / 20 MPG Hwy
1736	2	11/20	11 MPG City / 20 MPG Hwy
1737	2	13/19	13 MPG City / 19 MPG Hwy
1738	2	12/19	12 MPG City / 19 MPG Hwy
1739	2	12/20	12 MPG City / 20 MPG Hwy
1740	2	18/27	18 MPG City / 27 MPG Hwy
1741	2	18/28	18 MPG City / 28 MPG Hwy
1742	2	14/22	14 MPG City / 22 MPG Hwy
1743	2	17/26	17 MPG City / 26 MPG Hwy
1744	2	14/22	14 MPG City / 22 MPG Hwy
1745	2	16/24	16 MPG City / 24 MPG Hwy
1746	2	22/31	22 MPG City / 31 MPG Hwy
1747	2	21/29	21 MPG City / 29 MPG Hwy
1748	2	21/29	21 MPG City / 29 MPG Hwy
1749	2	21/29	21 MPG City / 29 MPG Hwy
1750	2	13/17	13 MPG City / 17 MPG Hwy
1751	2	13/17	13 MPG City / 17 MPG Hwy
1752	2	/	MPG City / MPG Hwy
1753	2	/	MPG City / MPG Hwy
1754	2	/	MPG City / MPG Hwy
1755	2	13/17	13 MPG City / 17 MPG Hwy
1756	2	13/17	13 MPG City / 17 MPG Hwy
1757	2	/	MPG City / MPG Hwy
1758	2	/	MPG City / MPG Hwy
1759	2	/	MPG City / MPG Hwy
1760	2	/	MPG City / MPG Hwy
1761	2	12/15	12 MPG City / 15 MPG Hwy
1762	2	12/15	12 MPG City / 15 MPG Hwy
1763	2	12/15	12 MPG City / 15 MPG Hwy
1764	2	11/15	11 MPG City / 15 MPG Hwy
1765	2	/	MPG City / MPG Hwy
1766	2	/	MPG City / MPG Hwy
1767	2	/	MPG City / MPG Hwy
1768	2	/	MPG City / MPG Hwy
1769	2	/	MPG City / MPG Hwy
1770	2	19/26	19 MPG City / 26 MPG Hwy
1771	2	18/25	18 MPG City / 25 MPG Hwy
1772	2	17/23	17 MPG City / 23 MPG Hwy
1773	2	18/25	18 MPG City / 25 MPG Hwy
1774	2	17/23	17 MPG City / 23 MPG Hwy
1775	2	17/23	17 MPG City / 23 MPG Hwy
1776	2	21/28	21 MPG City / 28 MPG Hwy
1777	2	20/26	20 MPG City / 26 MPG Hwy
1778	2	23/28	23 MPG City / 28 MPG Hwy
1779	2	20/26	20 MPG City / 26 MPG Hwy
1780	2	20/26	20 MPG City / 26 MPG Hwy
1781	2	21/28	21 MPG City / 28 MPG Hwy
1782	2	34/31	34 MPG City / 31 MPG Hwy
1783	2	34/31	34 MPG City / 31 MPG Hwy
1784	2	34/31	34 MPG City / 31 MPG Hwy
1785	2	13/18	13 MPG City / 18 MPG Hwy
1786	2	13/18	13 MPG City / 18 MPG Hwy
1787	2	13/18	13 MPG City / 18 MPG Hwy
1788	2	14/20	14 MPG City / 20 MPG Hwy
1789	2	13/18	13 MPG City / 18 MPG Hwy
1790	2	14/20	14 MPG City / 20 MPG Hwy
1791	2	12/17	12 MPG City / 17 MPG Hwy
1792	2	12/17	12 MPG City / 17 MPG Hwy
1793	2	14/20	14 MPG City / 20 MPG Hwy
1794	2	13/18	13 MPG City / 18 MPG Hwy
1795	2	14/20	14 MPG City / 20 MPG Hwy
1796	2	12/17	12 MPG City / 17 MPG Hwy
1797	2	12/17	12 MPG City / 17 MPG Hwy
1798	2	14/20	14 MPG City / 20 MPG Hwy
1799	2	14/20	14 MPG City / 20 MPG Hwy
1800	2	12/17	12 MPG City / 17 MPG Hwy
1801	2	/	MPG City / MPG Hwy
1802	2	/	MPG City / MPG Hwy
1803	2	/	MPG City / MPG Hwy
1804	2	/	MPG City / MPG Hwy
1805	2	/	MPG City / MPG Hwy
1806	2	14/20	14 MPG City / 20 MPG Hwy
1807	2	14/20	14 MPG City / 20 MPG Hwy
1808	2	13/19	13 MPG City / 19 MPG Hwy
1809	2	14/20	14 MPG City / 20 MPG Hwy
1810	2	/	MPG City / MPG Hwy
1811	2	/	MPG City / MPG Hwy
1812	2	/	MPG City / MPG Hwy
1813	2	/	MPG City / MPG Hwy
1814	2	/	MPG City / MPG Hwy
1815	2	/	MPG City / MPG Hwy
1816	2	/	MPG City / MPG Hwy
1817	2	/	MPG City / MPG Hwy
1818	2	/	MPG City / MPG Hwy
1819	2	/	MPG City / MPG Hwy
1820	2	/	MPG City / MPG Hwy
1821	2	/	MPG City / MPG Hwy
1822	2	/	MPG City / MPG Hwy
1823	2	/	MPG City / MPG Hwy
1824	2	/	MPG City / MPG Hwy
1825	2	/	MPG City / MPG Hwy
1826	2	/	MPG City / MPG Hwy
1827	2	/	MPG City / MPG Hwy
1828	2	/	MPG City / MPG Hwy
1829	2	/	MPG City / MPG Hwy
1830	2	/	MPG City / MPG Hwy
1831	2	/	MPG City / MPG Hwy
1832	2	/	MPG City / MPG Hwy
1833	2	/	MPG City / MPG Hwy
1834	2	/	MPG City / MPG Hwy
1835	2	/	MPG City / MPG Hwy
1836	2	/	MPG City / MPG Hwy
1837	2	/	MPG City / MPG Hwy
1838	2	/	MPG City / MPG Hwy
1839	2	/	MPG City / MPG Hwy
1840	2	/	MPG City / MPG Hwy
1841	2	/	MPG City / MPG Hwy
1842	2	14/18	14 MPG City / 18 MPG Hwy
1843	2	14/20	14 MPG City / 20 MPG Hwy
1844	2	14/20	14 MPG City / 20 MPG Hwy
1845	2	14/20	14 MPG City / 20 MPG Hwy
1846	2	14/18	14 MPG City / 18 MPG Hwy
1847	2	15/19	15 MPG City / 19 MPG Hwy
1848	2	14/18	14 MPG City / 18 MPG Hwy
1849	2	15/19	15 MPG City / 19 MPG Hwy
1850	2	15/19	15 MPG City / 19 MPG Hwy
1851	2	15/19	15 MPG City / 19 MPG Hwy
1852	2	14/20	14 MPG City / 20 MPG Hwy
1853	2	14/20	14 MPG City / 20 MPG Hwy
1854	2	15/21	15 MPG City / 21 MPG Hwy
1855	2	15/21	15 MPG City / 21 MPG Hwy
1856	2	14/18	14 MPG City / 18 MPG Hwy
1857	2	14/18	14 MPG City / 18 MPG Hwy
1858	2	14/18	14 MPG City / 18 MPG Hwy
1859	2	14/20	14 MPG City / 20 MPG Hwy
1860	2	/	MPG City / MPG Hwy
1861	2	/	MPG City / MPG Hwy
1862	2	/	MPG City / MPG Hwy
1863	2	/	MPG City / MPG Hwy
1864	2	/	MPG City / MPG Hwy
1865	2	/	MPG City / MPG Hwy
1866	2	/	MPG City / MPG Hwy
1867	2	/	MPG City / MPG Hwy
1868	2	/	MPG City / MPG Hwy
1869	2	/	MPG City / MPG Hwy
1870	2	/	MPG City / MPG Hwy
1871	2	/	MPG City / MPG Hwy
1872	2	/	MPG City / MPG Hwy
1873	2	/	MPG City / MPG Hwy
1874	2	/	MPG City / MPG Hwy
1875	2	/	MPG City / MPG Hwy
1876	2	/	MPG City / MPG Hwy
1877	2	/	MPG City / MPG Hwy
1878	2	/	MPG City / MPG Hwy
1879	2	/	MPG City / MPG Hwy
1880	2	/	MPG City / MPG Hwy
1881	2	/	MPG City / MPG Hwy
1882	2	/	MPG City / MPG Hwy
1883	2	/	MPG City / MPG Hwy
1884	2	/	MPG City / MPG Hwy
1885	2	/	MPG City / MPG Hwy
1886	2	/	MPG City / MPG Hwy
1887	2	/	MPG City / MPG Hwy
1888	2	/	MPG City / MPG Hwy
1889	2	/	MPG City / MPG Hwy
1890	2	/	MPG City / MPG Hwy
1891	2	/	MPG City / MPG Hwy
1892	2	/	MPG City / MPG Hwy
1893	2	/	MPG City / MPG Hwy
1894	2	/	MPG City / MPG Hwy
1895	2	/	MPG City / MPG Hwy
1896	2	/	MPG City / MPG Hwy
1897	2	/	MPG City / MPG Hwy
1898	2	/	MPG City / MPG Hwy
1899	2	/	MPG City / MPG Hwy
1900	2	/	MPG City / MPG Hwy
1901	2	/	MPG City / MPG Hwy
1902	2	/	MPG City / MPG Hwy
1903	2	/	MPG City / MPG Hwy
1904	2	/	MPG City / MPG Hwy
1905	2	/	MPG City / MPG Hwy
1906	2	/	MPG City / MPG Hwy
1907	2	/	MPG City / MPG Hwy
1908	2	/	MPG City / MPG Hwy
1909	2	/	MPG City / MPG Hwy
1910	2	/	MPG City / MPG Hwy
1911	2	/	MPG City / MPG Hwy
1912	2	/	MPG City / MPG Hwy
1913	2	/	MPG City / MPG Hwy
1914	2	/	MPG City / MPG Hwy
1915	2	/	MPG City / MPG Hwy
1916	2	/	MPG City / MPG Hwy
1917	2	/	MPG City / MPG Hwy
1918	2	/	MPG City / MPG Hwy
1919	2	/	MPG City / MPG Hwy
1920	2	/	MPG City / MPG Hwy
1921	2	/	MPG City / MPG Hwy
1922	2	/	MPG City / MPG Hwy
1923	2	/	MPG City / MPG Hwy
1924	2	/	MPG City / MPG Hwy
1925	2	/	MPG City / MPG Hwy
1926	2	/	MPG City / MPG Hwy
1927	2	/	MPG City / MPG Hwy
1928	2	/	MPG City / MPG Hwy
1929	2	/	MPG City / MPG Hwy
1930	2	/	MPG City / MPG Hwy
1931	2	/	MPG City / MPG Hwy
1932	2	/	MPG City / MPG Hwy
1933	2	/	MPG City / MPG Hwy
1934	2	/	MPG City / MPG Hwy
1935	2	28/37	28 MPG City / 37 MPG Hwy
1936	2	28/37	28 MPG City / 37 MPG Hwy
1937	2	16/22	16 MPG City / 22 MPG Hwy
1938	2	16/21	16 MPG City / 21 MPG Hwy
1939	2	17/24	17 MPG City / 24 MPG Hwy
1940	2	16/22	16 MPG City / 22 MPG Hwy
1941	2	17/24	17 MPG City / 24 MPG Hwy
1942	2	17/24	17 MPG City / 24 MPG Hwy
1943	2	16/22	16 MPG City / 22 MPG Hwy
1944	2	16/22	16 MPG City / 22 MPG Hwy
1945	2	/	MPG City / MPG Hwy
1946	2	/	MPG City / MPG Hwy
1947	2	/	MPG City / MPG Hwy
1948	2	/	MPG City / MPG Hwy
1949	2	25/35	25 MPG City / 35 MPG Hwy
1950	2	25/34	25 MPG City / 34 MPG Hwy
1951	2	24/35	24 MPG City / 35 MPG Hwy
1952	2	24/35	24 MPG City / 35 MPG Hwy
1953	2	24/35	24 MPG City / 35 MPG Hwy
1954	2	24/35	24 MPG City / 35 MPG Hwy
1955	2	22/29	22 MPG City / 29 MPG Hwy
1956	2	23/33	23 MPG City / 33 MPG Hwy
1957	2	17/24	17 MPG City / 24 MPG Hwy
1958	2	22/29	22 MPG City / 29 MPG Hwy
1959	2	22/31	22 MPG City / 31 MPG Hwy
1960	2	17/24	17 MPG City / 24 MPG Hwy
1961	2	/	MPG City / MPG Hwy
1962	2	/	MPG City / MPG Hwy
1963	2	18/25	18 MPG City / 25 MPG Hwy
1964	2	17/26	17 MPG City / 26 MPG Hwy
1965	2	19/29	19 MPG City / 29 MPG Hwy
1966	2	19/29	19 MPG City / 29 MPG Hwy
1967	2	16/24	16 MPG City / 24 MPG Hwy
1968	2	16/24	16 MPG City / 24 MPG Hwy
1969	2	16/24	16 MPG City / 24 MPG Hwy
1970	2	18/26	18 MPG City / 26 MPG Hwy
1971	2	18/26	18 MPG City / 26 MPG Hwy
1972	2	16/21	16 MPG City / 21 MPG Hwy
1973	2	22/27	22 MPG City / 27 MPG Hwy
1974	2	22/27	22 MPG City / 27 MPG Hwy
1975	2	15/19	15 MPG City / 19 MPG Hwy
1976	2	22/27	22 MPG City / 27 MPG Hwy
1977	2	22/27	22 MPG City / 27 MPG Hwy
1978	2	22/27	22 MPG City / 27 MPG Hwy
1979	2	15/21	15 MPG City / 21 MPG Hwy
1980	2	15/23	15 MPG City / 23 MPG Hwy
1981	2	14/22	14 MPG City / 22 MPG Hwy
1982	2	14/22	14 MPG City / 22 MPG Hwy
1983	2	18/27	18 MPG City / 27 MPG Hwy
1984	2	18/27	18 MPG City / 27 MPG Hwy
1985	2	18/28	18 MPG City / 28 MPG Hwy
1986	2	17/25	17 MPG City / 25 MPG Hwy
1987	2	17/25	17 MPG City / 25 MPG Hwy
1988	2	21/26	21 MPG City / 26 MPG Hwy
1989	2	21/26	21 MPG City / 26 MPG Hwy
1990	2	21/26	21 MPG City / 26 MPG Hwy
1991	2	22/25	22 MPG City / 25 MPG Hwy
1992	2	22/25	22 MPG City / 25 MPG Hwy
1993	2	22/25	22 MPG City / 25 MPG Hwy
1994	2	22/25	22 MPG City / 25 MPG Hwy
1995	2	22/25	22 MPG City / 25 MPG Hwy
1996	2	15/22	15 MPG City / 22 MPG Hwy
1997	2	12/17	12 MPG City / 17 MPG Hwy
1998	2	12/18	12 MPG City / 18 MPG Hwy
1999	2	12/17	12 MPG City / 17 MPG Hwy
