auto	motortrend	engine
0893	1	Engine: 5.5L V 8 double overhead cam with VVT ( 10.7 :1 compression ratio ; four valves per cylinder)
0894	1	Engine: 6.2L V 8 double overhead cam with VVT ( 11.3 :1 compression ratio ; four valves per cylinder)
0895	1	Engine: 5.5L V 12 overhead cam ( 9.0 :1 compression ratio ; three valves per cylinder)
0896	1	Engine: 6.0L V 12 overhead cam ( 9.0 :1 compression ratio ; three valves per cylinder)
0897	1	Engine: 5.5L V-8 DOHC with variable valve timing and four valves per cylinder
0898	1	Engine: 6.2L V-8 DOHC with variable valve timing and four valves per cylinder
0899	1	Engine: 6.0L V-12 OHC and three valves per cylinder
0900	1	Engine: 3.0L V-6 DOHC with variable valve timing and four valves per cylinder
0901	1	Engine: 3.5L V-6 DOHC with variable valve timing and four valves per cylinder
0902	1	Engine: 3.0L V 6 double overhead cam with VVT ( 11.3 :1 compression ratio ; four valves per cylinder)
0903	1	Engine: 3.5L V 6 double overhead cam with VVT ( 11.7 :1 compression ratio ; four valves per cylinder)
0904	1	Engine: 5.4L V 8 overhead cam ( 11.0 :1 compression ratio ; three valves per cylinder)
0905	1	Engine: 6.2L V-8 DOHC with variable valve timing and four valves per cylinder
0906	1	Engine: 3.7L VTEC V-6 OHC with variable valve timing and four valves per cylinder
0907	1	Engine: 3.7L VTEC V-6 OHC with variable valve timing and four valves per cylinder
0908	1	Engine: 2.5L in-linefive-cylinder DOHC and four valves per cylinder
0909	1	Engine: 2.5L in-linefive-cylinder DOHC and four valves per cylinder
0910	1	Engine: 2.0L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0911	1	Engine: 2.0L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0912	1	Engine: 2.0L in-line 4 double overhead cam with VVT ( 9.6 :1 compression ratio ; four valves per cylinder)
0913	1	Engine: 2.0L in-line 4 double overhead cam with VVT ( 9.6 :1 compression ratio ; four valves per cylinder)
0914	1	Engine: 2.0L in-line 4 double overhead cam with VVT ( 9.6 :1 compression ratio ; four valves per cylinder)
0915	1	Engine: 3.6L V 6 double overhead cam with VVT ( 12.0 :1 compression ratio ; four valves per cylinder)
0916	1	Engine: 3.6L V 6 double overhead cam with VVT ( 12.0 :1 compression ratio ; four valves per cylinder)
0917	1	Engine: 3.6L V 6 double overhead cam with VVT ( 12.0 :1 compression ratio ; four valves per cylinder)
0918	1	Engine: 2.0L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0919	1	Engine: 2.0L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0920	1	Engine: 2.5L in-line 5 double overhead cam ( 9.5 :1 compression ratio ; four valves per cylinder)
0921	1	Engine: 2.0L in-line 4 double overhead cam ( 16.5 :1 compression ratio ; four valves per cylinder)
0922	1	Engine: 2.0L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0923	1	Engine: 2.0L in-line 4 double overhead cam with VVT ( 9.6 :1 compression ratio ; four valves per cylinder)
0924	1	Engine: 3.5L VTEC V-6 OHC with variable valve timing and four valves per cylinder
0925	1	Engine: 3.7L VTEC V-6 OHC with variable valve timing and four valves per cylinder
0926	1	Engine: 3.5L VTEC V-6 OHC with variable valve timing and four valves per cylinder
0927	1	Engine: 3.7L VTEC V-6 OHC with variable valve timing and four valves per cylinder
0928	1	Engine: 2.0L
0929	1	Engine: 2.0L
0930	1	Engine: 2.5L in-linefive-cylinder DOHC and four valves per cylinder
0931	1	Engine: 2.5L in-line 5 double overhead cam ( 9.5 :1 compression ratio ; four valves per cylinder)
0932	1	Engine: 2.5L in-linefive-cylinder DOHC and four valves per cylinder
0933	1	Engine: 2.0L in-linefour-cylinder DOHC and four valves per cylinder
0934	1	Engine: 2.5L in-line 5 double overhead cam ( 9.5 :1 compression ratio ; four valves per cylinder)
0935	1	Engine: 2.0L in-line 4 double overhead cam ( 16.5 :1 compression ratio ; four valves per cylinder)
0936	1	Engine: 2.5L in-line 5 double overhead cam ( 9.5 :1 compression ratio ; four valves per cylinder)
0937	1	Engine: 2.5L in-line 5 double overhead cam ( 9.5 :1 compression ratio ; four valves per cylinder)
0938	1	Engine: 2.0L in-line 4 double overhead cam with VVT ( 10.5 :1 compression ratio ; four valves per cylinder)
0939	1	Engine: 2.5L in-line 5 double overhead cam ( 9.5 :1 compression ratio ; four valves per cylinder)
0940	1	Engine: 2.0L in-line 4 double overhead cam ( 16.5 :1 compression ratio ; four valves per cylinder)
0941	1	Engine: 2.0L in-linefour-cylinder DOHC and four valves per cylinder
0942	1	Engine: 2.0L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0943	1	Engine: 2.0L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0944	1	Engine: 2.0L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0945	1	Engine: 2.0L in-line 4 double overhead cam with VVT ( 9.6 :1 compression ratio ; four valves per cylinder)
0946	1	Engine: 2.0L in-line 4 double overhead cam with VVT ( 9.6 :1 compression ratio ; four valves per cylinder)
0947	1	Engine: 2.0L in-line 4 double overhead cam with VVT ( 9.6 :1 compression ratio ; four valves per cylinder)
0948	1	Engine: 2.0L in-line 4 double overhead cam with VVT ( 9.6 :1 compression ratio ; four valves per cylinder)
0949	1	Engine: 3.7L in-line 5 double overhead cam with VVT ( 10.0 :1 compression ratio ; four valves per cylinder)
0950	1	Engine: 3.7L in-line 5 double overhead cam with VVT ( 10.0 :1 compression ratio ; four valves per cylinder)
0951	1	Engine: 3.7L in-line 5 double overhead cam with VVT ( 10.0 :1 compression ratio ; four valves per cylinder)
0952	1	Engine: 5.3L V 8 overhead valve ( 9.9 :1 compression ratio ; two valves per cylinder)
0953	1	Engine: 3.7L in-line 5 double overhead cam with VVT ( 10.0 :1 compression ratio ; four valves per cylinder)
0954	1	Engine: 3.7L in-line 5 double overhead cam with VVT ( 10.0 :1 compression ratio ; four valves per cylinder)
0955	1	Engine: 3.7L in-line 5 double overhead cam with VVT ( 10.0 :1 compression ratio ; four valves per cylinder)
0956	1	Engine: 5.3L V 8 overhead valve ( 9.9 :1 compression ratio ; two valves per cylinder)
0957	1	Engine: 3.5L V 6 overhead cam with VVT ( 11.2 :1 compression ratio ; four valves per cylinder)
0958	1	Engine: 3.7L V 6 overhead cam with VVT ( 11.2 :1 compression ratio ; four valves per cylinder)
0959	1	Engine: 3.5L V 6 overhead cam with VVT ( 11.2 :1 compression ratio ; four valves per cylinder)
0960	1	Engine: 3.7L V 6 overhead cam with VVT ( 11.2 :1 compression ratio ; four valves per cylinder)
0961	1	Engine: 4.6L V-8 OHC and two valves per cylinder
0962	1	Engine: 2.5L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0963	1	Engine: 2.5L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0964	1	Engine: 2.5L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0965	1	Engine: 2.5L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0966	1	Engine: 3.0L Duratec V-6 DOHC with variable valve timing and four valves per cylinder
0967	1	Engine: 2.5L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0968	1	Engine: 2.5L in-linefive-cylinder DOHC with variable valve timing and four valves per cylinder
0969	1	Engine: 2.5L in-linefive-cylinder DOHC with variable valve timing and four valves per cylinder
0970	1	Engine: 2.4L i-VTEC in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0971	1	Engine: 2.5L in-linefive-cylinder DOHC with variable valve timing and four valves per cylinder
0972	1	Engine: 2.5L in-linefive-cylinder DOHC with variable valve timing and four valves per cylinder
0973	1	Engine: 2.5L in-linefive-cylinder DOHC with variable valve timing and four valves per cylinder
0974	1	Engine: 2.4L in-line 5 double overhead cam with VVT ( 10.3 :1 compression ratio ; four valves per cylinder)
0975	1	Engine: 2.5L in-line 5 double overhead cam with VVT ( 9.0 :1 compression ratio ; four valves per cylinder)
0976	1	Engine: 2.5L in-linefive-cylinder DOHC with variable valve timing and four valves per cylinder
0977	1	Engine: 3.0L in-line6 DOHC with variable valve timing and four valves per cylinder
0978	1	Engine: 2.5L in-line 5 double overhead cam with VVT ( 9.0 :1 compression ratio ; four valves per cylinder)
0979	1	Engine: 2.4L in-line 5 double overhead cam with VVT ( 8.5 :1 compression ratio ; four valves per cylinder)
0980	1	Engine: 3.2L in-line 6 double overhead cam with VVT ( 10.8 :1 compression ratio ; four valves per cylinder)
0981	1	Engine: 3.0L in-line 6 double overhead cam with VVT ( 9.3 :1 compression ratio ; four valves per cylinder)
0982	1	Engine: 4.4L V 8 double overhead cam with VVT ( 10.4 :1 compression ratio ; four valves per cylinder)
0983	1	Engine: 2.5L in-linefive-cylinder DOHC with variable valve timing and four valves per cylinder
0984	1	Engine: 2.5L in-linefive-cylinder DOHC with variable valve timing and four valves per cylinder
0985	1	Engine: 2.4L i-VTEC in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
0986	1	Engine: 2.4L in-line 5 double overhead cam with VVT ( 10.3 :1 compression ratio ; four valves per cylinder)
0987	1	Engine: 2.5L in-line 5 double overhead cam with VVT ( 9.0 :1 compression ratio ; four valves per cylinder)
0988	1	Engine: 3.2L in-line 6 double overhead cam with VVT ( 10.8 :1 compression ratio ; four valves per cylinder)
0989	1	Engine: 3.2L in-line 6 double overhead cam with VVT ( 10.8 :1 compression ratio ; four valves per cylinder)
0990	1	Engine: 3.2L in-line6 DOHC with variable valve timing and four valves per cylinder
0991	1	Engine: 3.2L in-line6 DOHC with variable valve timing and four valves per cylinder
0992	1	Engine: 3.0L in-line6 DOHC with variable valve timing and four valves per cylinder
0993	1	Engine: 3.2L in-line 6 double overhead cam with VVT ( 10.8 :1 compression ratio ; four valves per cylinder)
0994	1	Engine: 3.0L in-line 6 double overhead cam with VVT ( 9.3 :1 compression ratio ; four valves per cylinder)
0995	1	Engine: 3.0L in-line 6 double overhead cam with VVT ( 9.3 :1 compression ratio ; four valves per cylinder)
0996	1	Engine: 3.2L in-line6 DOHC with variable valve timing and four valves per cylinder
0997	1	Engine: 3.0L in-line6 DOHC with variable valve timing and four valves per cylinder
0998	1	Engine: 3.2L in-line 6 double overhead cam with VVT ( 10.8 :1 compression ratio ; four valves per cylinder)
0999	1	Engine: 3.0L in-line 6 double overhead cam with VVT ( 9.3 :1 compression ratio ; four valves per cylinder)
1000	1	Engine: 3.2L in-line6 DOHC with variable valve timing and four valves per cylinder
1001	1	Engine: 3.2L in-line6 DOHC with variable valve timing and four valves per cylinder
1002	1	Engine: 4.4L V-8 DOHC with variable valve timing and four valves per cylinder
1003	1	Engine: 3.2L in-line 6 double overhead cam with VVT ( 10.8 :1 compression ratio ; four valves per cylinder)
1004	1	Engine: 3.2L in-line 6 double overhead cam with VVT ( 10.8 :1 compression ratio ; four valves per cylinder)
1005	1	Engine: 4.4L V 8 double overhead cam with VVT ( 10.4 :1 compression ratio ; four valves per cylinder)
1006	1	Engine: 2.4L in-line 4 overhead cam with VVT ( 9.5 :1 compression ratio ; four valves per cylinder)
1007	1	Engine: 2.4L in-line 4 overhead cam with VVT ( 9.5 :1 compression ratio ; four valves per cylinder)
1008	1	Engine: 3.8L V 6 overhead cam with VVT ( 10.5 :1 compression ratio ; four valves per cylinder)
1009	1	Engine: 3.7L VTEC V-6 OHC with variable valve timing and four valves per cylinder
1010	1	Engine: 3.7L VTEC V-6 OHC with variable valve timing and four valves per cylinder
1011	1	Engine: 3.7L VTEC V-6 OHC with variable valve timing and four valves per cylinder
1012	1	Engine: 2.4L in-line 4 overhead cam with VVT ( 9.5 :1 compression ratio ; four valves per cylinder)
1013	1	Engine: 3.8L V 6 overhead cam with VVT ( 10.5 :1 compression ratio ; four valves per cylinder)
1014	1	Engine: 3.8L V 6 overhead cam ( 10.0 :1 compression ratio ; four valves per cylinder)
1015	1	Engine: 3.8L V 6 overhead cam ( 10.0 :1 compression ratio ; four valves per cylinder)
1016	1	Engine: 2.4L in-line 4 overhead cam with VVT ( 9.5 :1 compression ratio ; four valves per cylinder)
1017	1	Engine: 2.4L in-line 4 overhead cam with VVT ( 9.5 :1 compression ratio ; four valves per cylinder)
1018	1	Engine: 2.0L MIVEC in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
1019	1	Engine: 2.0L MIVEC in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
1020	1	Engine: 2.4L MIVEC in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
1021	1	Engine: 2.0L MIVEC in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
1022	1	Engine: 2.0L in-line 4 double overhead cam with VVT ( 10.0 :1 compression ratio ; four valves per cylinder)
1023	1	Engine: 2.0L in-line 4 double overhead cam with VVT ( 10.0 :1 compression ratio ; four valves per cylinder)
1024	1	Engine: 2.4L in-line 4 double overhead cam with VVT ( 10.5 :1 compression ratio ; four valves per cylinder)
1025	1	Engine: 2.0L in-line 4 double overhead cam with VVT ( 9.0 :1 compression ratio ; four valves per cylinder)
1026	1	Engine: 2.0L in-line 4 double overhead cam with VVT ( 9.0 :1 compression ratio ; four valves per cylinder)
1027	1	Engine: 2.0L in-line 4 double overhead cam with VVT ( 9.0 :1 compression ratio ; four valves per cylinder)
1028	1	Engine: 2.0L in-line 4 double overhead cam with VVT ( 9.0 :1 compression ratio ; four valves per cylinder)
1029	1	Engine: 2.0L in-line 4 double overhead cam with VVT ( 9.0 :1 compression ratio ; four valves per cylinder)
1030	1	Engine: 2.0L MIVEC in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
1031	1	Engine: 2.4L MIVEC in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
1032	1	Engine: 2.0L MIVEC in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
1033	1	Engine: 1.6L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
1034	1	Engine: 1.6L in-line 4 double overhead cam with VVT ( 10.0 :1 compression ratio ; four valves per cylinder)
1035	1	Engine: 1.6L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
1036	1	Engine: 1.6L in-line 4 double overhead cam with VVT ( 10.0 :1 compression ratio ; four valves per cylinder)
1037	1	Engine: 2.4L in-line 4 double overhead cam with VVT ( 10.5 :1 compression ratio ; four valves per cylinder)
1038	1	Engine: 2.0L in-line 4 double overhead cam with VVT ( 9.0 :1 compression ratio ; four valves per cylinder)
1039	1	Engine: 2.4L MIVEC in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
1040	1	Engine: 2.4L MIVEC in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
1041	1	Engine: 3.0L MIVEC V-6 OHC with variable valve timing and four valves per cylinder
1042	1	Engine: 3.0L MIVEC V-6 OHC with variable valve timing and four valves per cylinder
1043	1	Engine: 3.0L V 6 overhead cam with VVT ( 10.5 :1 compression ratio ; four valves per cylinder)
1044	1	Engine: 2.0L MIVEC in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
1045	1	Engine: 2.0L MIVEC in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
1046	1	Engine: 2.0L in-line 4 double overhead cam with VVT ( 9.6 :1 compression ratio ; four valves per cylinder)
1047	1	Engine: 2.0L in-line 4 double overhead cam with VVT ( 16.5 :1 compression ratio ; four valves per cylinder)
1048	1	Engine: 2.0L in-line 4 double overhead cam with VVT ( 16.5 :1 compression ratio ; four valves per cylinder)
1049	1	Engine: 2.0L in-line 4 double overhead cam with VVT ( 9.6 :1 compression ratio ; four valves per cylinder)
1050	1	Engine: 2.0L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
1051	1	Engine: 2.0L in-line 4 double overhead cam with VVT ( 9.6 :1 compression ratio ; four valves per cylinder)
1052	1	Engine: 2.0L in-line 4 double overhead cam with VVT ( 9.6 :1 compression ratio ; four valves per cylinder)
1053	1	Engine: 2.0L in-line 4 double overhead cam with VVT ( 9.6 :1 compression ratio ; four valves per cylinder)
1054	1	Engine: 2.0L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
1055	1	Engine: 2.0L in-line 4 double overhead cam with VVT ( 9.6 :1 compression ratio ; four valves per cylinder)
1056	1	Engine: 2.0L in-line 4 double overhead cam with VVT ( 9.6 :1 compression ratio ; four valves per cylinder)
1057	1	Engine: 1.6L in-line 4 double overhead cam with VVT ( 10.0 :1 compression ratio ; four valves per cylinder)
1058	1	Engine: 1.6L in-line 4 double overhead cam with VVT ( 10.0 :1 compression ratio ; four valves per cylinder)
1059	1	Engine: 1.6L in-line 4 double overhead cam with VVT ( 10.0 :1 compression ratio ; four valves per cylinder)
1060	1	Engine: 1.6L in-line 4 double overhead cam with VVT ( 10.0 :1 compression ratio ; four valves per cylinder)
1061	1	Engine: 3.2L V 6 double overhead cam with VVT ( 12.5 :1 compression ratio ; four valves per cylinder)
1062	1	Engine: 3.0L V 6 double overhead cam with VVT ( 10.5 :1 compression ratio ; four valves per cylinder)
1063	1	Engine: 3.0L V 6 double overhead cam with VVT ( 10.5 :1 compression ratio ; four valves per cylinder)
1064	1	Engine: 4.2L V 8 double overhead cam with VVT ( 12.5 :1 compression ratio ; four valves per cylinder)
1065	1	Engine: 4.2L V-8 DOHC with variable valve timing and four valves per cylinder
1066	1	Engine: 4.2L V-8 DOHC with variable valve timing and four valves per cylinder
1067	1	Engine: 4.2L V 8 double overhead cam with VVT ( 12.5 :1 compression ratio ; four valves per cylinder)
1068	1	Engine: 4.2L V 8 double overhead cam with VVT ( 12.5 :1 compression ratio ; four valves per cylinder)
1069	1	Engine: 2.0L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
1070	1	Engine: 3.2L V 6 double overhead cam with VVT ( 12.5 :1 compression ratio ; four valves per cylinder)
1071	1	Engine: 3.2L V 6 double overhead cam with VVT ( 12.5 :1 compression ratio ; four valves per cylinder)
1072	1	Engine: 3.0L V-6 DOHC with variable valve timing and four valves per cylinder
1073	1	Engine: 4.2L V 8 double overhead cam with VVT ( 12.5 :1 compression ratio ; four valves per cylinder)
1074	1	Engine: 5.2L V 10 double overhead cam with VVT ( 12.5 :1 compression ratio ; four valves per cylinder)
1075	1	Engine: 5.2L V 10 double overhead cam with VVT ( 12.5 :1 compression ratio ; four valves per cylinder)
1076	1	Engine: 3.3L V-6 DOHC with variable valve timing and four valves per cylinder
1077	1	Engine: 3.8L V-6 DOHC with variable valve timing and four valves per cylinder
1078	1	Engine: 3.0L V-6 DOHC with variable valve timing and four valves per cylinder
1079	1	Engine: 3.0L V 6 double overhead cam with VVT ( 10.3 :1 compression ratio ; four valves per cylinder)
1080	1	Engine: 4.2L V 8 double overhead cam with VVT ( 11.4 :1 compression ratio ; four valves per cylinder)
1081	1	Engine: 3.0L V 6 double overhead cam with VVT ( 10.3 :1 compression ratio ; four valves per cylinder)
1082	1	Engine: 4.2L V 8 double overhead cam with VVT ( 11.4 :1 compression ratio ; four valves per cylinder)
1083	1	Engine: 3.0L V 6 double overhead cam with VVT ( 10.3 :1 compression ratio ; four valves per cylinder)
1084	1	Engine: 5.2L V 10 double overhead cam with VVT ( 12.5 :1 compression ratio ; four valves per cylinder)
1085	1	Engine: 5.2L V 10 double overhead cam with VVT ( 12.5 :1 compression ratio ; four valves per cylinder)
1086	1	Engine: 2.0L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
1087	1	Engine: 2.0L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
1088	1	Engine: 2.0L in-line 4 double overhead cam with VVT ( 9.6 :1 compression ratio ; four valves per cylinder)
1089	1	Engine: 2.0L in-line 4 double overhead cam with VVT ( 9.6 :1 compression ratio ; four valves per cylinder)
1090	1	Engine: 2.0L in-line 4 double overhead cam with VVT ( 9.8 :1 compression ratio ; four valves per cylinder)
1091	1	Engine: 2.0L in-line 4 double overhead cam with VVT ( 9.8 :1 compression ratio ; four valves per cylinder)
1092	1	Engine: 2.0L in-line 4 double overhead cam with VVT ( 9.8 :1 compression ratio ; four valves per cylinder)
1093	1	Engine: 2.0L in-line 4 double overhead cam with VVT ( 9.8 :1 compression ratio ; four valves per cylinder)
1094	1	Engine: 5.0L V 8 double overhead cam with VVT ( 11.5 :1 compression ratio ; four valves per cylinder)
1095	1	Engine: 5.0L V 8 double overhead cam with VVT ( 11.5 :1 compression ratio ; four valves per cylinder)
1096	1	Engine: 5.0L V 8 double overhead cam with VVT ( 9.5 :1 compression ratio ; four valves per cylinder)
1097	1	Engine: 5.0L V 8 double overhead cam with VVT ( 9.5 :1 compression ratio ; four valves per cylinder)
1098	1	Engine: 5.0L V 8 double overhead cam with VVT ( 11.5 :1 compression ratio ; four valves per cylinder)
1099	1	Engine: 5.0L V 8 double overhead cam with VVT ( 11.5 :1 compression ratio ; four valves per cylinder)
1100	1	Engine: 5.0L V 8 double overhead cam with VVT ( 9.5 :1 compression ratio ; four valves per cylinder)
1101	1	Engine: 5.0L V 8 double overhead cam with VVT ( 9.5 :1 compression ratio ; four valves per cylinder)
1102	1	Engine: 5.0L V 8 double overhead cam with VVT ( 9.5 :1 compression ratio ; four valves per cylinder)
1103	1	Engine: 5.0L V 8 double overhead cam with VVT ( 9.5 :1 compression ratio ; four valves per cylinder)
1104	1	Engine: 5.0L V 8 double overhead cam with VVT ( 11.5 :1 compression ratio ; four valves per cylinder)
1105	1	Engine: 5.0L V 8 double overhead cam with VVT ( 11.5 :1 compression ratio ; four valves per cylinder)
1106	1	Engine: 5.0L V 8 double overhead cam with VVT ( 9.5 :1 compression ratio ; four valves per cylinder)
1107	1	Engine: 5.0L V 8 double overhead cam with VVT ( 9.5 :1 compression ratio ; four valves per cylinder)
1108	1	Engine: 3.7L V-6 DOHC with variable valve timing and four valves per cylinder
1109	1	Engine: 3.7L V-6 DOHC with variable valve timing and four valves per cylinder
1110	1	Engine: 3.7L V-6 DOHC with variable valve timing and four valves per cylinder
1111	1	Engine: 3.7L V-6 DOHC with variable valve timing and four valves per cylinder
1112	1	Engine: 3.7L V-6 DOHC with variable valve timing and four valves per cylinder
1113	1	Engine: 3.7L V 6 double overhead cam with VVT ( 11.0 :1 compression ratio ; four valves per cylinder)
1114	1	Engine: 3.7L V 6 double overhead cam with VVT ( 11.0 :1 compression ratio ; four valves per cylinder)
1115	1	Engine: 3.7L V 6 double overhead cam with VVT ( 11.0 :1 compression ratio ; four valves per cylinder)
1116	1	Engine: 3.7L V 6 double overhead cam with VVT ( 11.0 :1 compression ratio ; four valves per cylinder)
1117	1	Engine: 3.7L V 6 double overhead cam with VVT ( 11.0 :1 compression ratio ; four valves per cylinder)
1118	1	Engine: 2.5L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
1119	1	Engine: 2.5L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
1120	1	Engine: 2.5L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
1121	1	Engine: 3.5L V-6 DOHC with variable valve timing and four valves per cylinder
1122	1	Engine: 2.5L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
1123	1	Engine: 3.5L V-6 DOHC with variable valve timing and four valves per cylinder
1124	1	Engine: 2.5L in-line 4 double overhead cam with VVT ( 9.6 :1 compression ratio ; four valves per cylinder)
1125	1	Engine: 2.5L in-line 4 double overhead cam with VVT ( 9.6 :1 compression ratio ; four valves per cylinder)
1126	1	Engine: 2.5L in-line 4 double overhead cam with VVT ( 9.6 :1 compression ratio ; four valves per cylinder)
1127	1	Engine: 3.5L V 6 double overhead cam with VVT ( 10.3 :1 compression ratio ; four valves per cylinder)
1128	1	Engine: 2.5L in-line 4 double overhead cam with VVT ( 9.6 :1 compression ratio ; four valves per cylinder)
1129	1	Engine: 3.5L V 6 double overhead cam with VVT ( 10.3 :1 compression ratio ; four valves per cylinder)
1130	1	Engine: 2.0L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
1131	1	Engine: 5.6L V-8 DOHC with variable valve timing and four valves per cylinder
1132	1	Engine: 5.6L V-8 DOHC with variable valve timing and four valves per cylinder
1133	1	Engine: 5.6L V-8 DOHC with variable valve timing and four valves per cylinder
1134	1	Engine: 2.5L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
1135	1	Engine: 4.0L V-6 DOHC with variable valve timing and four valves per cylinder
1136	1	Engine: 4.0L V-6 DOHC with variable valve timing and four valves per cylinder
1137	1	Engine: 4.0L V-6 DOHC with variable valve timing and four valves per cylinder
1138	1	Engine: 4.0L V-6 DOHC with variable valve timing and four valves per cylinder
1139	1	Engine: 4.0L V-6 DOHC with variable valve timing and four valves per cylinder
1140	1	Engine: 4.0L V-6 DOHC with variable valve timing and four valves per cylinder
1141	1	Engine: 4.0L V-6 DOHC with variable valve timing and four valves per cylinder
1142	1	Engine: 4.0L V-6 DOHC with variable valve timing and four valves per cylinder
1143	1	Engine: 3.8L V-6 DOHC with variable valve timing and four valves per cylinder
1144	1	Engine: 1.6L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
1145	1	Engine: 1.6L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
1146	1	Engine: 1.6L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
1147	1	Engine: 2.0L in-line 4 double overhead cam with VVT ( 10.1 :1 compression ratio ; four valves per cylinder)
1148	1	Engine: 2.0L in-line 4 double overhead cam with VVT ( 10.1 :1 compression ratio ; four valves per cylinder)
1149	1	Engine: 3.5L V-6 DOHC with variable valve timing and four valves per cylinder
1150	1	Engine: 3.5L V-6 DOHC with variable valve timing and four valves per cylinder
1151	1	Engine: 3.5L V-6 DOHC with variable valve timing and four valves per cylinder
1152	1	Engine: 3.5L V-6 DOHC with variable valve timing and four valves per cylinder
1153	1	Engine: 3.5L V-6 DOHC with variable valve timing and four valves per cylinder
1154	1	Engine: 3.5L V-6 DOHC with variable valve timing and four valves per cylinder
1155	1	Engine: 4.0L V-6 DOHC with variable valve timing and four valves per cylinder
1156	1	Engine: 4.0L V-6 DOHC with variable valve timing and four valves per cylinder
1157	1	Engine: 4.0L V-6 DOHC with variable valve timing and four valves per cylinder
1158	1	Engine: 5.6L V-8 DOHC with variable valve timing and four valves per cylinder
1159	1	Engine: 2.5L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
1160	1	Engine: 2.5L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
1161	1	Engine: 2.5L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
1162	1	Engine: 2.0L in-line 4 double overhead cam with VVT ( 10.1 :1 compression ratio ; four valves per cylinder)
1163	1	Engine: 2.0L in-line 4 double overhead cam with VVT ( 10.1 :1 compression ratio ; four valves per cylinder)
1164	1	Engine: 2.0L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
1165	1	Engine: 2.0L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
1166	1	Engine: 2.0L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
1167	1	Engine: 2.0L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
1168	1	Engine: 2.5L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
1169	1	Engine: 2.5L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
1170	1	Engine: 5.6L V-8 DOHC with variable valve timing and four valves per cylinder
1171	1	Engine: 5.6L V-8 DOHC with variable valve timing and four valves per cylinder
1172	1	Engine: 5.6L V-8 DOHC with variable valve timing and four valves per cylinder
1173	1	Engine: 5.6L V-8 DOHC with variable valve timing and four valves per cylinder
1174	1	Engine: 5.6L V-8 DOHC with variable valve timing and four valves per cylinder
1175	1	Engine: 5.6L V-8 DOHC with variable valve timing and four valves per cylinder
1176	1	Engine: 5.6L V-8 DOHC with variable valve timing and four valves per cylinder
1177	1	Engine: 5.6L V-8 DOHC with variable valve timing and four valves per cylinder
1178	1	Engine: 6.8L V-8 DOHC and two valves per cylinder
