auto	kbb	engine
1985	1	V8, 6.0 Liter
1986	1	V8, 6.0 Liter
1987	1	V8, 6.0 Liter
1988	1	V8, 6.0 Liter
1989	1	V8, 6.0 Liter
1990	1	V8, 6.0 Liter
1991	1	4-Cyl, 2.4 Liter
1992	1	4-Cyl, 2.4 Liter
1993	1	4-Cyl, 2.4 Liter
1994	1	V8, Flex Fuel, 5.3 Liter
1995	1	V8, Flex Fuel, 5.3 Liter
1996	1	V8, Flex Fuel, 5.3 Liter
1997	1	V8, Hybrid, 6.0 Liter
1998	1	V8, Hybrid, 6.0 Liter
1999	1	V8, Hybrid, 6.0 Liter
