auto	msn	price
1646	1	$32,530
1647	1	$34,710
1648	1	$36,965
1649	1	$37,165
1650	1	$39,390
1651	1	$41,940
1652	1	$42,135
1653	1	$42,655
1654	1	$42,855
1655	1	$25,875
1656	1	$28,845
1657	1	$29,450
1658	1	$32,940
1659	1	$35,190
1660	1	$39,155
1661	1	$32,215
1662	1	$32,940
1663	1	$33,450
1664	1	$35,605
1665	1	$36,115
1666	1	$38,185
1667	1	$40,415
1668	1	$40,605
1669	1	$41,290
1670	1	$42,590
1671	1	$42,785
1672	1	$43,725
1673	1	$29,900
1674	1	$30,300
1675	1	$30,490
1676	1	$31,210
1677	1	$31,535
1678	1	$32,035
1679	1	$34,325
1680	1	$36,455
1681	1	$37,640
1682	1	$39,855
1683	1	$40,045
1684	1	$46,375
1685	1	$44,720
1686	1	$49,525
1687	2	$35,775	$32,145&nbsp;- $37,595
1688	2	$37,595	$32,145&nbsp;- $37,595
1689	1	$35,175
1690	2	$40,610	$39,440&nbsp;- $44,890
1691	2	$44,890	$39,440&nbsp;- $44,890
1692	2	$45,600	$45,600&nbsp;- $54,070
1693	2	$54,070	$45,600&nbsp;- $54,070
1694	1	$57,450
1695	1	$58,460
1696	2	$74,450	$65,380&nbsp;- $74,450
1697	2	$71,825	$63,160&nbsp;- $87,345
1698	2	$74,215	$63,160&nbsp;- $87,345
1699	2	$77,370	$63,160&nbsp;- $87,345
1700	2	$87,345	$63,160&nbsp;- $87,345
1701	2	$63,160	$63,160&nbsp;- $87,345
1702	2	$65,765	$63,160&nbsp;- $87,345
1703	2	$74,870	$63,160&nbsp;- $87,345
1704	2	$82,290	$63,160&nbsp;- $87,345
1705	2	$84,845	$63,160&nbsp;- $87,345
1706	1	$76,905
1707	2	$35,300	$33,600&nbsp;- $57,350
1708	2	$39,750	$33,600&nbsp;- $57,350
1709	2	$49,300	$49,300&nbsp;- $50,800
1710	2	$50,800	$49,300&nbsp;- $50,800
1711	2	$72,400	$72,400&nbsp;- $97,950
1712	2	$97,950	$72,400&nbsp;- $97,950
1713	2	$56,300	$48,050&nbsp;- $85,750
1714	2	$51,900	$46,900&nbsp;- $66,650
1715	2	$85,640	$73,840&nbsp;- $88,140
1716	2	$88,140	$73,840&nbsp;- $88,140
1717	2	$49,700	$45,700&nbsp;- $91,050
1718	2	$56,750	$45,700&nbsp;- $91,050
1719	2	$91,050	$45,700&nbsp;- $91,050
1720	2	$59,950	$59,950&nbsp;- $82,850
1721	2	$82,850	$59,950&nbsp;- $82,850
1722	2	$17,495	$17,495&nbsp;- $27,495
1723	2	$18,495	$17,495&nbsp;- $27,495
1724	2	$18,995	$17,495&nbsp;- $27,495
1725	2	$19,995	$17,495&nbsp;- $27,495
1726	2	$19,995	$19,995&nbsp;- $29,995
1727	2	$20,995	$19,995&nbsp;- $29,995
1728	2	$24,995	$19,995&nbsp;- $29,995
1729	2	$24,995	$19,995&nbsp;- $29,995
1730	2	$25,995	$19,995&nbsp;- $29,995
1731	2	$27,995	$19,995&nbsp;- $29,995
1732	2	$27,995	$19,995&nbsp;- $29,995
1733	2	$29,995	$19,995&nbsp;- $29,995
1734	2	$24,295	$22,995&nbsp;- $30,995
1735	2	$27,995	$22,995&nbsp;- $30,995
1736	2	$27,995	$22,995&nbsp;- $30,995
1737	2	$28,995	$22,995&nbsp;- $30,995
1738	2	$30,995	$22,995&nbsp;- $30,995
1739	2	$25,495	$24,995&nbsp;- $34,995
1740	2	$27,995	$24,995&nbsp;- $34,995
1741	2	$28,495	$24,995&nbsp;- $34,995
1742	2	$28,995	$24,995&nbsp;- $34,995
1743	2	$25,995	$20,295&nbsp;- $28,495
1744	2	$28,495	$20,295&nbsp;- $28,495
1745	2	$35,795	$30,495&nbsp;- $35,795
1746	2	$15,365	$11,965&nbsp;- $15,365
1747	2	$67,075	$61,885&nbsp;- $69,465
1748	2	$69,465	$61,885&nbsp;- $69,465
1749	2	$15,365	$12,115&nbsp;- $15,365
1750	2	$18,720	$18,720&nbsp;- $26,255
1751	2	$19,720	$18,720&nbsp;- $26,255
1752	2	$25,175	$21,825&nbsp;- $26,605
1753	2	$26,875	$22,680&nbsp;- $33,945
1754	2	$30,945	$22,680&nbsp;- $33,945
1755	2	$33,945	$22,680&nbsp;- $33,945
1756	2	$23,890	$23,890&nbsp;- $29,630
1757	2	$53,580	$48,930&nbsp;- $116,880
1758	2	$56,770	$48,930&nbsp;- $116,880
1759	2	$63,280	$48,930&nbsp;- $116,880
1760	2	$68,280	$48,930&nbsp;- $116,880
1761	2	$54,770	$48,930&nbsp;- $116,880
1762	2	$56,635	$48,930&nbsp;- $116,880
1763	2	$58,975	$48,930&nbsp;- $116,880
1764	2	$62,475	$48,930&nbsp;- $116,880
1765	2	$116,880	$48,930&nbsp;- $116,880
1766	2	$24,365	$22,615&nbsp;- $29,970
1767	2	$27,370	$22,615&nbsp;- $29,970
1768	2	$23,535	$22,615&nbsp;- $29,970
1769	2	$25,620	$22,615&nbsp;- $29,970
1770	2	$29,224	$29,224&nbsp;- $39,985
1771	2	$31,745	$29,224&nbsp;- $39,985
1772	2	$34,325	$29,224&nbsp;- $39,985
1773	2	$39,985	$29,224&nbsp;- $39,985
1774	2	$41,340	$37,280&nbsp;- $53,615
1775	2	$42,130	$37,280&nbsp;- $53,615
1776	2	$44,980	$37,280&nbsp;- $53,615
1777	2	$43,480	$40,635&nbsp;- $55,625
1778	2	$48,580	$40,635&nbsp;- $55,625
1779	2	$52,880	$40,635&nbsp;- $55,625
1780	2	$55,625	$40,635&nbsp;- $55,625
1781	2	N/A	Not released
1782	2	N/A	Not released
1783	2	N/A	Not released
1784	2	N/A	Not released
1785	2	$50,720	$50,720&nbsp;- $53,525
1786	2	$53,525	$50,720&nbsp;- $53,525
1787	2	$25,775	$24,655&nbsp;- $41,975
1788	2	$27,635	$24,655&nbsp;- $41,975
1789	2	$29,095	$24,655&nbsp;- $41,975
1790	2	$29,705	$24,655&nbsp;- $41,975
1791	2	$29,980	$24,655&nbsp;- $41,975
1792	2	$37,770	$24,655&nbsp;- $41,975
1793	2	$41,090	$24,655&nbsp;- $41,975
1794	2	$28,515	$28,515&nbsp;- $34,555
1795	2	$30,020	$28,515&nbsp;- $34,555
1796	2	$30,365	$28,515&nbsp;- $34,555
1797	2	$31,870	$28,515&nbsp;- $34,555
1798	2	$32,070	$28,515&nbsp;- $34,555
1799	2	$34,185	$28,515&nbsp;- $34,555
1800	2	$34,555	$28,515&nbsp;- $34,555
1801	2	$20,490	$16,985&nbsp;- $28,915
1802	2	$23,785	$16,985&nbsp;- $28,915
1803	2	$28,075	$16,985&nbsp;- $28,915
1804	2	$28,915	$16,985&nbsp;- $28,915
1805	2	$16,985	$16,985&nbsp;- $28,915
1806	2	$18,110	$16,985&nbsp;- $28,915
1807	2	$19,230	$16,985&nbsp;- $28,915
1808	2	$20,685	$16,985&nbsp;- $28,915
1809	2	$23,785	$16,985&nbsp;- $28,915
1810	2	$25,025	$16,985&nbsp;- $28,915
1811	2	$24,090	$20,850&nbsp;- $41,775
1812	2	$24,390	$20,850&nbsp;- $41,775
1813	2	$29,475	$20,850&nbsp;- $41,775
1814	2	$30,585	$20,850&nbsp;- $41,775
1815	2	$32,275	$20,850&nbsp;- $41,775
1816	2	$33,380	$20,850&nbsp;- $41,775
1817	2	$33,510	$20,850&nbsp;- $41,775
1818	2	$38,730	$20,850&nbsp;- $41,775
1819	2	$41,775	$20,850&nbsp;- $41,775
1820	2	$20,850	$20,850&nbsp;- $41,775
1821	2	$25,395	$20,850&nbsp;- $41,775
1822	2	$26,810	$20,850&nbsp;- $41,775
1823	2	$29,125	$20,850&nbsp;- $41,775
1824	2	$30,235	$20,850&nbsp;- $41,775
1825	2	$30,360	$20,850&nbsp;- $41,775
1826	2	$33,225	$20,850&nbsp;- $41,775
1827	2	$38,625	$20,850&nbsp;- $41,775
1828	2	$30,615	$27,465&nbsp;- $43,405
1829	2	$33,090	$27,465&nbsp;- $43,405
1830	2	$33,410	$27,465&nbsp;- $43,405
1831	2	$34,495	$27,465&nbsp;- $43,405
1832	2	$36,100	$27,465&nbsp;- $43,405
1833	2	$38,160	$27,465&nbsp;- $43,405
1834	2	$38,205	$27,465&nbsp;- $43,405
1835	2	$41,385	$27,465&nbsp;- $43,405
1836	2	$43,360	$27,465&nbsp;- $43,405
1837	2	$30,260	$27,465&nbsp;- $43,405
1838	2	$35,015	$27,465&nbsp;- $43,405
1839	2	$35,060	$27,465&nbsp;- $43,405
1840	2	$38,190	$27,465&nbsp;- $43,405
1841	2	$38,235	$27,465&nbsp;- $43,405
1842	2	$40,255	$27,465&nbsp;- $43,405
1843	2	$31,510	$30,975&nbsp;- $43,920
1844	2	$32,090	$30,975&nbsp;- $43,920
1845	2	$34,120	$30,975&nbsp;- $43,920
1846	2	$34,740	$30,975&nbsp;- $43,920
1847	2	$35,015	$30,975&nbsp;- $43,920
1848	2	$35,485	$30,975&nbsp;- $43,920
1849	2	$36,675	$30,975&nbsp;- $43,920
1850	2	$37,420	$30,975&nbsp;- $43,920
1851	2	$37,740	$30,975&nbsp;- $43,920
1852	2	$39,665	$30,975&nbsp;- $43,920
1853	2	$41,745	$30,975&nbsp;- $43,920
1854	2	$41,900	$30,975&nbsp;- $43,920
1855	2	$43,920	$30,975&nbsp;- $43,920
1856	2	$30,975	$30,975&nbsp;- $43,920
1857	2	$31,590	$30,975&nbsp;- $43,920
1858	2	$32,645	$30,975&nbsp;- $43,920
1859	2	$33,525	$30,975&nbsp;- $43,920
1860	2	$34,270	$30,975&nbsp;- $43,920
1861	2	$34,590	$30,975&nbsp;- $43,920
1862	2	$39,575	$30,975&nbsp;- $43,920
1863	2	$41,880	$35,725&nbsp;- $48,865
1864	2	$35,725	$35,725&nbsp;- $48,865
1865	2	$38,830	$35,725&nbsp;- $48,865
1866	2	$45,815	$35,725&nbsp;- $48,865
1867	2	$41,490	$38,340&nbsp;- $47,820
1868	2	$14,900	$14,900&nbsp;- $19,110
1869	2	$15,700	$14,900&nbsp;- $19,110
1870	2	$16,410	$14,900&nbsp;- $19,110
1871	2	$18,260	$14,900&nbsp;- $19,110
1872	2	$15,605	$15,605&nbsp;- $25,490
1873	2	$15,805	$15,605&nbsp;- $25,490
1874	2	$16,555	$15,605&nbsp;- $25,490
1875	2	$16,605	$15,605&nbsp;- $25,490
1876	2	$17,555	$15,605&nbsp;- $25,490
1877	2	$17,755	$15,605&nbsp;- $25,490
1878	2	$18,555	$15,605&nbsp;- $25,490
1879	2	$19,155	$15,605&nbsp;- $25,490
1880	2	$19,605	$15,605&nbsp;- $25,490
1881	2	$21,955	$15,605&nbsp;- $25,490
1882	2	$22,205	$15,605&nbsp;- $25,490
1883	2	$22,405	$15,605&nbsp;- $25,490
1884	2	$22,405	$15,605&nbsp;- $25,490
1885	2	$22,605	$15,605&nbsp;- $25,490
1886	2	$23,955	$15,605&nbsp;- $25,490
1887	2	$25,490	$15,605&nbsp;- $25,490
1888	2	$23,100	$19,800&nbsp;- $23,100
1889	2	$21,980	$21,180&nbsp;- $31,730
1890	2	$22,980	$21,180&nbsp;- $31,730
1891	2	$24,905	$21,180&nbsp;- $31,730
1892	2	$27,080	$21,180&nbsp;- $31,730
1893	2	$27,105	$21,180&nbsp;- $31,730
1894	2	$29,105	$21,180&nbsp;- $31,730
1895	2	$29,555	$21,180&nbsp;- $31,730
1896	2	$29,730	$21,180&nbsp;- $31,730
1897	2	$31,630	$21,180&nbsp;- $31,730
1898	2	$31,730	$21,180&nbsp;- $31,730
1899	2	$25,150	$23,950&nbsp;- $27,150
1900	2	$24,185	$20,825&nbsp;- $24,185
1901	2	$20,825	$20,825&nbsp;- $24,185
1902	2	$22,935	$20,825&nbsp;- $24,185
1903	2	$23,645	$21,695&nbsp;- $29,895
1904	2	$23,995	$21,695&nbsp;- $29,895
1905	2	$25,245	$21,695&nbsp;- $29,895
1906	2	$28,645	$21,695&nbsp;- $29,895
1907	2	$29,645	$28,045&nbsp;- $40,395
1908	2	$35,595	$28,045&nbsp;- $40,395
1909	2	$35,995	$28,045&nbsp;- $40,395
1910	2	$37,195	$28,045&nbsp;- $40,395
1911	2	$37,595	$28,045&nbsp;- $40,395
1912	2	$40,395	$28,045&nbsp;- $40,395
1913	2	$34,450	$27,800&nbsp;- $43,250
1914	2	$36,050	$27,800&nbsp;- $43,250
1915	2	$28,900	$28,900&nbsp;- $36,830
1916	2	$31,605	$28,900&nbsp;- $36,830
1917	2	$36,830	$28,900&nbsp;- $36,830
1918	2	$15,365	$15,365&nbsp;- $25,135
1919	2	$16,865	$15,365&nbsp;- $25,135
1920	2	$23,385	$15,365&nbsp;- $25,135
1921	2	$25,135	$15,365&nbsp;- $25,135
1922	2	$15,995	$15,995&nbsp;- $23,895
1923	2	$22,195	$15,995&nbsp;- $23,895
1924	2	$23,895	$15,995&nbsp;- $23,895
1925	2	$22,045	$22,045&nbsp;- $32,745
1926	2	$27,245	$22,045&nbsp;- $32,745
1927	2	$29,245	$22,045&nbsp;- $32,745
1928	2	$29,945	$22,045&nbsp;- $32,745
1929	2	$32,745	$22,045&nbsp;- $32,745
1930	2	$28,250	$23,250&nbsp;- $28,250
1931	2	$26,650	$23,250&nbsp;- $28,250
1932	2	$30,215	$30,215&nbsp;- $41,910
1933	2	$36,715	$30,215&nbsp;- $41,910
1934	2	$39,215	$30,215&nbsp;- $41,910
1935	2	$41,910	$30,215&nbsp;- $41,910
1936	2	$42,830	$31,575&nbsp;- $42,830
1937	2	$31,575	$31,575&nbsp;- $42,830
1938	2	$47,250	$47,250&nbsp;- $54,990
1939	2	$54,990	$47,250&nbsp;- $54,990
1940	2	$65,690	$65,690&nbsp;- $74,995
1941	2	$22,300	$18,800&nbsp;- $34,000
1942	2	$24,250	$18,800&nbsp;- $34,000
1943	2	$28,800	$18,800&nbsp;- $34,000
1944	2	$34,000	$18,800&nbsp;- $34,000
1945	2	$24,050	$20,450&nbsp;- $31,000
1946	2	$31,000	$20,450&nbsp;- $31,000
1947	2	$28,900	$28,900&nbsp;- $45,080
1948	2	$32,395	$28,900&nbsp;- $45,080
1949	2	$35,340	$28,900&nbsp;- $45,080
1950	2	$38,115	$28,900&nbsp;- $45,080
1951	2	$30,330	$30,330&nbsp;- $37,020
1952	2	$36,975	$30,330&nbsp;- $37,020
1953	2	$37,020	$30,330&nbsp;- $37,020
1954	2	$41,675	$41,675&nbsp;- $43,270
1955	2	$43,270	$41,675&nbsp;- $43,270
1956	1	$47,565
1957	2	$42,615	$42,615&nbsp;- $49,105
1958	2	$45,345	$42,615&nbsp;- $49,105
1959	2	$13,359	$13,359&nbsp;- $18,849
1960	2	$14,949	$13,359&nbsp;- $18,849
1961	2	$16,149	$13,359&nbsp;- $18,849
1962	2	$16,499	$13,359&nbsp;- $18,849
1963	2	$18,849	$13,359&nbsp;- $18,849
1964	2	$15,849	$15,849&nbsp;- $19,949
1965	2	$16,849	$15,849&nbsp;- $19,949
1966	2	$17,699	$15,849&nbsp;- $19,949
1967	2	$17,949	$15,849&nbsp;- $19,949
1968	2	$19,949	$15,849&nbsp;- $19,949
1969	2	$21,749	$18,999&nbsp;- $26,749
1970	2	$22,499	$18,999&nbsp;- $26,749
1971	2	$22,749	$18,999&nbsp;- $26,749
1972	2	$24,399	$18,999&nbsp;- $26,749
1973	2	$24,849	$18,999&nbsp;- $26,749
1974	2	$26,749	$18,999&nbsp;- $26,749
1975	2	$21,999	$18,999&nbsp;- $26,999
1976	2	$22,999	$18,999&nbsp;- $26,999
1977	2	$25,599	$18,999&nbsp;- $26,999
1978	2	$22,449	$18,999&nbsp;- $26,999
1979	2	$29,079	$25,745&nbsp;- $30,230
1980	2	$29,930	$25,745&nbsp;- $30,230
1981	2	$27,429	$25,745&nbsp;- $30,230
1982	2	$28,280	$25,745&nbsp;- $30,230
1983	2	$28,580	$25,745&nbsp;- $30,230
1984	2	$25,595	$17,520&nbsp;- $30,900
1985	2	$30,900	$17,520&nbsp;- $30,900
1986	2	$18,775	$17,520&nbsp;- $30,900
1987	2	$23,195	$17,520&nbsp;- $30,900
1988	2	$30,850	$27,270&nbsp;- $30,850
1989	2	$32,850	$31,950&nbsp;- $35,940
1990	2	$34,140	$31,950&nbsp;- $35,940
1991	2	$35,940	$31,950&nbsp;- $35,940
1992	2	$37,200	$36,000&nbsp;- $44,100
1993	2	$44,000	$36,000&nbsp;- $44,100
1994	2	$44,100	$36,000&nbsp;- $44,100
1995	2	$40,800	$37,800&nbsp;- $48,900
1996	2	$45,900	$37,800&nbsp;- $48,900
1997	2	$45,200	$45,200&nbsp;- $59,150
1998	2	$50,200	$45,200&nbsp;- $59,150
1999	2	$59,150	$45,200&nbsp;- $59,150
