auto	yahoo	engine
1270	1	3.0L I6, 24 valves, 230 hp @ 6500 rpm
1271	1	3.0L I6, 24 valves, 230 hp @ 6500 rpm
1272	1	3.0L I6, 24 valves, 300 hp @ 5800 rpm
1273	1	3.0L I6, 24 valves, 265 hp @ 4200 rpm
1274	1	6.8L V10, 30 valves, 362 hp @ 4750 rpm
1275	1	5.4L V8, 24 valves, 300 hp @ 5000 rpm
1276	1	5.4L V8, 24 valves, 300 hp @ 5000 rpm
1277	1	5.4L V8, 24 valves, 300 hp @ 5000 rpm
1278	1	6.8L V10, 30 valves, 362 hp @ 4750 rpm
1279	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
1280	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
1281	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
1282	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
1283	1	3.0L I6, 24 valves, 230 hp @ 6500 rpm
1284	1	3.0L I6, 24 valves, 300 hp @ 5800 rpm
1285	1	5.3L V8, 16 valves, 320 hp @ 5400 rpm
1286	1	3.2L I6, 24 valves, 235 hp @ 6200 rpm
1287	1	3.0L I6, 24 valves, 281 hp @ 5600 rpm
1288	1	5.3L V8, 16 valves, 320 hp @ 5400 rpm
1289	1	5.3L V8, 16 valves, 320 hp @ 5400 rpm
1290	1	3.0L V6, 24 valves, 188 hp @ 3800 rpm
1291	1	3.0L V6, 24 valves, 188 hp @ 3800 rpm
1292	1	3.0L V6, 24 valves, 188 hp @ 3800 rpm
1293	1	5.3L V8, 16 valves, 320 hp @ 5400 rpm
1294	1	6.0L V8, 16 valves, 352 hp @ 5400 rpm
1295	1	5.3L V8, 16 valves, 320 hp @ 5400 rpm
1296	1	5.3L V8, 16 valves, 320 hp @ 5400 rpm
1297	1	6.0L V8, 16 valves, 352 hp @ 5400 rpm
1298	1	5.3L V8, 16 valves, 320 hp @ 5400 rpm
1299	1	6.0L V8, 16 valves, 352 hp @ 5400 rpm
1300	1	5.3L V8, 16 valves, 320 hp @ 5400 rpm
1301	1	3.7L V6, 12 valves, 210 hp @ 5200 rpm
1302	1	3.7L V6, 12 valves, 210 hp @ 5200 rpm
1303	1	6.1L V8, 16 valves, 420 hp @ 6200 rpm
1304	1	3.7L V6, 12 valves, 210 hp @ 5200 rpm
1305	1	5.7L V8, 16 valves, 357 hp @ 5200 rpm
1306	1	3.6L V6, 24 valves, 288 hp @ 6300 rpm
1307	1	3.6L V6, 24 valves, 288 hp @ 6300 rpm
1308	1	3.6L V6, 24 valves, 288 hp @ 6300 rpm
1309	1	3.6L V6, 24 valves, 288 hp @ 6300 rpm
1310	1	3.6L V6, 24 valves, 288 hp @ 6300 rpm
1311	1	3.8L V6, 24 valves, 290 hp @ 6200 rpm
1312	1	6.2L V8, 16 valves, 316 hp @ 4179 rpm
1313	1	6.2L V8, 16 valves, 316 hp @ 4179 rpm
1314	1	6.2L V8, 16 valves, 316 hp @ 4179 rpm
1315	1	6.2L V8, 16 valves, 316 hp @ 4179 rpm
1316	1	6.2L V8, 16 valves, 316 hp @ 4179 rpm
1317	1	6.2L V8, 16 valves, 316 hp @ 4179 rpm
1318	1	6.0L V8, 16 valves, 322 hp @ 4400 rpm
1319	1	6.0L V8, 16 valves, 322 hp @ 4400 rpm
1320	1	6.0L V8, 16 valves, 322 hp @ 4400 rpm
1321	1	3.0L V6, 24 valves, 270 hp @ 7000 rpm
1322	1	3.6L V6, 24 valves, 304 hp @ 6400 rpm
1323	1	3.5L V6, 24 valves, 280 hp @ 5800 rpm
1324	1	3.5L V6, 24 valves, 280 hp @ 5800 rpm
1325	1	3.0L V6, 24 valves, 270 hp @ 7000 rpm
1326	1	3.0L V6, 24 valves, 270 hp @ 7000 rpm
1327	1	3.0L V6, 24 valves, 270 hp @ 7000 rpm
1328	1	3.6L V6, 24 valves, 304 hp @ 6400 rpm
1329	1	3.0L V6, 24 valves, 270 hp @ 7000 rpm
1330	1	3.6L V6, 24 valves, 304 hp @ 6400 rpm
1331	1	3.6L V6, 24 valves, 304 hp @ 6400 rpm
1332	1	3.6L V6, 24 valves, 304 hp @ 6400 rpm
1333	1	5.7L V8, 16 valves, 383 hp @ 5600 rpm
1334	1	5.7L V8, 16 valves, 383 hp @ 5600 rpm
1335	1	3.7L V6, 24 valves, 270 hp @ 6250 rpm
1336	1	3.5L V6, 24 valves, 355 hp @ 5700 rpm
1337	1	3.5L V6, 24 valves, 303 hp @ 6800 rpm
1338	1	3.5L V6, 24 valves, 303 hp @ 6800 rpm
1339	1	3.5L V6, 24 valves, 295 hp @ 6000 rpm
1340	1	6.2L V8, 16 valves, 403 hp @ 5700 rpm
1341	1	3.0L I6, 24 valves, 230 hp @ 6500 rpm
1342	1	3.0L I6, 24 valves, 230 hp @ 6500 rpm
1343	1	3.0L I6, 24 valves, 300 hp @ 5800 rpm
1344	1	3.0L I6, 24 valves, 265 hp @ 4200 rpm
1345	1	3.7L V6, 24 valves, 305 hp @ 6300 rpm
1346	1	3.5L V6, 24 valves, 280 hp @ 6200 rpm
1347	1	3.5L V6, 24 valves, 280 hp @ 6200 rpm
1348	1	3.7L V6, 24 valves, 305 hp @ 6300 rpm
1349	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
1350	1	6.0L V8, 16 valves, 322 hp @ 4400 rpm
1351	1	6.0L V8, 16 valves, 322 hp @ 4400 rpm
1352	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
1353	1	6.0L V8, 16 valves, 322 hp @ 4400 rpm
1354	1	2.0L I4, 16 valves, 211 hp @ 4300 rpm
1355	1	2.0L I4, 16 valves, 211 hp @ 4300 rpm
1356	1	2.0L I4, 16 valves, 211 hp @ 4300 rpm
1357	1	2.0L I4, 16 valves, 211 hp @ 4300 rpm
1358	1	2.0L I4, 16 valves, 211 hp @ 4300 rpm
1359	1	6.0L V8, 16 valves, 332 hp @ 5100 rpm
1360	1	6.0L V8, 16 valves, 332 hp @ 5100 rpm
1361	1	3.0L V6, 24 valves, 188 hp @ 3800 rpm
1362	1	3.0L V6, 24 valves, 188 hp @ 3800 rpm
1363	1	6.2L V8, 16 valves, 411 hp @ 5500 rpm
1364	1	3.5L V6, 24 valves, 295 hp @ 6000 rpm
1365	1	3.7L V6, 24 valves, 268 hp @ 6250 rpm
1366	1	3.5L V6, 24 valves, 355 hp @ 5700 rpm
1367	1	6.7L I6, 24 valves, 350 hp @ 3000 rpm
1368	1	3.0L V6, 24 valves, 265 hp @ 6950 rpm
1369	1	3.0L V6, 24 valves, 265 hp @ 6950 rpm
1370	1	3.0L V6, 24 valves, 265 hp @ 6950 rpm
1371	1	2.8L V6, 24 valves, 300 hp @ 5500 rpm
1372	1	2.8L V6, 24 valves, 300 hp @ 5500 rpm
1373	1	5.7L V8, 16 valves, 383 hp @ 5600 rpm
1374	1	5.7L V8, 16 valves, 383 hp @ 5600 rpm
1375	1	5.3L V8, 16 valves, 320 hp @ 5400 rpm
1376	1	5.3L V8, 16 valves, 320 hp @ 5400 rpm
1377	1	5.3L V8, 16 valves, 320 hp @ 5400 rpm
1378	1	5.3L V8, 16 valves, 320 hp @ 5400 rpm
1379	1	5.3L V8, 16 valves, 320 hp @ 5400 rpm
1380	1	5.3L V8, 16 valves, 320 hp @ 5400 rpm
1381	1	5.3L V8, 16 valves, 320 hp @ 5400 rpm
1382	1	6.0L V8, 16 valves, 332 hp @ 5100 rpm
1383	1	6.0L V8, 16 valves, 332 hp @ 5100 rpm
1384	1	2.0L I4, 16 valves, 210 hp @ 5500 rpm
1385	1	2.0L I4, 16 valves, 210 hp @ 5500 rpm
1386	1	3.7L V6, 24 valves, 268 hp @ 6250 rpm
1387	1	3.5L V6, 24 valves, 355 hp @ 5700 rpm
1388	1	3.0L V6, 24 valves, 272 hp @ 4750 rpm
1389	1	3.0L V6, 24 valves, 225 hp @ 3750 rpm
1390	1	3.0L V6, 24 valves, 333 hp @ 5500 rpm
1391	1	3.0L V6, 24 valves, 333 hp @ 5500 rpm
1392	1	2.0L I4, 16 valves, 265 hp @ 6000 rpm
1393	1	2.0L I4, 16 valves, 265 hp @ 6000 rpm
1394	1	3.0L I6, 24 valves, 300 hp @ 5800 rpm
1395	1	4.6L V8, 32 valves, 275 hp @ 6000 rpm
1396	1	4.6L V8, 32 valves, 292 hp @ 6300 rpm
1397	1	3.0L I6, 24 valves, 255 hp @ 6600 rpm
1398	1	3.0L I6, 24 valves, 300 hp @ 5800 rpm
1399	1	3.0L I6, 24 valves, 335 hp @ 5900 rpm
1400	1	3.0L V6, 24 valves, 333 hp @ 5500 rpm
1401	1	2.0L I4, 16 valves, 148 hp @ 6500 rpm
1402	1	2.0L I4, 16 valves, 148 hp @ 6500 rpm
1403	1	2.5L I4, 16 valves, 167 hp @ 6000 rpm
1404	1	2.5L I4, 16 valves, 167 hp @ 6000 rpm
1405	1	2.5L I4, 16 valves, 167 hp @ 6000 rpm
1406	1	2.4L I4, 16 valves, 158 hp @ 6000 rpm
1407	1	2.4L I4, 16 valves, 158 hp @ 6000 rpm
1408	1	2.4L I4, 16 valves, 158 hp @ 6000 rpm
1409	1	2.0L I4, 16 valves, 138 hp @ 6000 rpm
1410	1	2.0L I4, 16 valves, 138 hp @ 6000 rpm
1411	1	2.0L I4, 16 valves, 158 hp @ 6400 rpm
1412	1	2.0L I4, 16 valves, 158 hp @ 6400 rpm
1413	1	2.0L I4, 16 valves, 158 hp @ 6400 rpm
1414	1	2.0L I4, 16 valves, 158 hp @ 6400 rpm
1415	1	2.5L H4, 16 valves, 170 hp @ 6000 rpm
1416	1	2.5L H4, 16 valves, 170 hp @ 6000 rpm
1417	1	2.5L H4, 16 valves, 170 hp @ 6000 rpm
1418	1	2.3L I4, 16 valves, 143 hp @ 5250 rpm
1419	1	2.5L I4, 16 valves, 180 hp @ 6000 rpm
1420	1	2.5L I4, 16 valves, 180 hp @ 6000 rpm
1421	1	2.2L I4, 16 valves, 155 hp @ 6100 rpm
1422	1	2.2L I4, 16 valves, 155 hp @ 6100 rpm
1423	1	2.4L I4, 16 valves, 172 hp @ 5800 rpm
1424	1	2.0L I4, 16 valves, 164 hp @ NL rpm
1425	1	2.0L I4, 16 valves, 164 hp @ NL rpm
1426	1	2.4L I4, 16 valves, 170 hp @ 6000 rpm
1427	1	2.4L I4, 16 valves, 176 hp @ 6000 rpm
1428	1	2.4L I4, 16 valves, 170 hp @ 6000 rpm
1429	1	2.4L I4, 16 valves, 176 hp @ 6000 rpm
1430	1	2.0L I4, 16 valves, 237 hp @ 6000 rpm
1431	1	2.9L I4, 16 valves, 185 hp @ 5600 rpm
1432	1	3.7L I5, 20 valves, 242 hp @ 5600 rpm
1433	1	1.3L I4, 8 valves, 98 hp @ 5800 rpm
1434	1	1.3L I4, 8 valves, 98 hp @ 5800 rpm
1435	1	1.3L I4, 8 valves, 98 hp @ 5800 rpm
1436	1	3.5L V6, 24 valves, 270 hp @ 6000 rpm
1437	1	5.0L V8, 32 valves, 360 hp @ 5500 rpm
1438	1	5.0L V8, 32 valves, 360 hp @ 5500 rpm
1439	1	5.0L V8, 32 valves, 360 hp @ 5500 rpm
1440	1	5.0L V8, 32 valves, 360 hp @ 5500 rpm
1441	1	5.0L V8, 32 valves, 360 hp @ 5500 rpm
1442	1	5.0L V8, 32 valves, 360 hp @ 5500 rpm
1443	1	6.2L V8, 16 valves, 411 hp @ 5500 rpm
1444	1	6.2L V8, 16 valves, 411 hp @ 5500 rpm
1445	1	3.2L I6, 24 valves, 235 hp @ 6200 rpm
1446	1	4.4L V8, 32 valves, 311 hp @ 5850 rpm
1447	1	5.3L V8, 16 valves, 320 hp @ 5400 rpm
1448	1	5.3L V8, 16 valves, 320 hp @ 5400 rpm
1449	1	6.0L V8, 16 valves, 352 hp @ 5400 rpm
1450	1	5.3L V8, 16 valves, 320 hp @ 5400 rpm
1451	1	6.0L V8, 16 valves, 352 hp @ 5400 rpm
1452	1	5.3L V8, 16 valves, 320 hp @ 5400 rpm
1453	1	6.7L I6, 24 valves, 350 hp @ 3000 rpm
1454	1	6.7L I6, 24 valves, 350 hp @ 3000 rpm
1455	1	6.7L I6, 24 valves, 350 hp @ 3000 rpm
1456	1	5.3L V8, 16 valves, 320 hp @ 5400 rpm
1457	1	5.3L V8, 16 valves, 320 hp @ 5400 rpm
1458	1	6.0L V8, 16 valves, 352 hp @ 5400 rpm
1459	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
1460	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
1461	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
1462	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
1463	1	6.0L V8, 16 valves, 360 hp @ 5400 rpm
1464	1	6.7L I6, 24 valves, 350 hp @ 3000 rpm
1465	1	6.7L I6, 24 valves, 350 hp @ 3000 rpm
1466	1	3.6L V6, 24 valves, 302 hp @ 6300 rpm
1467	1	3.6L V6, 24 valves, 302 hp @ 6300 rpm
1468	1	3.6L V6, 24 valves, 302 hp @ 6300 rpm
1469	1	3.6L V6, 24 valves, 302 hp @ 6300 rpm
1470	1	4.6L V8, 32 valves, 320 hp @ 6400 rpm
1471	1	4.6L V8, 32 valves, 320 hp @ 6400 rpm
1472	1	4.6L V8, 32 valves, 320 hp @ 6400 rpm
1473	1	4.6L V8, 16 valves, 239 hp @ 4900 rpm
1474	1	5.0L V8, 32 valves, 375 hp @ 6500 rpm
1475	1	6.7L I6, 24 valves, 350 hp @ 3000 rpm
1476	1	3.4L H6, 24 valves, 310 hp @ 6400 rpm
1477	1	5.4L V8, 24 valves, 310 hp @ 5100 rpm
1478	1	5.4L V8, 24 valves, 310 hp @ 5100 rpm
1479	1	5.4L V8, 24 valves, 310 hp @ 5100 rpm
1480	1	5.4L V8, 24 valves, 310 hp @ 5100 rpm
1481	1	5.4L V8, 24 valves, 310 hp @ 5100 rpm
1482	1	5.4L V8, 24 valves, 310 hp @ 5100 rpm
1483	1	5.4L V8, 24 valves, 310 hp @ 5100 rpm
1484	1	5.4L V8, 24 valves, 310 hp @ 5100 rpm
1485	1	5.4L V8, 24 valves, 310 hp @ 5100 rpm
1486	1	5.4L V8, 24 valves, 310 hp @ 5100 rpm
1487	1	5.4L V8, 24 valves, 310 hp @ 5100 rpm
1488	1	5.4L V8, 24 valves, 310 hp @ 5100 rpm
1489	1	5.4L V8, 24 valves, 310 hp @ 5100 rpm
1490	1	5.4L V8, 24 valves, 310 hp @ 5100 rpm
1491	1	5.4L V8, 24 valves, 310 hp @ 5100 rpm
1492	1	5.4L V8, 24 valves, 310 hp @ 5100 rpm
1493	1	5.4L V8, 24 valves, 310 hp @ 5100 rpm
1494	1	5.4L V8, 24 valves, 310 hp @ 5100 rpm
1495	1	5.6L V8, 32 valves, 317 hp @ 5200 rpm
1496	1	5.6L V8, 32 valves, 317 hp @ 5200 rpm
1497	1	5.6L V8, 32 valves, 317 hp @ 5200 rpm
1498	1	5.6L V8, 32 valves, 317 hp @ 5200 rpm
1499	1	3.6L V6, 24 valves, 304 hp @ 6400 rpm
1500	1	3.6L V6, 24 valves, 304 hp @ 6400 rpm
1501	1	3.6L V6, 24 valves, 304 hp @ 6400 rpm
1502	1	3.6L V6, 24 valves, 304 hp @ 6400 rpm
1503	1	3.6L V6, 24 valves, 304 hp @ 6400 rpm
1504	1	3.6L V6, 24 valves, 304 hp @ 6400 rpm
1505	1	2.8L V6, 24 valves, 300 hp @ 5500 rpm
1506	1	6.7L I6, 24 valves, 350 hp @ 3000 rpm
1507	1	6.7L I6, 24 valves, 350 hp @ 3000 rpm
1508	1	6.7L I6, 24 valves, 350 hp @ 3000 rpm
1509	1	6.7L I6, 24 valves, 350 hp @ 3000 rpm
1510	1	6.7L I6, 24 valves, 350 hp @ 3000 rpm
1511	1	6.0L V8, 16 valves, 332 hp @ 5100 rpm
1512	1	6.0L V8, 16 valves, 332 hp @ 5100 rpm
1513	1	5.3L V8, 16 valves, 320 hp @ 5400 rpm
1514	1	6.0L V8, 16 valves, 352 hp @ 5400 rpm
1515	1	5.3L V8, 16 valves, 320 hp @ 5400 rpm
1516	1	5.3L V8, 16 valves, 320 hp @ 5400 rpm
1517	1	6.0L V8, 16 valves, 352 hp @ 5400 rpm
1518	1	6.0L V8, 16 valves, 352 hp @ 5400 rpm
1519	1	6.0L V8, 16 valves, 352 hp @ 5400 rpm
1520	1	3.7L V6, 24 valves, 300 hp @ 6300 rpm
1521	1	3.7L V6, 24 valves, 300 hp @ 6300 rpm
1522	1	3.7L V6, 24 valves, 300 hp @ 6300 rpm
1523	1	3.7L V6, 24 valves, 300 hp @ 6300 rpm
1524	1	5.3L V8, 16 valves, 320 hp @ 5400 rpm
1525	1	5.3L V8, 16 valves, 320 hp @ 5400 rpm
1526	1	6.0L V8, 16 valves, 352 hp @ 5400 rpm
1527	1	3.7L V6, 24 valves, 348 hp @ 7400 rpm
1528	1	6.7L V8, 32 valves, 400 hp @ 2800 rpm
1529	1	6.7L V8, 32 valves, 400 hp @ 2800 rpm
1530	1	6.7L V8, 32 valves, 400 hp @ 2800 rpm
1531	1	5.4L V8, 32 valves, 550 hp @ 6500 rpm
1532	1	3.5L V6, 24 valves, 268 hp @ 6000 rpm
1533	1	3.0L V6, 24 valves, 210 hp @ 3800 rpm
1534	1	5.3L V8, 16 valves, 320 hp @ 5400 rpm
1535	1	5.3L V8, 16 valves, 320 hp @ 5400 rpm
1536	1	3.0L V6, 24 valves, 270 hp @ 7000 rpm
1537	1	3.0L V6, 24 valves, 270 hp @ 7000 rpm
1538	1	3.0L V6, 24 valves, 270 hp @ 7000 rpm
1539	1	3.0L V6, 24 valves, 270 hp @ 7000 rpm
1540	1	3.6L V6, 24 valves, 304 hp @ 6400 rpm
1541	1	3.6L V6, 24 valves, 304 hp @ 6400 rpm
1542	1	3.2L I6, 24 valves, 235 hp @ 6200 rpm
1543	1	3.0L I6, 24 valves, 281 hp @ 5600 rpm
1544	1	4.4L V8, 32 valves, 311 hp @ 5950 rpm
1545	1	6.7L I6, 24 valves, 350 hp @ 3000 rpm
1546	1	6.7L I6, 24 valves, 350 hp @ 3000 rpm
1547	1	6.7L I6, 24 valves, 350 hp @ 3000 rpm
1548	1	6.7L I6, 24 valves, 350 hp @ 3000 rpm
1549	1	6.7L I6, 24 valves, 350 hp @ 3000 rpm
1550	1	3.0L I6, 24 valves, 230 hp @ 6500 rpm
1551	1	3.2L V6, 24 valves, 265 hp @ 6500 rpm
1552	1	3.0L I6, 24 valves, 230 hp @ 6500 rpm
1553	1	3.0L I6, 24 valves, 300 hp @ 5800 rpm
1554	1	3.0L I6, 24 valves, 320 hp @ 5900 rpm
1555	1	6.4L V8, 32 valves, 350 hp @ 3000 rpm
1556	1	6.4L V8, 32 valves, 350 hp @ 3000 rpm
1557	1	3.7L V6, 24 valves, 300 hp @ 6300 rpm
1558	1	3.7L V6, 24 valves, 300 hp @ 6300 rpm
1559	1	3.6L V6, 24 valves, 280 hp @ 6200 rpm
1560	1	3.0L V6, 24 valves, 225 hp @ 3750 rpm
1561	1	4.2L V8, 32 valves, 350 hp @ 6800 rpm
1562	1	6.7L I6, 24 valves, 350 hp @ 3000 rpm
1563	1	3.6L V6, 24 valves, 302 hp @ 6300 rpm
1564	1	3.6L V6, 24 valves, 302 hp @ 6300 rpm
1565	1	6.0L V8, 16 valves, 332 hp @ 5100 rpm
1566	1	6.0L V8, 16 valves, 332 hp @ 5100 rpm
1567	1	6.0L V8, 16 valves, 332 hp @ 5100 rpm
1568	1	3.7L V6, 24 valves, 300 hp @ 6300 rpm
1569	1	3.7L V6, 24 valves, 300 hp @ 6300 rpm
1570	1	3.5L V6, 24 valves, 303 hp @ 6200 rpm
1571	1	3.5L V6, 24 valves, 303 hp @ 6200 rpm
1572	1	4.6L V8, 32 valves, 342 hp @ 6200 rpm
1573	1	3.5L V6, 24 valves, 303 hp @ 6800 rpm
1574	1	4.5L V8, 32 valves, 325 hp @ 6400 rpm
1575	1	3.0L I6, 24 valves, 230 hp @ 6500 rpm
1576	1	3.0L I6, 24 valves, 230 hp @ 6500 rpm
1577	1	3.5L V6, 24 valves, 303 hp @ 6200 rpm
1578	1	4.6L V8, 32 valves, 342 hp @ 6200 rpm
1579	1	3.0L I6, 24 valves, 300 hp @ 5800 rpm
1580	1	3.0L I6, 24 valves, 265 hp @ 4200 rpm
1581	1	4.4L V8, 32 valves, 400 hp @ 5500 rpm
1582	1	4.6L V8, 16 valves, 239 hp @ 4900 rpm
1583	1	4.6L V8, 16 valves, 239 hp @ 4900 rpm
1584	1	3.5L V6, 24 valves, 300 hp @ 6500 rpm
1585	1	6.0L V8, 16 valves, 332 hp @ 5100 rpm
1586	1	4.2L V8, 32 valves, 354 hp @ 7000 rpm
1587	1	4.2L V8, 32 valves, 354 hp @ 7000 rpm
1588	1	5.0L V8, 32 valves, 470 hp @ 6000 rpm
1589	1	5.0L V8, 32 valves, 510 hp @ 6000 rpm
1590	1	6.2L V8, 16 valves, 403 hp @ 5700 rpm
1591	1	6.0L V8, 16 valves, 332 hp @ 5100 rpm
1592	1	5.7L V8, 32 valves, 381 hp @ 5600 rpm
1593	1	5.7L V8, 32 valves, 381 hp @ 5600 rpm
1594	1	5.7L V8, 32 valves, 381 hp @ 5600 rpm
1595	1	5.7L V8, 32 valves, 381 hp @ 5600 rpm
1596	1	3.7L V6, 24 valves, 325 hp @ 7000 rpm
1597	1	3.7L V6, 24 valves, 325 hp @ 7000 rpm
1598	1	3.7L V6, 24 valves, 325 hp @ 7000 rpm
1599	1	3.7L V6, 24 valves, 300 hp @ 6300 rpm
1600	1	3.7L V6, 24 valves, 300 hp @ 6300 rpm
1601	1	3.7L V6, 24 valves, 300 hp @ 6300 rpm
1602	1	4.6L V8, 32 valves, 275 hp @ 6000 rpm
1603	1	4.6L V8, 32 valves, 275 hp @ 6000 rpm
1604	1	4.6L V8, 32 valves, 292 hp @ 6300 rpm
1605	1	4.8L V8, 32 valves, 350 hp @ 6300 rpm
1606	1	3.5L V6, 24 valves, 268 hp @ 6000 rpm
1607	1	5.5L V8, 32 valves, 382 hp @ 6000 rpm
1608	1	5.5L V8, 32 valves, 382 hp @ 6000 rpm
1609	1	3.5L V6, 24 valves, 268 hp @ 6000 rpm
1610	1	3.0L V6, 24 valves, 210 hp @ 3800 rpm
1611	1	5.5L V8, 32 valves, 382 hp @ 6000 rpm
1612	1	6.3L V8, 32 valves, 518 hp @ 6800 rpm
1613	1	6.2L V8, 16 valves, 430 hp @ 5900 rpm
1614	1	6.2L V8, 16 valves, 430 hp @ 5900 rpm
1615	1	6.2L V8, 16 valves, 430 hp @ 5900 rpm
1616	1	6.2L V8, 16 valves, 430 hp @ 5900 rpm
1617	1	6.2L V8, 16 valves, 430 hp @ 5900 rpm
1618	1	6.2L V8, 16 valves, 430 hp @ 5900 rpm
1619	1	6.2L V8, 16 valves, 430 hp @ 5900 rpm
1620	1	6.2L V8, 16 valves, 430 hp @ 5900 rpm
1621	1	7.0L V8, 16 valves, 505 hp @ 6300 rpm
1622	1	7.0L V8, 16 valves, 505 hp @ 6300 rpm
1623	1	4.0L V8, 32 valves, 414 hp @ 8300 rpm
1624	1	4.0L V8, 32 valves, 414 hp @ 8300 rpm
1625	1	4.0L V8, 32 valves, 414 hp @ 8300 rpm
1626	1	4.0L V8, 32 valves, 414 hp @ 8300 rpm
1627	1	6.2L V8, 16 valves, 403 hp @ 5700 rpm
1628	1	4.4L V8, 32 valves, 400 hp @ 5500 rpm
1629	1	3.0L V6, 24 valves, 228 hp @ 6000 rpm
1630	1	3.5L V6, 24 valves, 268 hp @ 6000 rpm
1631	1	6.2L V8, 32 valves, 451 hp @ 6800 rpm
1632	1	4.6L V8, 32 valves, 310 hp @ 5400 rpm
1633	1	4.6L V8, 32 valves, 310 hp @ 5400 rpm
1634	1	5.7L V8, 32 valves, 381 hp @ 5600 rpm
1635	1	5.7L V8, 32 valves, 381 hp @ 5600 rpm
1636	1	5.7L V8, 32 valves, 381 hp @ 5600 rpm
1637	1	5.7L V8, 32 valves, 381 hp @ 5600 rpm
1638	1	5.7L V8, 32 valves, 381 hp @ 5600 rpm
1639	1	5.7L V8, 32 valves, 381 hp @ 5600 rpm
1640	1	5.7L V8, 32 valves, 381 hp @ 5600 rpm
1641	1	3.0L I6, 24 valves, 300 hp @ 5800 rpm
1642	1	4.4L V8, 32 valves, 400 hp @ 5500 rpm
1643	1	3.2L V6, 24 valves, 265 hp @ 6500 rpm
1644	1	3.0L V6, 24 valves, 300 hp @ 5100 rpm
1645	1	4.2L V8, 32 valves, 350 hp @ 6800 rpm
1646	1	4.6L V8, 32 valves, 301 hp @ 5500 rpm
1647	1	3.0L V6, 24 valves, 333 hp @ 5500 rpm
1648	1	6.2L V8, 16 valves, 403 hp @ 5700 rpm
1649	1	3.5L V6, 24 valves, 340 hp @ 6400 rpm
1650	1	3.5L V6, 24 valves, 292 hp @ 6400 rpm
1651	1	6.0L V8, 16 valves, 332 hp @ 5100 rpm
1652	1	5.0L V8, 32 valves, 390 hp @ 6500 rpm
1653	1	5.0L V8, 32 valves, 416 hp @ 6600 rpm
1654	1	5.0L V8, 32 valves, 510 hp @ 6000 rpm
1655	1	3.0L V6, 24 valves, 225 hp @ 3500 rpm
1656	1	3.6L V6, 24 valves, 280 hp @ 6200 rpm
1657	1	3.0L V6, 24 valves, 225 hp @ 3500 rpm
1658	1	3.0L V6, 24 valves, 380 hp @ 5500 rpm
1659	1	3.7L V6, 24 valves, 330 hp @ 7000 rpm
1660	1	2.9L H6, 24 valves, 265 hp @ 7200 rpm
1661	1	3.4L H6, 24 valves, 320 hp @ 7200 rpm
1662	1	5.4L V8, 24 valves, 310 hp @ 5100 rpm
1663	1	5.6L V8, 32 valves, 320 hp @ 5200 rpm
1664	1	5.4L V8, 24 valves, 310 hp @ 5100 rpm
1665	1	5.4L V8, 24 valves, 310 hp @ 5100 rpm
1666	1	5.6L V8, 32 valves, 400 hp @ 5800 rpm
1667	1	6.0L V8, 16 valves, 332 hp @ 5100 rpm
1668	1	3.0L V6, 24 valves, 210 hp @ 3800 rpm
1669	1	6.2L V8, 16 valves, 556 hp @ 6100 rpm
1670	1	3.0L V6, 24 valves, 210 hp @ 3400 rpm
1671	1	4.6L V8, 32 valves, 335 hp @ 6000 rpm
1672	1	5.5L V8, 32 valves, 382 hp @ 6000 rpm
1673	1	6.2L V8, 16 valves, 403 hp @ 5700 rpm
1674	1	6.2L V8, 16 valves, 403 hp @ 5700 rpm
1675	1	6.2L V8, 16 valves, 403 hp @ 5700 rpm
1676	1	6.2L V8, 16 valves, 403 hp @ 5700 rpm
1677	1	6.2L V8, 16 valves, 403 hp @ 5700 rpm
1678	1	6.2L V8, 16 valves, 556 hp @ 6100 rpm
1679	1	3.0L V6, 24 valves, 228 hp @ 6000 rpm
1680	1	3.5L V6, 24 valves, 300 hp @ 6500 rpm
1681	1	3.0L I6, 24 valves, 300 hp @ 5800 rpm
1682	1	4.4L V8, 32 valves, 400 hp @ 5500 rpm
1683	1	3.0L I6, 24 valves, 300 hp @ 5800 rpm
1684	1	4.4L V8, 32 valves, 400 hp @ 5500 rpm
1685	1	4.6L V8, 32 valves, 378 hp @ 6500 rpm
1686	1	4.6L V8, 32 valves, 378 hp @ 6500 rpm
1687	1	6.2L V8, 16 valves, 403 hp @ 5700 rpm
1688	1	6.2L V8, 16 valves, 403 hp @ 5700 rpm
1689	1	6.2L V8, 16 valves, 403 hp @ 5700 rpm
1690	1	6.2L V8, 16 valves, 403 hp @ 5700 rpm
1691	1	6.2L V8, 16 valves, 403 hp @ 5700 rpm
1692	1	6.2L V8, 16 valves, 403 hp @ 5700 rpm
1693	1	4.6L V8, 32 valves, 380 hp @ 6400 rpm
