auto	autobytel	fuel_economy
1918	1	23 MPG City / 32 MPG Hwy
1919	1	23 MPG City / 33 MPG Hwy
1920	1	22 MPG City / 33 MPG Hwy
1921	1	23 MPG City / 34 MPG Hwy
1922	1	23 MPG City / 34 MPG Hwy
1923	1	23 MPG City / 34 MPG Hwy
1924	1	23 MPG City / 33 MPG Hwy
1925	1	23 MPG City / 34 MPG Hwy
1926	1	22 MPG City / 33 MPG Hwy
1927	1	23 MPG City / 32 MPG Hwy
1928	1	23 MPG City / 34 MPG Hwy
1929	1	19 MPG City / 29 MPG Hwy
1930	1	20 MPG City / 30 MPG Hwy
1931	1	17 MPG City / 26 MPG Hwy
1932	1	17 MPG City / 26 MPG Hwy
1933	1	21 MPG City / 31 MPG Hwy
1934	1	21 MPG City / 31 MPG Hwy
1935	1	21 MPG City / 31 MPG Hwy
1936	1	22 MPG City / 31 MPG Hwy
1937	1	21 MPG City / 31 MPG Hwy
1938	1	21 MPG City / 31 MPG Hwy
1939	1	22 MPG City / 31 MPG Hwy
1940	1	22 MPG City / 31 MPG Hwy
1941	1	21 MPG City / 31 MPG Hwy
1942	1	22 MPG City / 31 MPG Hwy
1943	1	21 MPG City / 31 MPG Hwy
1944	1	19 MPG City / 29 MPG Hwy
1945	1	19 MPG City / 28 MPG Hwy
1946	1	19 MPG City / 29 MPG Hwy
1947	1	17 MPG City / 25 MPG Hwy
1948	1	17 MPG City / 25 MPG Hwy
1949	1	18 MPG City / 27 MPG Hwy
1950	1	25 MPG City / 36 MPG Hwy
1951	1	25 MPG City / 36 MPG Hwy
1952	1	26 MPG City / 34 MPG Hwy
1953	1	26 MPG City / 34 MPG Hwy
1954	1	25 MPG City / 36 MPG Hwy
1955	1	25 MPG City / 36 MPG Hwy
1956	1	25 MPG City / 36 MPG Hwy
1957	1	25 MPG City / 36 MPG Hwy
1958	1	26 MPG City / 34 MPG Hwy
1959	1	21 MPG City / 29 MPG Hwy
1960	1	21 MPG City / 29 MPG Hwy
1961	1	25 MPG City / 36 MPG Hwy
1962	1	26 MPG City / 34 MPG Hwy
1963	1	25 MPG City / 36 MPG Hwy
1964	1	25 MPG City / 36 MPG Hwy
1965	1	26 MPG City / 34 MPG Hwy
1966	1	25 MPG City / 36 MPG Hwy
1967	1	25 MPG City / 36 MPG Hwy
1968	1	26 MPG City / 34 MPG Hwy
1969	1	25 MPG City / 36 MPG Hwy
1970	1	25 MPG City / 36 MPG Hwy
1971	1	26 MPG City / 34 MPG Hwy
1972	1	25 MPG City / 36 MPG Hwy
1973	1	26 MPG City / 34 MPG Hwy
1974	1	26 MPG City / 34 MPG Hwy
1975	1	21 MPG City / 29 MPG Hwy
1976	1	21 MPG City / 29 MPG Hwy
1977	1	21 MPG City / 29 MPG Hwy
1978	1	21 MPG City / 29 MPG Hwy
1979	1	40 MPG City / 43 MPG Hwy
1980	1	40 MPG City / 43 MPG Hwy
1981	1	40 MPG City / 43 MPG Hwy
1982	1	40 MPG City / 45 MPG Hwy
1983	1	40 MPG City / 45 MPG Hwy
1984	1	40 MPG City / 45 MPG Hwy
1985	1	40 MPG City / 45 MPG Hwy
1986	1	21 MPG City / 27 MPG Hwy
1987	1	21 MPG City / 28 MPG Hwy
1988	1	21 MPG City / 27 MPG Hwy
1989	1	21 MPG City / 27 MPG Hwy
1990	1	21 MPG City / 28 MPG Hwy
1991	1	21 MPG City / 27 MPG Hwy
1992	1	21 MPG City / 28 MPG Hwy
1993	1	35 MPG City / 39 MPG Hwy
1994	1	35 MPG City / 39 MPG Hwy
1995	1	19 MPG City / 24 MPG Hwy
1996	1	20 MPG City / 25 MPG Hwy
1997	1	20 MPG City / 25 MPG Hwy
1998	1	19 MPG City / 24 MPG Hwy
1999	1	20 MPG City / 25 MPG Hwy
