auto	autoweb	engine
1726	1	2.0L DOHC 4-Cylinder TFSI
1727	1	2.0L TFSI 4 Cylinder
1728	1	2.0L TFSI 4 Cylinder
1729	1	2.0L TFSI 4 Cylinder
1730	1	3.0L FSI V6 DOHC
1731	1	3.2L FSI V6 DOHC
1732	1	3.0L FSI V6 DOHC
1733	1	3.2L FSI V6 DOHC
1734	1	4.2L V8 FSI
1735	1	4.2L FSI 8 Cyl
1736	1	4.2L FSI 8 Cyl
1737	1	5.2L FSI V10 DOHC
1738	1	4.2L FSI 8 Cyl
1739	1	5.2L FSI 10 Cyl
1740	1	3.0L TFSI Supercharged V6 DOHC
1741	1	3.0L TFSI Supercharged V6 DOHC
1742	1	4.2L FSI V8 DOHC
1743	1	3.0L TFSI V6 DOHC
1744	1	4.2L FSI V8 DOHC
1745	1	4.2L FSI V8 DOHC
1746	1	2.0L TFSI Turbo-Charged 4-Cylinder
1747	1	2.0L TFSI Turbo-Charged 4-Cylinder
1748	1	2.0L TFSI Turbo-Charged 4-Cylinder
1749	1	2.0L TFSI Turbo-Charged 4-Cylinder
1750	1	4.6L EFI V8 FFV Capable
1751	1	4.6L EFI V8 FFV Capable
1752	1	4.6L EFI V8 FFV Capable
1753	1	4.6L EFI V8 FFV Capable
1754	1	4.6L EFI V8 FFV Capable
1755	1	4.6L EFI V8 FFV Capable
1756	1	4.6L EFI V8 FFV Capable
1757	1	4.6L EFI V8 FFV Capable
1758	1	4.6L EFI V8 FFV Capable
1759	1	4.6L EFI V8 FFV Capable
1760	1	4.6L EFI V8 FFV Capable
1761	1	5.4L EFI V8 FFV Capable
1762	1	5.4L EFI V8 FFV Capable
1763	1	5.4L EFI V8 FFV Capable
1764	1	5.4L EFI V8 FFV Capable
1765	1	5.4L EFI V8 FFV Capable
1766	1	5.4L EFI V8 FFV Capable
1767	1	5.4L EFI V8 FFV Capable
1768	1	5.4L EFI V8 FFV Capable
1769	1	5.4L EFI V8 FFV Capable
1770	1	3.5L Ti-VCT V6
1771	1	3.5L Ti-VCT V6
1772	1	3.7L Ti-VCT V6
1773	1	3.7L Ti-VCT V6
1774	1	3.5L V6 Duratec
1775	1	3.5L V6 Duratec
1776	1	Duratec 2.5L I4
1777	1	Duratec 2.5L I4
1778	1	Duratec 2.5L I4
1779	1	2.5L I4
1780	1	2.5L I4
1781	1	2.5L I4
1782	1	2.5L 4V I4 Atkinson Cycle w/Electric Motor
1783	1	2.5L 4V I4 Atkinson Cycle w/Electric Motor
1784	1	2.5L 4V I4 Atkinson Cycle w/Electric Motor
1785	1	5.4L SOHC 3V V8 FFV
1786	1	5.4L SOHC 3V V8 FFV
1787	1	5.4L SOHC 3V V8 FFV
1788	1	5.4L SOHC 3V V8 FFV
1789	1	5.4L SOHC 3V V8 FFV
1790	1	5.4L SOHC 3V V8 FFV
1791	1	5.4L SOHC 3V V8 FFV
1792	1	5.4L SOHC 3V V8 FFV
1793	1	5.4L SOHC 3V V8 FFV
1794	1	5.4L SOHC 3V V8 FFV
1795	1	5.4L SOHC 3V V8 FFV
1796	1	5.4L SOHC 3V V8 FFV
1797	1	5.4L SOHC 3V V8 FFV
1798	1	5.4L SOHC 3V V8 FFV
1799	1	5.4L SOHC 3V V8 FFV
1800	1	5.4L SOHC 3V V8 FFV
1801	1	3.5L Ti-VCT V6
1802	1	3.5L Ti-VCT V6
1803	1	3.5L Ti-VCT V6
1804	1	3.5L Ti-VCT V6
1805	1	3.5L Ti-VCT V6
1806	1	4.0L 2V V6
1807	1	4.0L 2V V6
1808	1	4.0L 2V V6
1809	1	4.0L 2V V6
1810	1	6.2L 2V EFI V8
1811	1	5.0L V8 FFV
1812	1	5.0L V8 FFV
1813	1	6.2L V8
1814	1	5.0L V8 FFV
1815	1	5.0L V8 FFV
1816	1	5.0L V8 FFV
1817	1	5.0L V8 FFV
1818	1	5.0L V8 FFV
1819	1	5.0L V8 FFV
1820	1	6.2L V8
1821	1	5.0L V8 FFV
1822	1	5.0L V8 FFV
1823	1	3.7L V6 FFV
1824	1	3.7L V6 FFV
1825	1	6.2L 2V EFI V8
1826	1	3.7L V6 FFV
1827	1	3.7L V6 FFV
1828	1	3.7L V6 FFV
1829	1	5.0L V8 FFV
1830	1	3.7L V6 FFV
1831	1	3.7L V6 FFV
1832	1	5.0L V8 FFV
1833	1	5.0L V8 FFV
1834	1	3.7L V6 FFV
1835	1	3.7L V6 FFV
1836	1	3.7L V6 FFV
1837	1	5.0L V8 FFV
1838	1	3.7L V6 FFV
1839	1	3.7L V6 FFV
1840	1	5.0L V8 FFV
1841	1	5.0L V8 FFV
1842	1	5.4L 3V EFI V8
1843	1	5.4L 3V EFI V8 FFV
1844	1	5.4L 3V EFI V8 FFV
1845	1	5.4L 3V EFI V8 FFV
1846	1	5.4L 3V EFI V8 FFV
1847	1	4.6L 2V EFI V8
1848	1	4.6L 2V EFI V8
1849	1	4.6L 2V EFI V8
1850	1	4.6L 2V EFI V8
1851	1	4.6L 2V EFI V8
1852	1	4.6L 3V EFI V8
1853	0	<NULL>
1854	1	4.6L 3V EFI V8
1855	1	4.6L 3V EFI V8
1856	1	4.6L 2V EFI V8
1857	1	4.6L 2V EFI V8
1858	0	<NULL>
1859	1	4.6L 3V EFI V8
1860	1	6.2L 2-Valve SOHC EFI NA V8 Flex-Fuel
1861	1	6.2L 2-Valve SOHC EFI NA V8 Flex-Fuel
1862	1	6.2L 2-Valve SOHC EFI NA V8 Flex-Fuel
1863	1	6.2L 2-Valve SOHC EFI NA V8 Flex-Fuel
1864	1	6.2L 2-Valve SOHC EFI NA V8 Flex-Fuel
1865	1	6.2L 2-Valve SOHC EFI NA V8 Flex-Fuel
1866	1	6.2L 2-Valve SOHC EFI NA V8 Flex-Fuel
1867	1	6.2L 2-Valve SOHC EFI NA V8 Flex-Fuel
1868	1	6.2L 2-Valve SOHC EFI NA V8 Flex-Fuel
1869	1	6.2L 2-Valve SOHC EFI NA V8 Flex-Fuel
1870	1	6.2L 2-Valve SOHC EFI NA V8 Flex-Fuel
1871	1	6.2L 2-Valve SOHC EFI NA V8 Flex-Fuel
1872	1	5.4L 3V SOHC EFI Triton V8
1873	1	5.4L 3V SOHC EFI Triton V8
1874	1	5.4L 3V SOHC EFI Triton V8
1875	1	5.4L 3V SOHC EFI Triton V8
1876	1	5.4L 3V SOHC EFI Triton V8
1877	1	5.4L 3V SOHC EFI Triton V8
1878	1	5.4L 3V SOHC EFI Triton V8
1879	1	5.4L 3V SOHC EFI Triton V8
1880	1	5.4L 3V SOHC EFI Triton V8
1881	1	5.4L 3V SOHC EFI Triton V8
1882	1	5.4L 3V SOHC EFI Triton V8
1883	1	5.4L 3V SOHC EFI Triton V8
1884	1	5.4L 3V SOHC EFI Triton V8
1885	1	5.4L 3V SOHC EFI Triton V8
1886	1	5.4L 3V SOHC EFI Triton V8
1887	1	5.4L 3V SOHC EFI Triton V8
1888	1	5.4L 3V SOHC EFI Triton V8
1889	1	5.4L 3V SOHC EFI Triton V8
1890	1	5.4L 3V SOHC EFI Triton V8
1891	1	5.4L 3V SOHC EFI Triton V8
1892	1	6.2L 2-Valve SOHC EFI NA V8 Flex-Fuel
1893	1	6.2L 2-Valve SOHC EFI NA V8 Flex-Fuel
1894	1	6.2L 2-Valve SOHC EFI NA V8 Flex-Fuel
1895	1	6.2L 2-Valve SOHC EFI NA V8 Flex-Fuel
1896	1	6.2L 2-Valve SOHC EFI NA V8 Flex-Fuel
1897	1	6.2L 2-Valve SOHC EFI NA V8 Flex-Fuel
1898	1	6.2L 2-Valve SOHC EFI NA V8 Flex-Fuel
1899	1	6.2L 2-Valve SOHC EFI NA V8 Flex-Fuel
1900	1	6.2L 2-Valve SOHC EFI NA V8 Flex-Fuel
1901	1	6.2L 2-Valve SOHC EFI NA V8 Flex-Fuel
1902	1	6.2L 2-Valve SOHC EFI NA V8 Flex-Fuel
1903	1	6.2L 2-Valve SOHC EFI NA V8 Flex-Fuel
1904	1	6.2L 2-Valve SOHC EFI NA V8 Flex-Fuel
1905	1	6.2L 2-Valve SOHC EFI NA V8 Flex-Fuel
1906	1	6.2L 2-Valve SOHC EFI NA V8 Flex-Fuel
1907	1	6.2L 2-Valve SOHC EFI NA V8 Flex-Fuel
1908	1	6.2L 2-Valve SOHC EFI NA V8 Flex-Fuel
1909	1	6.2L 2-Valve SOHC EFI NA V8 Flex-Fuel
1910	1	6.2L 2-Valve SOHC EFI NA V8 Flex-Fuel
1911	1	6.8L 3-Valve SOHC EFI Triton V10
1912	1	5.4L 3-Valve SOHC EFI Triton V8
1913	1	5.4L 3-Valve SOHC EFI Triton V8
1914	1	5.4L 3-Valve SOHC EFI Triton V8
1915	1	5.4L 3-Valve SOHC EFI Triton V8
1916	1	5.4L 3-Valve SOHC EFI Triton V8
1917	1	5.4L 3-Valve SOHC EFI Triton V8
1918	1	6.8L 3-Valve SOHC EFI Triton V10
1919	1	5.4L 3-Valve SOHC EFI Triton V8
1920	1	5.4L 3-Valve SOHC EFI Triton V8
1921	1	6.8L 3-Valve SOHC EFI Triton V10
1922	1	5.4L 3-Valve SOHC EFI Triton V8
1923	1	5.4L 3-Valve SOHC EFI Triton V8
1924	1	5.4L 3-Valve SOHC EFI Triton V8
1925	1	5.4L 3-Valve SOHC EFI Triton V8
1926	1	5.4L 3-Valve SOHC EFI Triton V8
1927	1	5.4L 3-Valve SOHC EFI Triton V8
1928	1	5.4L 3-Valve SOHC EFI Triton V8
1929	1	5.4L 3-Valve SOHC EFI Triton V8
1930	1	6.8L 3-Valve SOHC EFI Triton V10
1931	1	5.4L 3-Valve SOHC EFI Triton V8
1932	1	5.4L 3-Valve SOHC EFI Triton V8
1933	1	5.4L 3-Valve SOHC EFI Triton V8
1934	1	5.4L 3-Valve SOHC EFI Triton V8
1935	1	1.6L Ti-VCT I-4
1936	1	1.6L Ti-VCT I-4
1937	1	3.5L V6 Duratec
1938	1	3.5L V6 EcoBoost
1939	1	3.5L V6 Duratec
1940	1	3.5L V6 Duratec
1941	1	3.5L V6 Duratec
1942	1	3.5L V6 Duratec
1943	1	3.5L V6 Duratec
1944	1	3.5L V6 EcoBoost (TM)
1945	1	2.0L I-4 GDI Ti-VCT
1946	1	2.0L I-4 GDI Ti-VCT
1947	1	2.0L I-4 GDI Ti-VCT
1948	1	2.0L I-4 GDI Ti-VCT
1949	1	2.0L Duratec DOHC I4 20
1950	1	2.0L Duratec DOHC I4 20
1951	1	2.0L Duratec DOHC I4
1952	1	2.0L Duratec DOHC I4
1953	1	2.0L Duratec DOHC I4
1954	1	2.0L Duratec DOHC I4
1955	1	2.5L I4
1956	1	2.5L I4
1957	1	3.5L V6 Duratec
1958	1	2.5L I4
1959	1	2.5L I4
1960	1	3.5L V6 Duratec
1961	1	Hi-Po 302 4V Ti-VCT V8
1962	1	5.0L 4V Ti-VCT V8
1963	1	5.0L 4V Ti-VCT V8
1964	1	5.0L 4V Ti-VCT V8
1965	1	3.7L 4V Ti-VCT V6
1966	1	3.7L 4V Ti-VCT V6
1967	1	4.6L V8
1968	1	4.6L V8
1969	1	4.6L V8
1970	1	4.0L V6
1971	1	4.0L V6
1972	1	4.0L SOHC V6
1973	1	2.3L DOHC I4
1974	1	2.3L DOHC I4
1975	1	4.0L SOHC V6
1976	1	2.3L DOHC I4
1977	1	2.3L DOHC I4
1978	1	2.3L DOHC I4
1979	1	4.0L SOHC V6
1980	1	5.4L 4V V8 Supercharged
1981	1	5.4L 4V V8 Supercharged
1982	1	5.4L 4V V8 Supercharged
1983	1	3.5L V6 Duratec
1984	1	3.5L V6 Duratec
1985	1	3.5L V6 Duratec
1986	1	3.5L V6 Duratec
1987	1	3.5L GTDI V6 EcoBoost (TM)
1988	1	Duratec 2.0L DOHC I4
1989	1	Duratec 2.0L DOHC I4
1990	1	Duratec 2.0L DOHC I4
1991	1	Duratec 2.0L DOHC I4
1992	1	Duratec 2.0L DOHC I4
1993	1	Duratec 2.0L DOHC I4
1994	1	Duratec 2.0L DOHC I4
1995	1	Duratec 2.0L DOHC I4
1996	1	3.2L I-6 DOHC
1997	1	5.0L V8
1998	1	5.0L V8
1999	1	5.0L V8 Supercharged
