auto	yahoo	fuel_economy
1923	1	22 mpg city / 32 mpg hwy
1924	1	22 mpg city / 32 mpg hwy
1925	1	20 mpg city / 29 mpg hwy
1926	1	20 mpg city / 29 mpg hwy
1927	1	22 mpg city / 32 mpg hwy
1928	1	20 mpg city / 29 mpg hwy
1929	1	25 mpg city / 36 mpg hwy
1930	1	25 mpg city / 36 mpg hwy
1931	1	26 mpg city / 34 mpg hwy
1932	1	26 mpg city / 34 mpg hwy
1933	1	25 mpg city / 36 mpg hwy
1934	1	26 mpg city / 34 mpg hwy
1935	1	19 mpg city / 23 mpg hwy
1936	1	19 mpg city / 23 mpg hwy
1937	1	16 mpg city / 20 mpg hwy
1938	1	15 mpg city / 20 mpg hwy
1939	1	30 mpg city / 41 mpg hwy
1940	1	19 mpg city / 26 mpg hwy
1941	1	19 mpg city / 25 mpg hwy
1942	1	19 mpg city / 25 mpg hwy
1943	1	19 mpg city / 23 mpg hwy
1944	1	17 mpg city / 23 mpg hwy
1945	1	22 mpg city / 30 mpg hwy
1946	1	22 mpg city / 30 mpg hwy
1947	1	23 mpg city / 30 mpg hwy
1948	1	22 mpg city / 27 mpg hwy
1949	1	22 mpg city / 27 mpg hwy
1950	1	15 mpg city / 21 mpg hwy
1951	1	15 mpg city / 21 mpg hwy
1952	1	23 mpg city / 33 mpg hwy
1953	1	24 mpg city / 31 mpg hwy
1954	1	30 mpg city / 42 mpg hwy
1955	1	23 mpg city / 34 mpg hwy
1956	1	23 mpg city / 34 mpg hwy
1957	1	23 mpg city / 34 mpg hwy
1958	1	23 mpg city / 34 mpg hwy
1959	1	20 mpg city / 30 mpg hwy
1960	1	23 mpg city / 34 mpg hwy
1961	1	20 mpg city / 30 mpg hwy
1962	1	23 mpg city / 34 mpg hwy
1963	1	20 mpg city / 30 mpg hwy
1964	1	16 mpg city / 22 mpg hwy
1965	1	16 mpg city / 22 mpg hwy
1966	1	15 mpg city / 21 mpg hwy
1967	1	16 mpg city / 21 mpg hwy
1968	1	16 mpg city / 21 mpg hwy
1969	1	16 mpg city / 20 mpg hwy
1970	1	23 mpg city / 28 mpg hwy
1971	1	22 mpg city / 25 mpg hwy
1972	1	15 mpg city / 20 mpg hwy
1973	1	15 mpg city / 20 mpg hwy
1974	1	18 mpg city / 25 mpg hwy
1975	1	20 mpg city / 26 mpg hwy
1976	1	21 mpg city / 28 mpg hwy
1977	1	21 mpg city / 27 mpg hwy
1978	1	21 mpg city / 28 mpg hwy
1979	1	21 mpg city / 27 mpg hwy
1980	1	21 mpg city / 30 mpg hwy
1981	1	18 mpg city / 24 mpg hwy
1982	1	18 mpg city / 24 mpg hwy
1983	1	17 mpg city / 29 mpg hwy
1984	1	17 mpg city / 29 mpg hwy
1985	1	16 mpg city / 24 mpg hwy
1986	1	21 mpg city / 31 mpg hwy
1987	1	21 mpg city / 31 mpg hwy
1988	1	40 mpg city / 45 mpg hwy
1989	1	18 mpg city / 25 mpg hwy
1990	1	17 mpg city / 23 mpg hwy
1991	1	40 mpg city / 43 mpg hwy
1992	1	40 mpg city / 43 mpg hwy
1993	1	14 mpg city / 18 mpg hwy
1994	1	14 mpg city / 18 mpg hwy
1995	1	14 mpg city / 18 mpg hwy
1996	1	14 mpg city / 18 mpg hwy
1997	1	13 mpg city / 18 mpg hwy
1998	1	21 mpg city / 29 mpg hwy
1999	1	21 mpg city / 29 mpg hwy
