auto	yahoo	model
1985	1	2010 Chevrolet Camaro
1986	1	2010 Volkswagen GTI
1987	1	2010 Volkswagen GTI
1988	1	2010 Honda Civic Hybrid
1989	1	2011 GMC Canyon Crew Cab 2WD
1990	1	2011 GMC Canyon Crew Cab 2WD
1991	1	2011 Honda Civic Hybrid
1992	1	2011 Honda Civic Hybrid
1993	1	2010 Chevrolet Silverado 1500 Regular Cab 4WD
1994	1	2010 Chevrolet Silverado 1500 Regular Cab 4WD
1995	1	2010 Chevrolet Silverado 1500 Regular Cab 4WD
1996	1	2011 GMC Sierra 1500 Regular Cab 4WD
1997	1	2011 GMC Sierra 1500 Regular Cab 4WD
1998	1	2010 Volvo C30
1999	1	2010 Volvo C30
