auto	autoweb	model
0818	2	2010 HYUNDAI SONATA TECH SPECS	2010 Hyundai Sonata Limited (A5)
0819	2	2010 HYUNDAI SONATA TECH SPECS	2010 Hyundai Sonata Limited V6 (A5)
0820	2	2010 HYUNDAI SONATA TECH SPECS	2010 Hyundai Sonata Limited w/PZEV (A5)
0821	2	2010 HYUNDAI SONATA TECH SPECS	2010 Hyundai Sonata SE w/PZEV (A5)
0822	2	2011 HYUNDAI TUCSON TECH SPECS	2011 Hyundai Tucson GL (A6) FWD
0823	2	2011 HYUNDAI TUCSON TECH SPECS	2011 Hyundai Tucson GL (M5) FWD
0824	2	2011 HYUNDAI TUCSON TECH SPECS	2011 Hyundai Tucson GLS 4x4
0825	2	2011 HYUNDAI TUCSON TECH SPECS	2011 Hyundai Tucson GLS w/PZEV 4x4
0826	2	2011 HYUNDAI TUCSON TECH SPECS	2011 Hyundai Tucson Limited (A6) FWD
0827	2	2010 HYUNDAI TUCSON TECH SPECS	2010 Hyundai Tucson GLS (M6) FWD
0828	2	2010 HYUNDAI TUCSON TECH SPECS	2010 Hyundai Tucson Limited (A6) FWD
0829	2	2010 HYUNDAI TUCSON TECH SPECS	2010 Hyundai Tucson Limited w/PZEV 4x4
0830	2	2011 HYUNDAI VERACRUZ TECH SPECS	2011 Hyundai Veracruz GLS FWD
0831	2	2010 HYUNDAI VERACRUZ TECH SPECS	2010 Hyundai Veracruz GLS FWD
0832	2	2010 LOTUS ELISE TECH SPECS	2010 Lotus Elise SC
0833	2	2011 PORSCHE 911 TECH SPECS	2011 Porsche 911 Carrera 4 (M6) AWD Coupe
0834	2	2011 PORSCHE 911 TECH SPECS	2011 Porsche 911 Carrera 4S (M6) AWD Coupe
0835	2	2011 PORSCHE 911 TECH SPECS	2011 Porsche 911 Carrera RWD Coupe
0836	2	2011 PORSCHE 911 TECH SPECS	2011 Porsche 911 Carrera S RWD Coupe
0837	2	2011 PORSCHE 911 TECH SPECS	2011 Porsche 911 GT3 RS RWD Coupe
0838	2	2011 PORSCHE 911 TECH SPECS	2011 Porsche 911 GT3 RWD Coupe
0839	2	2011 PORSCHE 911 TECH SPECS	2011 Porsche 911 Targa 4 (M6) AWD Coupe
0840	2	2011 PORSCHE 911 TECH SPECS	2011 Porsche 911 Turbo (M6) AWD Coupe
0841	2	2011 PORSCHE 911 TECH SPECS	2011 Porsche 911 Turbo S (PDK) AWD Cabriolet
0842	2	2010 PORSCHE 911 TECH SPECS	2010 Porsche 911 Carrera 4 AWD Cabriolet
0843	2	2010 PORSCHE 911 TECH SPECS	2010 Porsche 911 Carrera 4 AWD Coupe
0844	2	2010 PORSCHE 911 TECH SPECS	2010 Porsche 911 Carrera 4S AWD Cabriolet
0845	2	2010 PORSCHE 911 TECH SPECS	2010 Porsche 911 Carrera 4S AWD Coupe
0846	2	2010 PORSCHE 911 TECH SPECS	2010 Porsche 911 RWD Cabriolet
0847	2	2010 PORSCHE 911 TECH SPECS	2010 Porsche 911 Targa 4 AWD Coupe
0848	2	2010 PORSCHE 911 TECH SPECS	2010 Porsche 911 Turbo AWD Cabriolet
0849	2	2011 PORSCHE BOXSTER TECH SPECS	2011 Porsche Boxster Base
0850	2	2011 PORSCHE BOXSTER TECH SPECS	2011 Porsche Boxster Spyder
0851	2	2011 PORSCHE CAYENNE TECH SPECS	2011 Porsche Cayenne Base
0852	2	2011 PORSCHE CAYENNE TECH SPECS	2011 Porsche Cayenne S
0853	2	2010 PORSCHE CAYENNE TECH SPECS	2010 Porsche Cayenne GTS
0854	2	2010 PORSCHE CAYENNE TECH SPECS	2010 Porsche Cayenne S Transsyberia
0855	2	2010 PORSCHE CAYENNE TECH SPECS	2010 Porsche Cayenne Turbo
0856	2	2010 PORSCHE CAYENNE TECH SPECS	2010 Porsche Cayenne Turbo S
0857	2	2011 PORSCHE CAYMAN TECH SPECS	2011 Porsche Cayman Base
0858	2	2010 PORSCHE CAYMAN TECH SPECS	2010 Porsche Cayman Base
0859	2	2010 PORSCHE CAYMAN TECH SPECS	2010 Porsche Cayman S
0860	2	2011 PORSCHE PANAMERA TECH SPECS	2011 Porsche Panamera 2 RWD
0861	2	2011 PORSCHE PANAMERA TECH SPECS	2011 Porsche Panamera 4 AWD
0862	2	2011 PORSCHE PANAMERA TECH SPECS	2011 Porsche Panamera S RWD
0863	2	2011 PORSCHE PANAMERA TECH SPECS	2011 Porsche Panamera Turbo AWD
0864	2	2010 PORSCHE PANAMERA TECH SPECS	2010 Porsche Panamera RWD
0865	2	2010 PORSCHE PANAMERA TECH SPECS	2010 Porsche Panamera Turbo AWD
0866	2	2012 VOLKSWAGEN CC TECH SPECS	2012 Volkswagen CC AWD
0867	2	2012 VOLKSWAGEN CC TECH SPECS	2012 Volkswagen CC Lux Limited w/PZEV (A6) FWD
0868	2	2012 VOLKSWAGEN CC TECH SPECS	2012 Volkswagen CC Lux Plus (A6) FWD
0869	2	2012 VOLKSWAGEN CC TECH SPECS	2012 Volkswagen CC Sport (A6) FWD
0870	2	2012 VOLKSWAGEN CC TECH SPECS	2012 Volkswagen CC Sport (M6) FWD
0871	2	2011 VOLKSWAGEN CC TECH SPECS	2011 Volkswagen CC AWD
0872	2	2011 VOLKSWAGEN CC TECH SPECS	2011 Volkswagen CC Lux Limited w/PZEV (A6) FWD
0873	2	2011 VOLKSWAGEN CC TECH SPECS	2011 Volkswagen CC R-Line (A6) FWD
0874	2	2011 VOLKSWAGEN CC TECH SPECS	2011 Volkswagen CC R-Line (M6) FWD
0875	2	2011 VOLKSWAGEN CC TECH SPECS	2011 Volkswagen CC R-Line w/PZEV (M6) FWD
0876	2	2011 VOLKSWAGEN CC TECH SPECS	2011 Volkswagen CC Sport (M6) FWD
0877	2	2011 VOLKSWAGEN CC TECH SPECS	2011 Volkswagen CC Sport w/PZEV (A6) FWD
0878	2	2011 VOLKSWAGEN CC TECH SPECS	2011 Volkswagen CC Sport w/PZEV (M6) FWD
0879	2	2010 VOLKSWAGEN CC TECH SPECS	2010 Volkswagen CC Luxury w/PZEV (A6) FWD
0880	2	2010 VOLKSWAGEN CC TECH SPECS	2010 Volkswagen CC Sport (A6) FWD w/New Emissions/EPA Certs. FEDERAL
0881	2	2010 VOLKSWAGEN CC TECH SPECS	2010 Volkswagen CC Sport (M6) FWD w/New Emissions/EPA Certs. FEDERAL
0882	2	2010 VOLKSWAGEN CC TECH SPECS	2010 Volkswagen CC Sport w/PZEV (A6) FWD
0883	2	2012 VOLKSWAGEN EOS TECH SPECS	2012 Volkswagen Eos Executive
0884	2	2012 VOLKSWAGEN EOS TECH SPECS	2012 Volkswagen Eos Komfort
0885	2	2010 VOLKSWAGEN EOS TECH SPECS	2010 Volkswagen Eos Komfort (M6)
0886	2	2010 VOLKSWAGEN EOS TECH SPECS	2010 Volkswagen Eos Komfort w/SULEV (A6)
0887	2	2010 VOLKSWAGEN EOS TECH SPECS	2010 Volkswagen Eos Komfort w/SULEV (M6)
0888	2	2010 VOLKSWAGEN EOS TECH SPECS	2010 Volkswagen Eos Lux w/SULEV (A6)
0889	2	2011 VOLKSWAGEN GOLF TECH SPECS	2011 Volkswagen Golf 2.5L (A6) 2dr
0890	2	2011 VOLKSWAGEN GOLF TECH SPECS	2011 Volkswagen Golf 2.5L (A6) 4dr
0891	2	2011 VOLKSWAGEN GOLF TECH SPECS	2011 Volkswagen Golf 2.5L (M5) 2dr
0892	2	2011 VOLKSWAGEN GOLF TECH SPECS	2011 Volkswagen Golf 2.5L w/PZEV (A6) 2dr
0893	2	2011 VOLKSWAGEN GOLF TECH SPECS	2011 Volkswagen Golf 2.5L w/PZEV (A6) 4dr
0894	2	2011 VOLKSWAGEN GOLF TECH SPECS	2011 Volkswagen Golf 2.5L w/PZEV (M5) 2dr
0895	2	2011 VOLKSWAGEN GOLF TECH SPECS	2011 Volkswagen Golf TDI (M6) 4dr
0896	2	2010 VOLKSWAGEN GOLF TECH SPECS	2010 Volkswagen Golf 2-Door w/PZEV (A6) 2dr
0897	2	2010 VOLKSWAGEN GOLF TECH SPECS	2010 Volkswagen Golf 2-Door w/PZEV (M5) 2dr
0898	2	2010 VOLKSWAGEN GOLF TECH SPECS	2010 Volkswagen Golf TDI (A6) 2dr
0899	2	2011 VOLKSWAGEN GTI TECH SPECS	2011 Volkswagen GTI (A6) 4dr
0900	2	2011 VOLKSWAGEN GTI TECH SPECS	2011 Volkswagen GTI (M6) 2dr
0901	2	2011 VOLKSWAGEN GTI TECH SPECS	2011 Volkswagen GTI w/PZEV (A6) 4dr
0902	2	2011 VOLKSWAGEN GTI TECH SPECS	2011 Volkswagen GTI w/PZEV (M6) 2dr
0903	2	2011 VOLKSWAGEN GTI TECH SPECS	2011 Volkswagen GTI w/PZEV (M6) 4dr
0904	2	2011 VOLKSWAGEN GTI TECH SPECS	2011 Volkswagen GTI w/Sunroof (A6) 2dr
0905	2	2011 VOLKSWAGEN GTI TECH SPECS	2011 Volkswagen GTI w/Sunroof (A6) 4dr
0906	2	2011 VOLKSWAGEN GTI TECH SPECS	2011 Volkswagen GTI w/Sunroof/Nav (A6) 4dr
0907	2	2011 VOLKSWAGEN GTI TECH SPECS	2011 Volkswagen GTI w/Sunroof/Nav (M6) 2dr
0908	2	2011 VOLKSWAGEN GTI TECH SPECS	2011 Volkswagen GTI w/Sunroof/Nav/PZEV (M6) 2dr
0909	2	2011 VOLKSWAGEN GTI TECH SPECS	2011 Volkswagen GTI w/Sunroof/Nav/PZEV (M6) 4dr
0910	2	2011 VOLKSWAGEN GTI TECH SPECS	2011 Volkswagen GTI w/Sunroof/PZEV (A6) 4dr
0911	2	2010 VOLKSWAGEN GTI TECH SPECS	2010 Volkswagen GTI (M6) 2dr
0912	2	2010 VOLKSWAGEN GTI TECH SPECS	2010 Volkswagen GTI (M6) 4dr
0913	2	2010 VOLKSWAGEN GTI TECH SPECS	2010 Volkswagen GTI w/PZEV (A6) 4dr
0914	2	2010 VOLKSWAGEN GTI TECH SPECS	2010 Volkswagen GTI w/PZEV (M6) 4dr
0915	2	2011 VOLKSWAGEN JETTA TECH SPECS	2011 Volkswagen Jetta 2.0L Base (A6) Sedan
0916	2	2011 VOLKSWAGEN JETTA TECH SPECS	2011 Volkswagen Jetta 2.0L TDI (A6) Sedan
0917	2	2011 VOLKSWAGEN JETTA TECH SPECS	2011 Volkswagen Jetta 2.0L TDI w/Nav (A6) Sedan
0918	2	2011 VOLKSWAGEN JETTA TECH SPECS	2011 Volkswagen Jetta 2.5L SE (M5) Sedan
0919	2	2011 VOLKSWAGEN JETTA TECH SPECS	2011 Volkswagen Jetta 2.5L SE w/Conv/Sunroof (A6) Sedan
0920	2	2011 VOLKSWAGEN JETTA TECH SPECS	2011 Volkswagen Jetta 2.5L SE w/PZEV (A6) Sedan
0921	2	2011 VOLKSWAGEN JETTA TECH SPECS	2011 Volkswagen Jetta 2.5L SEL (A6) Sedan
0922	2	2011 VOLKSWAGEN JETTA TECH SPECS	2011 Volkswagen Jetta 2.5L SEL (M5) Sedan
0923	2	2011 VOLKSWAGEN JETTA TECH SPECS	2011 Volkswagen Jetta 2.5L SEL w/PZEV (A6) Sedan
0924	2	2011 VOLKSWAGEN JETTA TECH SPECS	2011 Volkswagen Jetta 2.5L SEL w/Sunroof/Sport Pkg/PZEV (A6) Sedan
0925	2	2011 VOLKSWAGEN JETTA TECH SPECS	2011 Volkswagen Jetta 2.5L SEL w/Sunroof/Sport Pkg/PZEV (M5) Sedan
0926	2	2011 VOLKSWAGEN JETTA TECH SPECS	2011 Volkswagen Jetta S 2.5L (M5) Station Wagon
0927	2	2011 VOLKSWAGEN JETTA TECH SPECS	2011 Volkswagen Jetta S 2.5L w/PZEV (M5) Station Wagon
0928	2	2011 VOLKSWAGEN JETTA TECH SPECS	2011 Volkswagen Jetta SE 2.5L (A6) Station Wagon
0929	2	2011 VOLKSWAGEN JETTA TECH SPECS	2011 Volkswagen Jetta TDI 2.0L (A6) Station Wagon
0930	2	2011 VOLKSWAGEN JETTA TECH SPECS	2011 Volkswagen Jetta TDI 2.0L (M6) Station Wagon
0931	2	2010 VOLKSWAGEN JETTA TECH SPECS	2010 Volkswagen Jetta Limited Edition (M5) Sedan
0932	2	2010 VOLKSWAGEN JETTA TECH SPECS	2010 Volkswagen Jetta Limited Edition w/PZEV (A6) Sedan
0933	2	2010 VOLKSWAGEN JETTA TECH SPECS	2010 Volkswagen Jetta Limited Edition w/PZEV (M5) Sedan
0934	2	2010 VOLKSWAGEN JETTA TECH SPECS	2010 Volkswagen Jetta S w/PZEV (A6) Station Wagon
0935	2	2010 VOLKSWAGEN JETTA TECH SPECS	2010 Volkswagen Jetta SE (A6) Station Wagon
0936	2	2010 VOLKSWAGEN JETTA TECH SPECS	2010 Volkswagen Jetta SE w/PZEV (A6) Station Wagon
0937	2	2010 VOLKSWAGEN JETTA TECH SPECS	2010 Volkswagen Jetta TDI (A6) Station Wagon
0938	2	2010 VOLKSWAGEN JETTA TECH SPECS	2010 Volkswagen Jetta TDI (M6) Sedan
0939	2	2010 VOLKSWAGEN JETTA TECH SPECS	2010 Volkswagen Jetta TDI Cup Edition (M6) Sedan
0940	2	2010 VOLKSWAGEN JETTA TECH SPECS	2010 Volkswagen Jetta Wolfsburg Edition (A6) Sedan
0941	2	2010 VOLKSWAGEN JETTA TECH SPECS	2010 Volkswagen Jetta Wolfsburg Edition w/PZEV (A6) Sedan
0942	2	2010 VOLKSWAGEN NEW BEETLE TECH SPECS	2010 Volkswagen New Beetle (A6) Hatchback
0943	2	2010 VOLKSWAGEN NEW BEETLE TECH SPECS	2010 Volkswagen New Beetle (M5) Hatchback
0944	2	2010 VOLKSWAGEN NEW BEETLE TECH SPECS	2010 Volkswagen New Beetle Final Edition (A6) Hatchback
0945	2	2010 VOLKSWAGEN NEW BEETLE TECH SPECS	2010 Volkswagen New Beetle Final Edition Convertible
0946	2	2010 VOLKSWAGEN NEW BEETLE TECH SPECS	2010 Volkswagen New Beetle Red Rock Edition (A6) Hatchback
0947	2	2010 VOLKSWAGEN NEW BEETLE TECH SPECS	2010 Volkswagen New Beetle w/PZEV (A6) Hatchback
0948	2	2010 VOLKSWAGEN NEW BEETLE TECH SPECS	2010 Volkswagen New Beetle w/PZEV (M5) Hatchback
0949	2	2010 VOLKSWAGEN NEW BEETLE TECH SPECS	2010 Volkswagen New Beetle w/PZEV Convertible
0950	2	2010 VOLKSWAGEN PASSAT TECH SPECS	2010 Volkswagen Passat Sedan
0951	2	2010 VOLKSWAGEN PASSAT TECH SPECS	2010 Volkswagen Passat w/PZEV Station Wagon
0952	2	2011 VOLKSWAGEN ROUTAN TECH SPECS	2011 Volkswagen Routan S
0953	2	2011 VOLKSWAGEN ROUTAN TECH SPECS	2011 Volkswagen Routan SE
0954	2	2010 VOLKSWAGEN ROUTAN TECH SPECS	2010 Volkswagen Routan S
0955	2	2010 VOLKSWAGEN ROUTAN TECH SPECS	2010 Volkswagen Routan SE w/Rear-Seat Entertainment
0956	2	2010 VOLKSWAGEN ROUTAN TECH SPECS	2010 Volkswagen Routan SE w/Rear-Seat Entertainment/Nav
0957	2	2010 VOLKSWAGEN ROUTAN TECH SPECS	2010 Volkswagen Routan SEL Premium w/CARB
0958	2	2010 VOLKSWAGEN ROUTAN TECH SPECS	2010 Volkswagen Routan SEL w/CARB
0959	2	2010 VOLKSWAGEN ROUTAN TECH SPECS	2010 Volkswagen Routan SEL w/Rear-Seat Entertainment/CARB
0960	2	2011 VOLKSWAGEN TIGUAN TECH SPECS	2011 Volkswagen Tiguan S (A6) FWD
0961	2	2011 VOLKSWAGEN TIGUAN TECH SPECS	2011 Volkswagen Tiguan S (M6) FWD
0962	2	2011 VOLKSWAGEN TIGUAN TECH SPECS	2011 Volkswagen Tiguan S AWD
0963	2	2011 VOLKSWAGEN TIGUAN TECH SPECS	2011 Volkswagen Tiguan SE w/Sunroof & Navigation (A6) FWD
0964	2	2011 VOLKSWAGEN TIGUAN TECH SPECS	2011 Volkswagen Tiguan SEL (A6) FWD
0965	2	2011 VOLKSWAGEN TIGUAN TECH SPECS	2011 Volkswagen Tiguan SEL AWD
0966	2	2011 VOLKSWAGEN TIGUAN TECH SPECS	2011 Volkswagen Tiguan SEL w/Premium Nav & Dynaudio AWD
0967	2	2010 VOLKSWAGEN TIGUAN TECH SPECS	2010 Volkswagen Tiguan S (M6) FWD
0968	2	2010 VOLKSWAGEN TIGUAN TECH SPECS	2010 Volkswagen Tiguan S AWD
0969	2	2010 VOLKSWAGEN TIGUAN TECH SPECS	2010 Volkswagen Tiguan SEL (A6) FWD
0970	2	2010 VOLKSWAGEN TIGUAN TECH SPECS	2010 Volkswagen Tiguan Wolfsburg Edition (A6) FWD
0971	2	2010 VOLKSWAGEN TIGUAN TECH SPECS	2010 Volkswagen Tiguan Wolfsburg Edition AWD
0972	2	2011 VOLKSWAGEN TOUAREG TECH SPECS	2011 Volkswagen Touareg VR6 Executive
0973	2	2011 VOLKSWAGEN TOUAREG TECH SPECS	2011 Volkswagen Touareg VR6 Lux
0974	2	2011 VOLKSWAGEN TOUAREG TECH SPECS	2011 Volkswagen Touareg VR6 Sport
0975	2	2010 VOLKSWAGEN TOUAREG TECH SPECS	2010 Volkswagen Touareg V6 TDI
0976	2	2010 VOLKSWAGEN TOUAREG TECH SPECS	2010 Volkswagen Touareg VR6 FSI
0977	2	2010 VOLKSWAGEN TOUAREG 2 TECH SPECS	2010 Volkswagen Touareg 2 Base
0978	2	2011 MERCEDES-BENZ C-CLASS TECH SPECS	2011 Mercedes-Benz C-Class C63 AMG RWD
0979	2	2011 MERCEDES-BENZ C-CLASS TECH SPECS	2011 Mercedes-Benz C-Class Luxury C300 AWD
0980	2	2010 MERCEDES-BENZ C-CLASS TECH SPECS	2010 Mercedes-Benz C-Class C63 AMG RWD
0981	2	2010 MERCEDES-BENZ C-CLASS TECH SPECS	2010 Mercedes-Benz C-Class Luxury C300 AWD
0982	2	2010 MERCEDES-BENZ C-CLASS TECH SPECS	2010 Mercedes-Benz C-Class Luxury C300 RWD
0983	2	2010 MERCEDES-BENZ C-CLASS TECH SPECS	2010 Mercedes-Benz C-Class Sport C300 AWD
0984	2	2011 MERCEDES-BENZ CL-CLASS TECH SPECS	2011 Mercedes-Benz CL-Class Base
0985	2	2011 MERCEDES-BENZ CL-CLASS TECH SPECS	2011 Mercedes-Benz CL-Class CL63 AMG RWD
0986	2	2011 MERCEDES-BENZ CL-CLASS TECH SPECS	2011 Mercedes-Benz CL-Class CL65 AMG RWD
0987	2	2010 MERCEDES-BENZ CL-CLASS TECH SPECS	2010 Mercedes-Benz CL-Class Base
0988	2	2010 MERCEDES-BENZ CL-CLASS TECH SPECS	2010 Mercedes-Benz CL-Class CL63 AMG RWD
0989	2	2010 MERCEDES-BENZ CL-CLASS TECH SPECS	2010 Mercedes-Benz CL-Class CL65 AMG RWD
0990	2	2011 MERCEDES-BENZ CLS-CLASS TECH SPECS	2011 Mercedes-Benz CLS-Class CLS63 AMG
0991	2	2010 MERCEDES-BENZ CLS-CLASS TECH SPECS	2010 Mercedes-Benz CLS-Class CLS550
0992	2	2011 MERCEDES-BENZ E-CLASS TECH SPECS	2011 Mercedes-Benz E-Class E350 AWD Sedan
0993	2	2011 MERCEDES-BENZ E-CLASS TECH SPECS	2011 Mercedes-Benz E-Class E350 AWD Station Wagon
0994	2	2011 MERCEDES-BENZ E-CLASS TECH SPECS	2011 Mercedes-Benz E-Class E350 BlueTEC RWD Sedan
0995	2	2011 MERCEDES-BENZ E-CLASS TECH SPECS	2011 Mercedes-Benz E-Class E350 RWD Coupe
0996	2	2011 MERCEDES-BENZ E-CLASS TECH SPECS	2011 Mercedes-Benz E-Class E350 RWD Sedan
0997	2	2011 MERCEDES-BENZ E-CLASS TECH SPECS	2011 Mercedes-Benz E-Class E550 RWD Convertible
0998	2	2011 MERCEDES-BENZ E-CLASS TECH SPECS	2011 Mercedes-Benz E-Class E550 RWD Sedan
0999	2	2011 MERCEDES-BENZ E-CLASS TECH SPECS	2011 Mercedes-Benz E-Class E63 AMG RWD Sedan
1000	2	2010 MERCEDES-BENZ E-CLASS TECH SPECS	2010 Mercedes-Benz E-Class E350 RWD Coupe
1001	2	2010 MERCEDES-BENZ E-CLASS TECH SPECS	2010 Mercedes-Benz E-Class E550 AWD Sedan
1002	2	2010 MERCEDES-BENZ E-CLASS TECH SPECS	2010 Mercedes-Benz E-Class E550 RWD Coupe
1003	2	2010 MERCEDES-BENZ E-CLASS TECH SPECS	2010 Mercedes-Benz E-Class E550 RWD Sedan
1004	2	2011 MERCEDES-BENZ G-CLASS TECH SPECS	2011 Mercedes-Benz G-Class G55 AMG
1005	2	2011 MERCEDES-BENZ G-CLASS TECH SPECS	2011 Mercedes-Benz G-Class G550
1006	2	2011 MERCEDES-BENZ GL-CLASS TECH SPECS	2011 Mercedes-Benz GL-Class GL450
1007	2	2010 MERCEDES-BENZ GL-CLASS TECH SPECS	2010 Mercedes-Benz GL-Class GL350 BlueTEC
1008	2	2010 MERCEDES-BENZ GL-CLASS TECH SPECS	2010 Mercedes-Benz GL-Class GL550
1009	2	2011 MERCEDES-BENZ GLK-CLASS TECH SPECS	2011 Mercedes-Benz GLK-Class AWD
1010	2	2010 MERCEDES-BENZ GLK-CLASS TECH SPECS	2010 Mercedes-Benz GLK-Class 4x2
1011	2	2011 MERCEDES-BENZ M-CLASS TECH SPECS	2011 Mercedes-Benz M-Class ML350 4x4
1012	2	2011 MERCEDES-BENZ M-CLASS TECH SPECS	2011 Mercedes-Benz M-Class ML350 BlueTEC 4x4
1013	2	2010 MERCEDES-BENZ M-CLASS TECH SPECS	2010 Mercedes-Benz M-Class ML450 Hybrid 4x4
1014	2	2010 MERCEDES-BENZ M-CLASS TECH SPECS	2010 Mercedes-Benz M-Class ML550 4x4
1015	2	2011 MERCEDES-BENZ R-CLASS TECH SPECS	2011 Mercedes-Benz R-Class R350 BlueTEC
1016	2	2010 MERCEDES-BENZ R-CLASS TECH SPECS	2010 Mercedes-Benz R-Class R350 BlueTEC
1017	2	2011 MERCEDES-BENZ S-CLASS TECH SPECS	2011 Mercedes-Benz S-Class S550 AWD Sedan
1018	2	2011 MERCEDES-BENZ S-CLASS TECH SPECS	2011 Mercedes-Benz S-Class S550 RWD Sedan
1019	2	2011 MERCEDES-BENZ S-CLASS TECH SPECS	2011 Mercedes-Benz S-Class S600 RWD Sedan
1020	2	2011 MERCEDES-BENZ S-CLASS TECH SPECS	2011 Mercedes-Benz S-Class S65 AMG RWD Sedan
1021	2	2010 MERCEDES-BENZ S-CLASS TECH SPECS	2010 Mercedes-Benz S-Class S400 Hybrid RWD Sedan
1022	2	2010 MERCEDES-BENZ S-CLASS TECH SPECS	2010 Mercedes-Benz S-Class S550 AWD Sedan
1023	2	2010 MERCEDES-BENZ S-CLASS TECH SPECS	2010 Mercedes-Benz S-Class S600 RWD Sedan
1024	2	2011 MERCEDES-BENZ SL-CLASS TECH SPECS	2011 Mercedes-Benz SL-Class SL550
1025	2	2011 MERCEDES-BENZ SLK-CLASS TECH SPECS	2011 Mercedes-Benz SLK-Class Base
1026	2	2011 MERCEDES-BENZ SLK-CLASS TECH SPECS	2011 Mercedes-Benz SLK-Class SLK350 RWD Convertible
1027	2	2010 MERCEDES-BENZ SLK-CLASS TECH SPECS	2010 Mercedes-Benz SLK-Class Base
1028	2	2010 MERCEDES-BENZ SLK-CLASS TECH SPECS	2010 Mercedes-Benz SLK-Class SLK350 RWD Convertible
1029	2	2011 MERCEDES-BENZ SPRINTER TECH SPECS	2011 Mercedes-Benz Sprinter 2500
1030	2	2011 MERCEDES-BENZ SPRINTER TECH SPECS	2011 Mercedes-Benz Sprinter 2500 Long Wheelbase Passenger
1031	2	2011 MERCEDES-BENZ SPRINTER TECH SPECS	2011 Mercedes-Benz Sprinter 3500 Extended HD
1032	2	2011 MERCEDES-BENZ SPRINTER TECH SPECS	2011 Mercedes-Benz Sprinter 3500 HD
1033	2	2011 MERCEDES-BENZ SPRINTER TECH SPECS	2011 Mercedes-Benz Sprinter 3500 Long Wheelbase HD
1034	2	2010 MERCEDES-BENZ SPRINTER VAN TECH SPECS	2010 Mercedes-Benz Sprinter Van Van 2500 Base Cargo
1035	2	2010 MERCEDES-BENZ SPRINTER VAN TECH SPECS	2010 Mercedes-Benz Sprinter Van Van 2500 Long Wheelbase Cargo
1036	2	2010 MERCEDES-BENZ SPRINTER VAN TECH SPECS	2010 Mercedes-Benz Sprinter Van Van 3500 Cargo HD
1037	2	2011 CADILLAC CTS TECH SPECS	2011 Cadillac CTS 3.0L Performance RWD Station Wagon
1038	2	2011 CADILLAC CTS TECH SPECS	2011 Cadillac CTS 3.6L Base RWD Sedan
1039	2	2011 CADILLAC CTS TECH SPECS	2011 Cadillac CTS 3.6L Performance AWD Station Wagon
1040	2	2011 CADILLAC CTS TECH SPECS	2011 Cadillac CTS Base AWD Sedan w/1SB
1041	2	2011 CADILLAC CTS TECH SPECS	2011 Cadillac CTS Base AWD Station Wagon w/1SB
1042	2	2011 CADILLAC CTS TECH SPECS	2011 Cadillac CTS Base RWD Coupe
1043	2	2011 CADILLAC CTS TECH SPECS	2011 Cadillac CTS Luxury AWD Sedan w/1SE
1044	2	2011 CADILLAC CTS TECH SPECS	2011 Cadillac CTS Performance RWD Coupe
1045	2	2011 CADILLAC CTS TECH SPECS	2011 Cadillac CTS Premium RWD Coupe
1046	2	2010 CADILLAC CTS TECH SPECS	2010 Cadillac CTS 3.6L Base AWD Sedan
1047	2	2010 CADILLAC CTS TECH SPECS	2010 Cadillac CTS 3.6L Base RWD Sedan
1048	2	2010 CADILLAC CTS TECH SPECS	2010 Cadillac CTS Base AWD Sedan
1049	2	2010 CADILLAC CTS TECH SPECS	2010 Cadillac CTS Base RWD Sedan
1050	2	2010 CADILLAC CTS TECH SPECS	2010 Cadillac CTS Luxury AWD Sedan w/1SE
1051	2	2010 CADILLAC CTS TECH SPECS	2010 Cadillac CTS Luxury AWD Station Wagon
1052	2	2010 CADILLAC CTS TECH SPECS	2010 Cadillac CTS Luxury RWD Station Wagon w/1SD
1053	2	2010 CADILLAC CTS TECH SPECS	2010 Cadillac CTS Performance RWD Station Wagon
1054	2	2010 CADILLAC CTS TECH SPECS	2010 Cadillac CTS Premium AWD Sedan
1055	2	2010 CADILLAC CTS TECH SPECS	2010 Cadillac CTS Premium AWD Station Wagon
1056	2	2010 CADILLAC CTS TECH SPECS	2010 Cadillac CTS Premium RWD Sedan
1057	2	2010 CADILLAC CTS TECH SPECS	2010 Cadillac CTS Premium RWD Station Wagon
1058	2	2011 CADILLAC CTS-V TECH SPECS	2011 Cadillac CTS-V Coupe w/1SV
1059	2	2011 CADILLAC CTS-V TECH SPECS	2011 Cadillac CTS-V Sedan
1060	2	2010 CADILLAC CTS-V TECH SPECS	2010 Cadillac CTS-V Base
1061	2	2011 CADILLAC DTS TECH SPECS	2011 Cadillac DTS Base w/1SA
1062	2	2010 CADILLAC DTS TECH SPECS	2010 Cadillac DTS Base
1063	2	2010 CADILLAC DTS TECH SPECS	2010 Cadillac DTS Luxury Collection
1064	2	2010 CADILLAC DTS TECH SPECS	2010 Cadillac DTS Platinum Collection
1065	2	2011 CADILLAC ESCALADE TECH SPECS	2011 Cadillac Escalade Base 4x2
1066	2	2011 CADILLAC ESCALADE TECH SPECS	2011 Cadillac Escalade Base AWD
1067	2	2011 CADILLAC ESCALADE TECH SPECS	2011 Cadillac Escalade Luxury AWD
1068	2	2011 CADILLAC ESCALADE TECH SPECS	2011 Cadillac Escalade Platinum Edition 4x2
1069	2	2011 CADILLAC ESCALADE TECH SPECS	2011 Cadillac Escalade Platinum Edition AWD
